topic,quote,text,times,users
Family&Relationships,,"помогите плиз, мой парень зарегистрировался насайте знакомств тайком. как мне реагировать?",,
Family&Relationships,," Я думаю, просто от нечего делать, главное следите в других моментах за ним",,
Family&Relationships,,"Девочки, что делать? Пахнет от мужа чужим женским парфюмом. Когда я это заметила мужу, он сказал, что в офисе много девушек работает и что он пропитывается просто чужими запахами. А запах от него один и тот же!",,
Family&Relationships,," А нет никого из общих знакомых на его работе, чтобы попросить проследить или обратить внимание с кем он больше всего общается? Если отнекивается, то сложно проверить(",,
Family&Relationships,," Я бы постаралась проследить. По крайней мере, чтобы понять все происходит только на работе или после нее тоже. В офисе сложно все-таки изменить при куче сотрудников, верно?",,
Family&Relationships,," Ну тут по моему все очевидно. Вопрос только в том, что вы готовы с этим мириться или нет? Если нет, то говорите на чистоту, так как дальше будет только хуже. Сами понимаете.",,
Family&Relationships,, Изменено 17 апр 216 пользователем Крутышка,,
Family&Relationships,," а что делать - ну только один вариант или не обращать внимания, или искать еще подтверждения...",,
Family&Relationships,," Глупый он, если честно. Ну как можно так явно палить контору??? Его женщину можно понять, она таким образом провоцирует вас оставить его. Если он вам дорог, не сдавайтесь, надо выяснить что за запах",,
Family&Relationships,, Надо только пресекать и быстро и жестко. А то распустятся и ходят женам изменяют...,,
Family&Relationships,," Нуууу я не много не так выразилась: замысел ее грязный ясен - вот. А так да, все для него, дома ждут, уют ему обеспечивают, а он по чужим **** шарится. И еще и отнекивается, нет мужества признать.",,
Family&Relationships,," Я бы тоже попыталась как-то выяснить. Вы же знаете, когда женщина, что-то хочет узнать, нет ее изобретательности границ!",,
Family&Relationships,," Девушки, посоветуйте и мне: уже два раза муж пришел с запахом женских духов на джинсах, прямо в ""интимной зоне"". Стоит ли сомневаться в измене или все очевидно? Отпирается со страшной силой, говорит, что объяснений этому найти не может, но не изменял и точка...",,
Family&Relationships,," Вообще интересно ""с запахом женских духов на джинсах, прямо в ""интимной зоне""""?? Странно и непонятно. А что советовать? Будьте бдительны!!!!",,
Family&Relationships,," Да я и так бдительна, измены уже были, и сил моих больше нет, надо разводиться",,
Family&Relationships,, Смотрите за ним повнимательней. Женская интуиция вам все подскажет..,,
Family&Relationships,," Да я и так бдительна, измены уже были, и сил моих больше нет, надо разводиться *************************ну.. не спешите... Что вы так сразу развод... Есть и другие методы.. Думаю это не спам будет - но - я так решила вопрос с помощью хорошего человека - мага и практика. Там приворот -отворот был и порча на бл***ство. Теперь он верен и проблем таких нет..",,
Family&Relationships,," ну ситуации разные бывают, однозначно нужно говорить об этом с мужем. Только не в виде ссоры, а нормально сесть и поговорить.",,
Family&Relationships,," Дык. Можно вычислить изменяет или нет на раз, два, три. Зная где работает, время работы офиса, кто работает с ним. Развестись всегда успеете. Или Вы ищете повод для скангдала? Запах инородный учуяли.. :).",,
Family&Relationships,, Это уже плохой сигнал!,,
Family&Relationships,," Пока нет ничего более серьезного-просто ловите, но будте готовы ко всему!",,
Family&Relationships,," Помимо духов должно быть еще что-то, посмотрите в телефоне",,
Family&Relationships,,"Блин,больно очень не знаю куда и бежать...Переехали к нему в город,у меня здесь и знакомые только по работе...А тут на тебе,он молчит,не знаю как теперь жить дальше...Люблю его,но простить не могу,ломать себя не могу,девочки милые помогите хоть советом",,
Family&Relationships,, А что значит помогиет не сорваться? Он не в курсе что вы знаете. А вообще лучшей идеей считаю изменить в ответ....,,
Family&Relationships,, прости,,
Family&Relationships,, нужно поговорить открыто.. прощать такое я бы не стала.. это потом повторится!,,
Family&Relationships,,"Недавно произошла следующая ситуация: ехали в машине с друзьями, муж сел между мной и подругой, играла какая то музыка, и муж под ритм музыки начал хлопать подругу по коленке( не обращая на меня внимания), это продолжалось на протяжении всей песни, на что последовала от меня реакция: я дала ему пару подщечин. Когда начали разбирать эту ситуацию с мужем он сказал, что я не одыкватная,что в этом ни чего страшного нет. Может я правда отреагировала не правильно, как бы вы себя повели в такой ситуации?",,
Family&Relationships,," Во-первых, из вашего сообщения не понятно сколько вы знакомы с мужем, давно ли живете, а это к сожалению важная информация. Если вы женаты ( и знакомы) недавно, то рискну предположить, что он просто ""прощупывает почву"", что вы позволите с собой сделать, а что нет. У меня есть одна знакомая у которой муж еще будучи в роли жениха оттаскал ее за волосы и сказал, что всегда так будет делать, мол это в порядке вещей. Естественно она послала его куда подальше с такими порядками, но он потом извинился ( прошло достаточно много времени) и сказал, что больше так не будет. Она даже бегала к психологу консультироваться по его поведению, но тот прокомментировал его поведение, что это в порядке вещей: человек прощупывает, что ему дозволено, а что нет. Больше ее муж таких выходок себе не позволял, даже когда был сильно зол на свою вторую половину. Возможен конечно и такой вариант, что ваш муж просто бабник, или же вы относитесь к разряду истеричек (пощечины может и не надо было давать). Интересна реакция подруги на то, что муж ее подруги хлопал ее всю дорогу по коленке.",,
Family&Relationships,,"Изменяла бывшему мужу 4 раза. Первый раз в самом начале отношений, когда у нас еще не дошло до постели, я его не воспринимала серьезно, а он в разговоре обронил, что ни за что не стал бы заводить отношения с девственницей и ненавидит лишать девственности. В общем, я нашла себе более подходящую кандидатуру для первого секса, внимательного и опытного партнера, моего хорошего друга, с которым мы друг другу физически нравились и просто хорошо провели время. Второй и третий раз - когда заводила любовников, потому чтоон начал пить и уходить в запои, а я тянула все на себе, просыпалась в 4 на работу, заканчивала в 22 вторую работу, секса с ним у нас не было месяцами, вот я и находиласебе выходы. Про одного из любовников муж узнал (я разорвала отношения, съехала на съемную квартиру и сама рассказала). Потом я все это прекратила, с мужем помирились, он закодировался, попытались жить нормально, но он мне все время припоминал эту измену, и ни разу не сказал, что в чем-то вообще был виноват при нашем разрыве. Прошло 3 года, срок кодировки закончился, все началось по новой - алкоголь, пофигизм, отсутствие секса. Уехала в отпуск от проблем. Встретила на отдыхе мужчину, влюбилась, страсть, супер-секс. Вернулась с отдыха - запойный муж, пропитые все деньги семейные. Плюнула, развелась, продала машину, купила билет в один конец, вернулась продолжать свой курортный роман. В итоге живем вместе, тьфу-тьфу, строим планы на будущее, мужчина носит на руках меня, заботится, бережет. От мысли об измене ему меня физически тошнит, не хочу себе и представлять такого.",,
Family&Relationships,, Вот и правильно. Плюнулаи развелась. И все теперь будет у вас хорошо.,,
Family&Relationships,, Ну это конечно плохо,,
Family&Relationships,, Что плохо? Что изменяла...ну да...плохо. А то что жизнь свою изменила - это хорошо.,,
Family&Relationships,," Не знаю что вы так долго тянули, давно надо было разводиться. Если мужчина пьёт, то уже вряд ли остановится, а алкоголь ещё никого до добра не доводил. Но зачем было изменять, прятаться, если можно закончить одни отношения, и начать другие нормальные.",,
Family&Relationships,," ну свое счастье нашли. Теперь смотрите, чтобы вот такая обиженка под него не попалась. Ибо жизнь - всегда бумеранг((",,
Family&Relationships,, Бывает и хороший конец у курортных романов.,,
Family&Relationships,," Не понятно, зачем было сразу бежать налево. А поговорить сесть нельзя было? Или вы ТАК решаете проблемы.",,
Family&Relationships,," Если в 4 вставала, в 22 работу заканчивала, разв тут до секса вообще?Я работу заканчиваю в 23-24 (совместно с домашней конечно), а встаю в 6 утра.Пока в субботу не отосплюсь, мне чес слово не до чего и не до секса в том числе.",,
Family&Relationships,," Я считаю если вы состоите в отношениях и изменяете. То вы просто Шлюха, вот и все.",,
Family&Relationships,, зачем тогда в таких отношениях состоять??выгода?,,
Family&Relationships,, Вы еще долго продержались. Я бы лапки быстро опустила и ушла от такого мужа,,
Family&Relationships,,"Я считаю, что люди изначально полигамны. Моногамия нам навязана обществом и по сути идет против нашей природы. Причем это равно как для мужчин, так и для женщин.",,
Family&Relationships,," С одной стороны я согласна, но вот моногамия заставляет создавать семьи и заботиться друг о друге. Без этого жить сложно.",,
Family&Relationships,," Соглашусь, просто кто-то себя ограничивает, а кто-то нет.",,
Family&Relationships,, Возможно так и есть,,
Family&Relationships,," Отговорка тех, кто не способен сохранять верность. Это был зов природы. Мне такие взгляды кажутся смешными.",,
Family&Relationships,," Ну а как же обычно говорят, что мужчины полигамны, а женщины моногамны. Поэтому и изменяют чаще именно мужчины. И типа считается, что их за полигамность надо прощать.",,
Family&Relationships,," Для женщин меньше, как правило. Очень мало женщин есть, которые за свою жизнь любили многих мужчин. А вот таких мужчин очень великое множество.",,
Family&Relationships,," Уверена, что да. И при этом и мужчины и женщины. Просто не все на столько смелые что бы изменять. Мужчины более готовы к изменам и даже называют это полигамностью.",,
Family&Relationships,, Женщина не может быть полигамна - это закон природы и стаи - она мать и моногамна. Поэтому - то что это отговорка - соглашусь,,
Family&Relationships,," если тянет налево, это не полигамия, это отсутствие чувств к партнеру",,
Family&Relationships,, Согласна на 1%,,
Family&Relationships,," Да, если любишь, то никто больше не нужен.",,
Family&Relationships,," люди, полигамны, а вот семья моногамна. если вам нужна семья-то полигамию на свалку истории, и живите семьей.а если цель полигамия-ну никто вас не держит.",,
Family&Relationships,,"Мне 4 лет, брак с мужемв процессе развода по моей инициативе, мы с мужем вместе 2 лет прожили, у нас семеро малолетних детей,муж последних 2-3 года каким то монстром стал, из за переписки в соцсетях, я не скрываю у меня было пару развиртуального романа, услышав красивых ласковых слов отступилась, после этих переписки он стал ревновать, следитза мной, он почему то думает что я его и детей предала и я на передок слаба, настойчиво хотел что бы я соцсетине заходила, начал ограничивать мою свободу, мол занимайся с детьми и домашними делами, довел до того что 3 месяцатому назад собралась уехать с кем последнее время переписывалась, 24летнему принцу-козлу на белом мерседесе, который обещалприехать за мной но не приехал, видимо козла-принца белый мерседес сломался и он пешком топает. Дочка как узналао разводе и моих интернет романах, меня обозвала проституткой,сын косо смотрит, даже намекнул чтобы я ушла из дому. Девчонки помогите советами.",,
Family&Relationships,, Измена начинается в голове а не в постеле ,,
Family&Relationships,," Да, жалко мужика.Но вот ваш ветер в голове мягко говоря непонятен.24 летний принц, что ему от вас могло нужно вообще было?",,
Family&Relationships,,"Здравствуйте,прошу вас подсказать мне как поступить,т.к. эмоции преобладают над разумом. Дело в том,что по делам залезла в ноутбук мужа,с его разрешения,сделав свои дела увидела среди папок на рабочем столе папку с названием фото с телефона,решила пролистать,все стандартно,ничего особенного,он сам,фото нашего сына , фото с моря , затем полуголой девицы , ее задницы ну не одно короче случайное фото , сначала думала картинка какая-то,затем вижу , что это все в нашей спальне , на нашей кровати , на моем любимом постельном белье..Дело в том , что мы в разводе , но снова вместе , фото сделано в тот момент , когда мы не жили вместе , но еще не развелись. И сейчас мне противно смотреть на эту кровать , сразу представляю эту.. все возмущение вызвано еще тем, что он сказал , что у него было пару раз , но говорил , что эту грязь в дом не носил , только не домой , а тут выходит все наоборот , сейчас я в расстерянности , хочется снова минимум вещей собрать и уйти , но что из этого выйдет..я не знаю , обидно и противно",,
Family&Relationships,," Если это было в период расставания, то это не измена. Но то, что противно - это можно понять. Мудро поступить - это поговорить с мужем и сказать о своих чувствах. Может быть поменять белье, выкинуть старое. С диваном сложнее, но и время тоже лечит.",,
Family&Relationships,," Ну да... это не была измена. А вы не встречались с другим мужчиной во время расставания? Если бы встречались, то восприняли бы эту ситуацию намного проще. Мужчине же нужен секс. Это просто физиология.",,
Family&Relationships,," С одной стороны - а что вы ждали? Он в разводе, почти, одинок)) ему надо чтобы кто-то его утешил.. Вот и результат. С другой тороны - зачем фотать это все? Зачем домой приводить? на свою постель?? Вообщем - поговорите, обговорите все - но спокойно. и Белье пусть сам выбрасывает и новое покупает. Но я соглашусь - что это мерзко..",,
Family&Relationships,," Вас прекрасно можно понять! У любого человека подобно вызвало бы отвращение. Что делать в таком случае? Молчать? ну уж нет, обида никуда не денется, проблема решена не будет, отношения при таких обстоятельствах не наладишь. Действительно стоит обговорить, но стараться как можно спокойнее. Наверно стоит начать с того, что Вы его понимаете, вы разошлись и каждый начал жить свободной жизнью....но....скажите что наткнулись на фото. .1. самое больное это то что в ваш домпривели другую. 2. вам соврали по этому поводу. причины в принципе ясны, если человек хочет наладить отношения, подобные признания будут играть не в пользу укрепления отношений...попробуйте совместно договориться о путях решения сложившейся ситуации (именно совместно, инициатива должна исходить не только от вас и не в качестве ультиматума): например с сегодняшнего дня забываем всю эту грязь, удаляем подобные фото, делаем ремонт в комнате (или даже в квартире), меняем обстановку (одним постельным бельем вряд ли можно обойтись), жжем простыни и т.д., какими любимыми они являются (уж если отношения дороже). Как-то так... ваше прибывание в квартире должно быть комфортным для вас, постоянные напоминания о том, что было не сыграют в положительную сторону. Искренне желаю удачи!!! по возможности отпишись что да как складывается. еще раз удачи!",,
Family&Relationships,," Вас прекрасно можно понять! У любого человека подобное вызвало бы отвращение. Что делать в таком случае? Молчать? ну уж нет, обида никуда не денется, проблема решена не будет, отношения при таких обстоятельствах не наладишь. Действительно стоит обговорить, но стараться как можно спокойнее. Наверно стоит начать с того, что Вы его понимаете, вы разошлись и каждый начал жить свободной жизнью....но....скажите что наткнулись на фото. .1. самое больное это то что в ваш домпривели другую. 2. вам соврали по этому поводу. причины в принципе ясны, если человек хочет наладить отношения, подобные признания будут играть не в пользу укрепления отношений...попробуйте совместно договориться о путях решения сложившейся ситуации (именно совместно, инициатива должна исходить не только от вас и не в качестве ультиматума): например с сегодняшнего дня забываем всю эту грязь, удаляем подобные фото, делаем ремонт в комнате (или даже в квартире), меняем обстановку (одним постельным бельем вряд ли можно обойтись), жжем простыни и т.д., какими любимыми они являются (уж если отношения дороже). Как-то так... ваше прибывание в квартире должно быть комфортным для вас, постоянные напоминания о том, что было не сыграют в положительную сторону. Искренне желаю удачи!!! по возможности отпишись что да как складывается. еще раз удачи!Изменено 16 июл 216 пользователем vikoi125",,
Family&Relationships,," Вот. Согласна. Какая же это измена? Расстались, каждый вправе найти себе партнера. Снова вместе. То что бы было у него и у Вас во время расставания - забудьте.",,
Family&Relationships,," Обидно конечно, но это же было когда расстались, если не можете это принять, то, уходите, а может это и к лучшему, он понял, что лучше вас нет. Поменяйте кровать. И удалите все фото.",,
Family&Relationships,," Я вас прекрасно понимаю....приятного мало. Но вам нужно решить, как с этим дальше жить. Если не можете простить, то будете мучатся изо дня в день глядя на него.",,
Family&Relationships,, Скорее всего это измена.,,
Family&Relationships,," Приятного мало. Если не можете это нормально воспринимать, это тоже понятно. Но жизнь, такая. И мне кажется это не измена. Но то, что это на вашей кровати - это очень неприятно. А какие советы можно дать. Каждый человек сам вершитсвою судьбу. Сможете забыть - живите дальше с этим мужчиной. А если нет сил, то забыть и убрать из жизни.",,
Family&Relationships,," Ну во-первых, нужно для себя определиться любите ли вы своего мужчину и вообще чего хотите, а может даже и расстаться. Если ваш вариант первый, то тогда нельзя опускать руки, а надо бороться например при помощи тех же врачей сексологов. Если же ваш вариант второй, то тогда руки в ноги - и вперёд на встречу новой жизни и отношениям. Главное не замыкаться и не дать мужчине полностью вас дезориентировать ....",,
Family&Relationships,, Ну стоит делать выводы если он без вас сразу к другим метался.. ничего хорошего в дальнейшем не ждите,,
Family&Relationships,," Это печально очень, когда близкие нагло врут.",,
Family&Relationships,,"Здравствуйте девочки! Душа разрывается в клочья, не могу поверить что такое могло случиться в нашей с женой семейной жизни, вот решил поделиться своей проблемой именно с женским полом, в надежде разобраться, возможно найти правильное решение ситуации. Начну по порядку: с женой мы знакомы 9 лет (ей-29, мне-32), в браке 6, есть дочь 3-х лет; она работает врачом в районной больнице, 5 км от города; добирается на общественном транспорте до работы, иногда с коллегами (своего авто у нее нет, боится садиться за руль), добиралась обратно так же, иногда ее забирал я, но последние пару месяцев из-за ремонта в новой квартире, у меня не получалось за ней приезжать. Месяц назад я случайно заметил свою жену за перепиской в Вайбере (который она установила пару дней назад) с другим человеком мужского пола. Как оказалось им был нач. ахо той самой црб, в которой работает моя жена. Вела она себя при общении странно, то уходила в другую комнату, при этом присутствовала какая то суета в ее поведении, лежа уже вместе в кровати, переписка продолжалась, было видно как она то покраснеет, то резко вскочив, садилась на другой край кровати и что то писала, потом с демонстративными слова «Надоели все писать, ложимся спать», положила телефон (как позже выяснилось, на этом не остановилось, в течении еще часа были отправлены 4и смс в его адрес уже на мобил.), я все это время наблюдал, не предпринимая каких-либо действий, решил дождаться пока она уснет, прочитать мемуары, но Увы, все было удалено. На следующий день соответственно был скандал. Оба были на работе, выяснение велось через смс, т.к. не хотел с ней разговаривать. Сначала она меня уверяла - ничего плохого не было, просто общение (работа и т.д.), потом уже стало выясняться что он флиртовать с ней стал, смайлы - поцелуйчики слать; почему не послала его?, ответила мол я растерялась, туда-сюда, человек интересный, я общалась с ним всего два дня, ни чего личного, с ним у нас ничего не было и не могло быть, я только вас с дочкой люблю, все в таком духе… Я немного расслабился, но… как говориться доверяй, но проверяй, через неделю накопал детализацию вызовов за месяц и…. мягко говоря акукошился… Это по вайберу она с ним два дня общалась, переписка с ним велась вечерами с начала месяца, по паре штук, видимо просила захватить ее по пути на работу, но чем дальше, тем больше, не ежедневно, но периодически, отдельными днями чуть ли не по сто штук, поэтому дорого стало смски слать, вот на вайбер и перешли (мое предположение). Самое хреновое, то что после первого скандала общение не прекратилось, только после того как я конкретно стал предъявлять – семья или развод, она удалила вайбер, какие любо контакты по телефону с ним прекратились. Она даже на иконе поклялась и перекрестилась, что у них ничего не было. Отношение ко мне стало лучше (говорит ты стал лучше, изменился после всего этого, я поняла что не разлюбил меня). Вот и живу я последнее время в какой то пустоте, не могу забыть, то ли верить ей , то ли нет… Внутреннее чувство подсказывает, что не все так просто, и возможно была физическая измена… Может кто то поможет разобраться?!",,
Family&Relationships,," может быть, она просто пытается вас заинтриговать, чтобы вызвать в вас былую страсть и т.п.",,
Family&Relationships,," Ну если на иконе поклялась, то не думаю, что что-то было. Не рискнет верующий человек клясться на иконе, даже если было хоть что-то... Всякое бывает в жизни. Я советую просто отпустить ситуацию. Это будет не только вам уроком, но и ей тоже.",,
Family&Relationships,," Хочу в это верить. Но как бы не началось все это снова (об этомговорит тот факт, что она не прекратила с ним общаться после первого скандала)",,
Family&Relationships,," А есть вариант поменять работу? Просто чтобы они не могли физически видеться? Действовать по принципу ""С глаз долой - из сердца вон""? Если с работой туго, тогда даже не знаю что посоветовать.",,
Family&Relationships,, Думаете что все таки что то было?,,
Family&Relationships,," Мне кажется, что ничего не было, но лучше реально увезти жену оттуда, чтобы ничего не случилось в будущем. Я вот не настолько измены боюсь, насколько того, что муж может в кого-то влюбиться и сказать, что он уходит.",,
Family&Relationships,," Если поклялась на Библии, то не думаю, что что-то было. Хотя смотря насколько ваша жена верующая. Но на вашем месте я бы все же периодически проверяла телефон.",,
Family&Relationships,," Нда... неприятная ситуация. Я даже не представляю что бы со мной было, если бы я увидела, что мой муж стирает смс-ки или пишет кому-то что-то в ночи или уходит поговорить в другую сторону. Терпения вам!",,
Family&Relationships,," Автор здесь появляется? Были какие-то еще предпосылки для того, чтобы подозревать жену и дальше? Или все у вас наладилось и все хорошо? Интересно.",,
Family&Relationships,," Да уж...неприятно конечно....Но сами подумайте, если за 9 лет ваших отношений это впервые, то что-то пошло не так? Попробуйте задуматься о своем поведении. Конечно вы сейчас всё с одной стороны выставили..но значит не идеально всё, раз она ищет общение на стороне. Подумайте что вы ей не даёте.",,
Family&Relationships,," Если окажется, что измена всё-таки была и я, узнав о ней, тотчас не упаду и не умру, то мужчин у меня больше не будет, потому что лучше него для меня никого быть не может. Ориентацию сменю. Пусть меня научат.",,
Family&Relationships,, не пойман - не вор. а своими подозрениями можно и семьи лишиться. Вот если 1% будет у вас доказательства - тогда да..,,
Family&Relationships,,"Как вы относитесь к свободным отношениям? Когда люди вроде как и встречаются, но при это спят с другими. Это нормально?",,
Family&Relationships,," Мне кажется, если спать со всеми подряд, то это не отношения. По сути их нет ни с кем. Вы просто, так сказать, тоже дружите, но с сексом.",,
Family&Relationships,, Есть слово нецензурное для определения таких отношений.,,
Family&Relationships,," Нет я не считаю это нормальным. Мира, полностью с вами согласна",,
Family&Relationships,," Я думаю, что это нормально, когда в паре нет любви, но им по какой-то причине удобно жить вместе. Может квартиру снимают вместе и периодически спят друг с другом, когда с другими нет вариантов. А если есть любовь, то нет. Никаких свободных отношений!",,
Family&Relationships,," Наверное соглашусь с Зазнобой. Если нет любви, то можно и на сторону ходить. Любящие люди будут ревностно относиться друг к другу и не позволят подобных похождений.",,
Family&Relationships,," Одни мои знакомые практиковали подобные отношения, но они быстренько разбежались. Началась ревность, обвинения в... (ну вы поняли). И пара распалась.",,
Family&Relationships,," Пусть кто хочет, тот занимается этими свободными отношениями. Это не для меня и мне подобное противно и не интересно. Но я не должна никому диктовать свои условия.",,
Family&Relationships,," Для себя не приемлю такого рода отношения. Не вижу смысла быть с кем-то как бы в постоянных отношениях, но разгуливать со всеми подряд на право и налево.Эту формулировку придумали люди, которые не готовы жить нормальной семейной жизнью в обычном её понимании. Поэтому они прикрываются как бы постоянными отношениями, но при этом не чувствуют себя обремененными обязательствами и ответственностью .",,
Family&Relationships,, это не нормально. и ничего хорошего в этом не вижу. Тогда нет смысла быть вместе.,,
Family&Relationships,,"В принципе не считаю это изменой, но мне до ужаса нравится флиртовать с другими мужчинами, нравится внимание с их стороны. Можно ли считать это чем-то недопустимым, если у меня есть молодой человек?",,
Family&Relationships,," Не считаю это чем-то из ряду вон выходящим. Многим девушкам нравится просто быть в центре внимания, там мы удовлетворяем свое эго. Все нормально, если дальше флирта у вас ничего не заходит.",,
Family&Relationships,, ага.,,
Family&Relationships,, Главное за рамки приличия не переходить.,,
Family&Relationships,, Конечно можно. Сами посудите если бы ваш МЧ так себя вел. Неприятности могут быть в семье из за этого,,
Family&Relationships,," Ответ прост: поставьте себя на место своего мч и представьте, то он флиртует со всеми подряд. Приемлемо? Если да, то продолжайте, но помните понятие о морали у каждого свое. На мой взгляд, вы еще не нагулялись, рядом с действительно вашим мужчиной смотреть ни на кого не захочется.",,
