topic,text,times,users,quote
Job,А что за операторы сидят в медицинских клиниках коллцентре? которые хотят чтоб все лечились молитвами," 05 апреля, 15:22 ", Автор ,
Job,Вопрос из цикла - а что за кошки бегают с шестью лапами? (Весна. У психов обострение)," 05 апреля, 15:25 ", Гость ,
Job,"Автор, че в дурке санитары опять в запое? Ты до их телефона добралась"," 05 апреля, 15:39 ", Гость ,
Job,"Женщина, иди к психиатру и срочно. У тебя чердак протекает!"," 05 апреля, 16:42 ", Автор ,
Job,"Добрый день всем, может есть тут знающие люди. Начальник вынуждал уволиться по собственному желанию (нужно это ему для сокращения расходов компании). Я отказалась и сказала, чтоб сокращал. Тут началась война. Он сказал, что сокращения не будет, только по собственному или по статье, которую он придумает. Завтра он обещает выпустить приказ об увольнении по статье якобы воровство без процедуры и без суда. Т.к., мною хищений совершено не было, да и в целом должна проводиться специальная процедура для увольнения по этой статье, я естественно пойду подавать заявление в суд и пойду в трудовую инспекцию. Вопрос такой. Заранее зная, что суд я выиграю, хотелось бы задать вопрос: могу ли официально устроиться на другую работу и работать во время судебных разбирательств и заплатит ли мне бывший работодатель за вынужденные прогулы за время судебных разбирательств. Это сто процентов работает, если ты не работаешь, но вот вопрос, если я буду работать, то выплатят ли мне эти деньги?"," 05 апреля, 14:43 ", Автор ,
Job,"""Заранее зная, что суд я выиграю...""Не говори гоп."," 05 апреля, 15:16 ", 🤔 Последняя инстанция ,
Job,Придите к соглашению и оформляйте увольнение по соглашению сторон.," 05 апреля, 15:50 ", Гость ,
Job,"так если ты просишь восстановить тебя на работе, после решения суда ты должна будешь выйти на эту работуведь твоя цель увольнение по сокращению"," 05 апреля, 18:26 ", Гость ,
Job,"Я вот чего понять не могу, зачем вы вцепились за эту работу? ЛУчше по собственному с отработкой или по соглашению двух сторон тем же днём когда написали заявление. Зачем вам статья в трудовой? не понятно. За справедливость? Ну вам прямым текстом сказали вас видеть больше в компании не хотят, мол уходите подобру-поздорову. Вот только если они реально вам статью впаяют, будет сложно найти следующую работу и объяснять каждому что чёрное это белое и вы тут не при чём это мол начальник был идиот...да и любое слово сказанное на собеседовании против предыдущего начальника ставит сразу вас под вопрос ""а зачем такой нам сотрудник, он в случае увольнения точно так же начнёт и нас грязью поливать"", геморрой. ""Заранее зная, что суд я выиграю, хотелось бы задать вопрос: могу ли официально устроиться на другую работу и работать во время судебных разбирательств и заплатит ли мне бывший работодатель за вынужденные прогулы за время судебных разбирательств. Это сто процентов работает, если ты не работаешь, но вот вопрос, если я буду работать, то выплатят ли мне эти деньги?""Смотря на сколько затянется судебное разбирательство. Вы не можете точно знать что выиграете, особенно если компания наймёт хорошего адвоката, либо вас сделают виновной (могут подставить) либо они будут с вами договариваться полюбовно. Найти причину увольнения можно не обязательно в воровстве, а донимать вас на работе постоянно, вы только будете друг другу нервы портить. Начальник вам, а вы ему. Работодатель может спокойно выплатить только официальную часть зарплаты и найти миллион нарушений в вашей работе, где часть вашей зарплаты может кануть в лету. Если это из-за повышенного чувства справедливости, то вопрос сколько вы готовы потратить усилий и стоят ли они того результата который вы в итоге получите?Война - бессмысленна, победивших в ней нет, есть только проигравшие."," 05 апреля, 18:47 ", Тина ,
Job,Выплатят!," 05 апреля, 19:29 ", Василий ,
Job,"Накипело! Каждый день в разделе #Работа появляются темы с вопросом ""Кем работать на фрилансе?"", ""Где заработать в интернете?"". Будто от советчиков ожидается, что они Ванги, и могут с 3-х нот отгадать, кем уже сейчас работает автор темы, в чем его сильные стороны, какое у него образование. Отвечу сразу всем, кто задаёт вопрос про фриланс так, будто с него берут плату за каждую букву. Считаю, что лично вам не стоит работать фрилансером в интернете. Это будет бесполезная трата ваших сил. Как вы будете ежедневно выполнять сложные письменные работы? Как вы будете продвигаться с помощью текстов? Как вы будете с помощью текстов откликаться на вакансии и вести переговоры о продаже своих услуг? Любая профессия, выполняемая в интернете, так или иначе завязана на текстах. Если вы копирайтер, то вся ваша работа это сплошные тексты. Если вы дизайнер или таргетолог, то ваше продвижение, поиск клиентов, коммуникация с ними - это тексты.Фриланс в интернете, если вы хотите нормальных денег, нужно искать тем, кто умеет развернуто доносить свою мысль в письменной форме. А не задаёт вопросы их 3-х слов, будто экономя слова и информацию о себе. Это настоящая загадка, почему вопросы про фриланс сформированы так, будто на фрилансе есть всего 3 вида работы, и все они не требуют специальных компетенций?"," 05 апреля, 11:51 ", Автор ,
Job,"Автор, у меня такие же эмоции)) удивляет наивность ""посоветуйте фриланс"")) как будто там любой дурак с улицы без каких-либо умений может взять и заработать, не выходя из дома 😂"," 05 апреля, 12:07 ", Вау🐈 ,
Job,"Да можно начинать и без умений, но хоть сферу своих интересов бы обозначали! Что с того, что я посоветую какую-то сложную работу, на которой надо учиться и опыт нарабатывать годами? Все же одновременно с пустым вопросом ещё и нормальных денег хотят. Конспираторы."," 05 апреля, 12:10 ", Гость ,"Автор, у меня такие же эмоции)) удивляет наивность ""посоветуйте фриланс"")) как будто там любой дурак с улицы без каких-либо умений может взять и заработать, не выходя из дома 😂"
Job,"Дададада!!! Ещё вытягивать надо с них ""а что вы умеете, что хотите""?"," 05 апреля, 12:12 ", Вау🐈 ,"Да можно начинать и без умений, но хоть сферу своих интересов бы обозначали! Что с того, что я посоветую какую-то сложную работу, на которой надо учиться и опыт нарабатывать годами? Все же одновременно с пустым вопросом ещё и нормальных денег хотят. Конспираторы."
Job,"Причём жалостливо так ""Спасите люди добрые, срочно нужна работа!!!"". Но что я умею, я никому не скажу, и отвечать на вопросы не буду."," 05 апреля, 12:19 ", Гость ,"Дададада!!! Ещё вытягивать надо с них ""а что вы умеете, что хотите""?"
Job,"Я в какой-то такой теме так и написала, меня закритиковали))"," 05 апреля, 12:21 ", Вау🐈 ,"Причём жалостливо так ""Спасите люди добрые, срочно нужна работа!!!"". Но что я умею, я никому не скажу, и отвечать на вопросы не буду."
Job,"Есть основная работа , стабильная но морально устала за два года. Отучилась на реснички) делаю периодически по 2/3 человека в неделю. Думаю уйти в эту сферу, но переживаю за то, что могу прогореть, в плане - клиентов не будет… Как будто какой то стоп внутри, как убрать эти зажимы ? #работа"," 05 апреля, 11:11 ", gelsomina ,
Job,"Если оформите страничку в соц сети красиво и будете туда постить постоянно фото с записями, если будете визитки раздавать на повторное бесплатное посещение, если студия будет прилично и красиво выглядеть, то все пойдёт нормально"," 05 апреля, 11:28 ", SosaDelavosa ,
Job,"Пока не попробуешь - не узнаешь. Но я думаю у тебя все получится.Уютная атмосфера которую ты создашь вокруг себя, твоя энергия которой ты будешь заряжать своих клиенток, в общении с тобой, то с каким трепетом ты будешь относится к работе."," 05 апреля, 11:29 ", Гость ,
Job,"Да, это только подработка."," 05 апреля, 19:31 ", Василий ,
Job,"Здравствуйте, во время практики , мне сказали решить куда Я пойду кондитером или поваром , но я ещё учусь , что делать? Ваше мнение."," 05 апреля, 09:53 ", Автор ,
Job,У вас своего нет мнения на этот счёт? Решайте сами. Выделите все плюсы и минусы вашего направления. Куда вас больше всего тянет туда и стремитесь.," 05 апреля, 10:08 ", Гость ,
Job,"На ассенизатора идите, блин!"," 05 апреля, 10:13 ", Василий ,
Job,"Лучше поваром там огромное сочетание вкусов можно найти, но кондитер тоже хорошо если вас тянет на произведение искусства) есть в интернете один парень, он кондитер и делает шедевры реальные Amaury Guichon посмотрите какой результат у него канал на ютубе точно есть. Это если кондитер) А поваров море) Смотря что вы хотите, если работать по профессии в своём городе посмотрите сначала вакансии, а потом определяйтесь. Плюс кондитера можно делать заказы на дому) Ну а повар это работа от 12-14 часов на ногах)"," 05 апреля, 10:33 ", Тина ,
Job,Что они делают в магазине," 05 апреля, 08:52 ", Автор ,
Job,продают и собирают ящетаю," 05 апреля, 09:05 ", марсианин ,
Job,"обратная последовательность, думаюгде то насобирают, а потом продают..грибы может"," 05 апреля, 09:08 ", Захария ,продают и собирают ящетаю
Job,"если было бы так, то должность бы называлась сборщик-продавец. нет, вряд ли"," 05 апреля, 09:19 ", марсианин ,"обратная последовательность, думаюгде то насобирают, а потом продают..грибы может"
Job,ваша правда," 05 апреля, 09:22 ", Захария ,"если было бы так, то должность бы называлась сборщик-продавец. нет, вряд ли"
Job,Собирают и продают как бы.," 05 апреля, 11:40 ", Гость ,
Job,"Кем можно работать на удаленке сейчас, чтобы гибкий график или вечерний-ночной, не с утра? С достаточной оплатой и минимумом ответственности."," 05 апреля, 07:02 ", Надя ,
Job,"Перевожу:Как можно ничего не делать, чтобы вокруг все виноваты и должны? Я баба наглая феминистка, мне все должны и хочу кайфовать, а вы все недостойные меня."," 05 апреля, 08:06 ", Гость ,
Job,"Ничего подобного. Просто хочется обеспечивать себя, не упахиваясь и не терпеть неудобный моим биоритмам график. Мне никто не должен, наоборот, женщине нужно работать, чтобы не пришлось искать мужчину для отношений."," 05 апреля, 08:15 ", Надя ,"Перевожу:Как можно ничего не делать, чтобы вокруг все виноваты и должны? Я баба наглая феминистка, мне все должны и хочу кайфовать, а вы все недостойные меня."
Job,"я-переводчик, работаю, когда хочу и из дома. Зарплата выше средней и далее, зависит от объема заказов. Но у меня квалификация и вышка в моей области. ответственность большая - документы, но работа без людей напрямую."," 05 апреля, 10:10 ", Гость ,
Job,Ничего нет. успокойтесь.," 05 апреля, 10:14 ", Василий ,
Job,"Кем угодно. Раз вы не пишете, кем работаете сейчас, каковы ваши сильные стороны и образование, то вам подойдёт любая работа. Отвечаю сообразно вашему вопросу."," 05 апреля, 11:07 ", Гость ,
Job,"Здравствуйте. Мне 21 год и я неудачница. Получила образование в пту, которое мне не сдалось, работала за маленькую зп в сфере обслуживания. Есть проблемы со здоровьем, много лишнего веса. Мне жалко мою маму, ведь я до сих пор не понимаю что мне делать в жизни. Есть только мечта - стать музыкантом. Я человек творческий и только недавно поняла, кем хочу стать когда вырасту)) но это кажется нереальным, хотя на инструменте уже научилась играть и даже выступала на улице, могу заработать тысячу рублей за пару часов. Это единственное что мне интересно. А работа в условной пятерочке вызывает у меня тревогу и это ад для меня. Кажется, что у меня нет будущего, ведь у моей мечты очень мало шансов и я каждый день тревожусь. Страшно, что не получится, но еще страшнее - работать там, где ненавидишь. Друзья поддерживают в начинаниях, а я в себя не верю - в школе затравили. Стоит ли пытаться реализоваться? #нуженсовет"," 05 апреля, 00:03 ", Элли ,
Job,"Что вы ждете, чтобы мы написали? ""Нет, сидите на кассе до конца ваших дней за 15 тысяч в месяц""?Вам 21, пробуйте, работайте, не получится - начинайте заново, вся жизнь впереди"," 05 апреля, 00:14 ", Гость ,
Job,"ты сначала хоть 5 кг скинь, реализунья"," 05 апреля, 00:20 ", Гость ,
Job,"Конечно стОит!Сейчас все вообще в твоих руках: ютуб, тик-ток и всякие соц.сети. Для творчества все есть. Если ты действительно хочешь этим заниматься - действуй!"," 05 апреля, 00:26 ", Я ,
Job,"А кто в 21 чего-то достиг? Не сравнивай свое начало с чьей-то серединой.И не сравнивай себя с другими, у кого есть то, чего у тебя не было. Родительских денег, родительской поддержки и тд. Знай свое дело, сравнивай только себя с собой вчерашней, и думай, что ты можешь сделать сегодня, чтобы завтра ты отличалась от себя сегодняшней. Твое состояние в 21 нормально, главное, использовать неудовольствие собой не как что-то тебя угнетающее, а как что-то мотивирующее. Да, ты пока чего-то не умеешь и не знаешь, но ты узнаешь и научишься. Сделай себе план и двигайся к цели. Потребуется время, возможно, лет 10. Но тебе через 10 лет будет всего 31, а ты уже будешь тем, кем хотела быть."," 05 апреля, 00:41 ", Гость ,
Job,это твоя жизнь. ты главная. не мы.," 05 апреля, 00:50 ", ахкакаяпьянаякакаяпьянаямнебтаку ,
Job,"В моей жизни было много собеседований, сменила несколько работ. Сейчас опять в поиске. Но по собеседованиям на время перестала ходить и резюме скрыла. Потому что не понимаю что за дичь сейчас происходит во-первых, с самим отбором (просмотр резюме, откликаешься на вакансию а тебе не перезванивают или наоборот звонят, но твой опыт не подходит и это выясняется в процессе разговора), во-вторых если тебя все-таки пригласили на собеседование (какой-то сюр с фокусниками или же что этапов и в итоге мы вам перезвоним). Кто часто ходит по собеседованиям и потом еще перебирает варианты куда лучше пойти работать расскажите плиз, что пишите в резюме, как отвечаете на звонки, как добиваетесь чтоб вас позвали на собеседование, и как на этом собеседовании себя ведение чтоб в итоге работу получить. Спрашиваю, потому что сейчас складывается такое ощущение, что надо с порога кидаться в ноги эйчару и умолять чтоб тебя позвали на второй этап, а там уже умолять начальника, чтоб он остановил свой выбор на мне. Как быть?#собеседование #работа"," 04 апреля, 23:10 ", Автор ,
Job,"сколько слов - и ни слова по сути. Как-то неудивительно, что не зовут, явно переквалифицированная с таким-то умищем."," 04 апреля, 23:25 ", Гость ,
Job,"Какая суть вам нужна? Вопрос самый обычный: люди, которые успешно проходят собеседования, поделитесь опытом: что пишете в резюме и как себя ведете на собеседованиях?"," 04 апреля, 23:29 ", Автор ,"сколько слов - и ни слова по сути. Как-то неудивительно, что не зовут, явно переквалифицированная с таким-то умищем."
Job,Профессия? Образование? Опыт? Возраст? Город? Наличие детей?," 04 апреля, 23:31 ", Гость ,"Какая суть вам нужна? Вопрос самый обычный: люди, которые успешно проходят собеседования, поделитесь опытом: что пишете в резюме и как себя ведете на собеседованиях?"
Job,"Город-миллионник, детей нет и не планирую, образование высшее экономическое, опыт работы 10 лет. Работала в банковской сфере (не продажи), перешла в другую сферу экономистом (крупное предприятие, работала в сфере зарплаты, взаимодействие с ФСС по всем выплатам, работа с сотрудниками). Так как предприятия были крупные, то опыт работы у меня не обширный. Знаю много чего, функционал был расширенный, но не такой что ты специалист в одном лице. А сейчас куда бы ты не пришла везде нужен кадровик-бухгалтер-экономист-офисменеджер с опытом работы от 3 лет во всех сферах. Это бред!!!"," 04 апреля, 23:41 ", Автор ,Профессия? Образование? Опыт? Возраст? Город? Наличие детей?
Job,"Автор, дело не в Вас, я сама сейчас в поиске, сфера строительства, такого ужаса, который происходит сейчас на рынке труда я не видела очень давно...Про поклонение HR это вообще смех, конечно. Как я не люблю их, ну вот я 6 лет получала высшее техническое образование, работала дольше, чем эта девочка училась, а она вчера выпустилась, при этом ничерта не понимая в строительстве и с интонациями человека, делающего мне одолжение, задает свои детские ""психологические"" вопросы...какой ужас... что-то должно поменяться во всех этих процессах, иначе мы в пути к бездне"," 04 апреля, 23:59 ", Гость ,
Job,"Всем привет!Работаю репетитором по английскому языку вот уже 6 лет, и в общем и целом своё дело люблю. Каждый день по 3-4 урока. Главный минус- нестабильность. Праздники/каникулы - я в минусе. Но и вижу в этом тоже некий плюс. Хоть и в минусе, но отдыхаю.Задумывалась о работе в школе, обсуждали с мужем. Послушала знакомых учителей, почитала отзывы, да и сама я знаю, что дело, можно сказать, неблагодарное.Но - официальное трудоустройство как никак.Не знаю..Репетиторы/ учителя, отпишитесь, как вам ваша работа и стОит ли что-то менять? Кто-то уже поменял ?почему ? #работа"," 04 апреля, 22:47 ", Dasha ,
Job,Не стоит идти работать в школу," 05 апреля, 00:04 ", Гость ,
Job,"В школе - увы, из-за бумажной работы, документации, бесконечных дерганий по поводу посещения митингов, концертов, сами понимаете, каких, из-за следования плану обучения (даже, если ученики не успевают осваивать материал), да и из-за низкой мотивации учащихся, выгорание неизбежно.Действительно, не стоит идти в обычную школу. Можете рассмотреть вариант с трудоустройством в какую-нибудь гимназию или лицей с углубленным изучением вашего предмета - бюрократические проблемы не исчезнут, но дети будут больше радовать своим прилежанием, да и зарплата больше у учиттеля в спецшколе, чем в СОШ.И еще вариант - преподавать на курсах в частной школе по подготовке к экзаменам. Но, если вы репетитор уже опытный, со своей базой учеников, то вам в принципе так невыгодно работать, курсы - это больше вариант для неопытных учителях, чтобы начать с чего-то."," 05 апреля, 07:01 ", Гость ,
Job,"Добрый день. Ситуация такая: у меня с работодателем заключён договор, в котором прописано, что рабочий день у меня с 8.00 до 21.00. С 12.00 до 13.00 перерыв. График 2/2. Я посчитала за месяц март у меня 180 часов отработано. По производственному календарю 175 часов. Считаются ли переработанные 5 часов переработанными и должны ли они оплачиваться как сверхурочные? Нам обычно никогда не платили их. У нас тупо оклад. #работа #финансы"," 04 апреля, 22:24 ", Автор ,
Job,"Обычно при таком графике устанавливается суммированный учет рабочего времени (поквартальный, полугодовой или годовой). Почитайте еще раз трудовой договор, там должно быть указано это. Тогда в каком-то месяце у вас будет переработка, в каком-то - недоработка, в сумме за квартал или полгода, например, нужно выйти на нужные часы. В таком случае переработка не оплачивается"," 04 апреля, 23:39 ", Гость ,
Job,снизился ли поток клиентов ? Кто работает в сфере красоты - ресницы / ногти / волосы / массажи / косметология снизился ли поток клиентов ? Или остаётся на том же уровне ? Сильно ли выросли цены на ваши услуги за год-два или остались на прежнем уровне ? #работа," 04 апреля, 21:07 ", Автор ,
Job,"Не в салоне работаю, но клиентов на депиляцию становится только больше, цены не повышаю"," 04 апреля, 21:35 ", Kukusik ,
Job,Все также осталось. Народу тьма," 04 апреля, 22:21 ", Гость ,
Job,"Сама не работаю в сфере услуг, но работает мама. Работает парикмахером, визажистом, она в этой сфере уже 21 год. Скажу так, если мастер профессионал своего дела, то спрос на него будет всегда. Помню во время карантина она была одной из немногих, кто работал, уходила на работу к 7ми утра и возвращалась в 22:00, собственно тогда по большей части она нас и содержала. Сейчас всё нормализовалось и спрос продолжается, так что если вы любите свою работу и выполняете её качественно, то клиенты будут всегда"," 05 апреля, 00:09 ", August ,
Job,"Все салоны красоты были закрыты, а она ходила? Это куда? Или вы не в России?. У нас тут всё закрыто было, ни за какие деньги не попасть ни в один салон было"," 05 апреля, 12:57 ", Гость ,"Сама не работаю в сфере услуг, но работает мама. Работает парикмахером, визажистом, она в этой сфере уже 21 год. Скажу так, если мастер профессионал своего дела, то спрос на него будет всегда. Помню во время карантина она была одной из немногих, кто работал, уходила на работу к 7ми утра и возвращалась в 22:00, собственно тогда по большей части она нас и содержала. Сейчас всё нормализовалось и спрос продолжается, так что если вы любите свою работу и выполняете её качественно, то клиенты будут всегда"
Job,"Подскажите может кто то знает , где заработать на дому через инет ? Или по выходным дням . Очень срочно нужно #финансы"," 04 апреля, 21:02 ", MAliNa ,
Job,"В пабликах ""подработка"", ""халтура"" поищи."," 04 апреля, 21:18 ", Гостья ,
Job,нигде. Сегодня Apple персонал сокращала. А на прошлой недели Google 12000 уволил," 05 апреля, 00:28 ", Гость ,
Job,"Успокойтесь. Ничего вы не заработаете, да ещё и быстро.Вам и предложить нечего. Вы ничего не знаете и не умеете."," 05 апреля, 10:18 ", Василий ,
Job,"На дому через инет быстро не заработаешь, проверяла, всякие сомнительные вакансии конечно можно найти, но это все шелуха. Я себе скачала приложение Ventra Go, мне подруга посоветовала - там и беру подработки, в основном сборщицей заказов, но бывают и другие. Там не обязательно полный день работать, можно и по выходным. И выплаты у них после смены день в день или на следующий день. Попробуйте."," 05 апреля, 13:26 ", Ева ,
Job,"Где где, в Караганде"," 05 апреля, 17:04 ", Злыдень😡 ,
Job,"Всем привет!В январе месяце устроилась на новую работу. На старой на меня постепенно, по чуть-чуть навешивали все новый и новый функционал, который не соответсвовал моей должности и когда его стало огромное количество-я пришла просить повышения зарплаты, но мне было отказано.На новой работе начальник моего отдела больше месяца назад сообщила о своем скором уходе и от вышестоящего начальства было ясно, что я расматриваюсь на ее замену и дальше тишина.Вот уже неделя как начальника отдела нет, со мной из вышестоящих никто не говорит и ничего не предлагает, но и со стороны никого не ищут....Сегодня позвонили из бухгалтерии, требуют выслать документы по нашему отделу. Я могла это сделать, но не собираюсь, потому что этим должен заниматься начальник отдела.Я отказалась и сообщила, что это не моя сфера отвественности (наступать на те же грабли я не собираюсь и взваливать на себя бесплатный дополнительный функционал не хочу).Подруги говорят пойти к вышестоящим и поставить вопрос напрямую, почему меня не повышают (или хотя бы спросить, кто сейчас заменяет мое начальство). Говорят, что если я этого не делаю, значит как будто закрываю глаза на проблему и веду себя как обиженный ребенок. (Типа раз со мной первые не заводят тему, то и я не буду, а-ля кто кого перемолчит).Но я считаю это унизительным, потому что будет выглядеть как будто я напрашиваюсь, а раз больше чем за месяц вышестоящие не обсудили со мной тему повышения в должности, значит и не заинтересованы, это очевидно (наверное).Но функционал начальства выполняться не будет. А сегодняшнее требование бухгалтерии по документам это ведь только начало.Что делать? #работа"," 04 апреля, 19:15 ", Автор ,
Job,"Вы сейчас ведете себя, как маленький ребенок. Что стыдного в том, чтобы напомнить про то, что они уже пообещали? Вам повышение надо, вам его обещали, но напрямую вы говорить не пойдете, так как ""ани перффые должны и ваапсче ой все"". Хотя как такого сотрудника повысить - понятия не имею... Вы ж все сделки пох**ите, потому что ""не хотят и не надо, ой, все"""," 04 апреля, 19:29 ", Гость ,
Job,"..... от вышестоящего начальства было ясно, что я расматриваюсь на ее замену ....а как это стало ясно то?"," 04 апреля, 19:37 ", Захария ,
Job,"Несколько раз про это пишет, надоело!"," 04 апреля, 19:38 ", Василий ,
Job,"Мне не обещали, в том то и дело, а лишь сообщили, что рассматривают.Вероятно, что раз к теме не вернулись, значит рассмотрение прошло не в пользу меня.Вопросы с моей стороны как будто излишни, разве нет? Вы это по-другому видите?(Сделки я не похерю, потому что сделки не совершаю, а принимаю совершенные сделки, занимюсь их обработкой и конечным закрытием)."," 04 апреля, 19:43 ", Гость ,"Вы сейчас ведете себя, как маленький ребенок. Что стыдного в том, чтобы напомнить про то, что они уже пообещали? Вам повышение надо, вам его обещали, но напрямую вы говорить не пойдете, так как ""ани перффые должны и ваапсче ой все"". Хотя как такого сотрудника повысить - понятия не имею... Вы ж все сделки пох**ите, потому что ""не хотят и не надо, ой, все"""
Job,"Ну, было сказано ими же мне же"," 04 апреля, 19:45 ", Гость ,"..... от вышестоящего начальства было ясно, что я расматриваюсь на ее замену ....а как это стало ясно то?"
Job,"или пойти на работу с меньшей ЗП .Подскажите, кто был в ситуации подобной. Долго не работала. Нашла работу у частника, на испытальном обещает минималку, затем зарплата увеличится, но как я понимаю премии там нет, потому что он сказал работа там даже не на весь день, хоть оформление на ставку. В тоже время предложили вернуться на старую работу, где точно гарантирован оклад чуть побольше,чем обещанная зп после испытательного срока + бывают премии, что в итоге получится точно больше,чем у частника, на 5000-7000 рублей и более. Чтобы вы выбрали? На старое место не хочется, но там гос контора и в любом случае все гарантировано. Про частника так не узнаешь пока не поработаешь, а решать надо уже. #работа #финансы"," 04 апреля, 19:15 ", Автор ,
Job,"На старую работу не хочу идти, потому что не работала после нее прилично и это видно по трудовой. В любом случае увидят и начнут обсуждать или спрашивать что делала и тп. Но в принципе работа та устраивала более-менее. А работа в частной конторе как кот в мешке"," 04 апреля, 19:21 ", Автор ,
Job,"У частника неизвестно,что будет, может плохо, а может и хорошо, но на старую больше не позвоут.я не могу принять решение."," 04 апреля, 19:21 ", Автор ,
Job,"Нафиг этот частник и низы. Лучше вернуться и работать нормально, продвигаться там по карьерной лестнице."," 04 апреля, 19:24 ", Гостья ,
Job,"Так если зовут то в чём проблема? Или есть другие причины, по которым не хотите туда возвращаться?"," 04 апреля, 19:29 ", kriko ,"На старую работу не хочу идти, потому что не работала после нее прилично и это видно по трудовой. В любом случае увидят и начнут обсуждать или спрашивать что делала и тп. Но в принципе работа та устраивала более-менее. А работа в частной конторе как кот в мешке"
