text,users,times,topic,quote
"Я тоже не хочу к нему идти , пропишет кучу таблеток и что дальше , я того же мнения , что депрессия это болезнь сознания , как вот есть допустим трезвость и не трезвость , вот эта депрессия мне кажется одно из видов изменённого сознания , откуда оно берётся я не понимаю , раз и оно есть .Если и идти то к психотерапевту или лучше к психологу с кем можно пообщаться и разъяснить по полочкам как почему и что делать . Но бывает просыпаешься и думаешь блин что мне делать весь день , зачем я живу, не самореализовалась лично я ещё в жизни , не могу себя найти.", Светлана ," 10 октября 2018, 01:25 ",Depression,"Психиатр выпишет таблетки...а это тупик. Они вам будут помогать только в первые месяцы, а потом ад снова начнется, и так будет длиться очень долго, пока вы не начнёте работать с подсознанием. Я болела 2 года, таблетки делали только хуже, так что совет сходить к психиатру - худший, который можно дать."
"Девочки кто хочет , с удовольствием пообщаюсь с вами в соц сетях ибо в вацапе, на почте не важно , чтоб не казалось , что мы одиноки со своим состоянием непонятным . А то вокруг гляну ни у кого нет депрессии . Только в интернете нахожу похожих людей", Светлана ," 10 октября 2018, 01:27 ",Depression,
"А ведь не кто даже не догадался,что ПА,ВСД это всё от нашего мышления!Не кто даже не замечает что кругом должны и обязаны,что всё знать на перёд и трагично нам свойственно,что живём прошлым или будущим а не сегодняшним ,что не умеем решать проблемы,боимся принятия решений,всё оттягиваем,врём сами себе про отношения,желания и т.д.а потом бегают и удивляются почему нет позитива,и не видят его не где.", рус37 ," 11 октября 2018, 16:31 ",Depression,
"Понятно что все от мышления , но не так легко его поменять вот взять и поменять это невозможно !лично для меня , если даже менять. Отношение к ситуации , то все равно найдётся то что побеспокоит", Светлана ," 11 октября 2018, 18:07 ",Depression,"А ведь не кто даже не догадался,что ПА,ВСД это всё от нашего мышления!Не кто даже не замечает что кругом должны и обязаны,что всё знать на перёд и трагично нам свойственно,что живём прошлым или будущим а не сегодняшним ,что не умеем решать проблемы,боимся принятия решений,всё оттягиваем,врём сами себе про отношения,желания и т.д.а потом бегают и удивляются почему нет позитива,и не видят его не где."
"Светлана, Вы не правы, как раз таки единственный путь - это поменять мышление, и сделать это возможно! Я это сделала, хотя раньше тоже думала, что я не способна это сделать. Только изменив мышление, можно избавиться от проблем, другого пути просто не существует. Предлагаю вам посетить мой *** loveyourdepression, я там рассказываю о том, как избавилась от депрессии и поменяла свою психологию", Анастасия Китаева ," 12 октября 2018, 19:39 ",Depression,"Понятно что все от мышления , но не так легко его поменять вот взять и поменять это невозможно !лично для меня , если даже менять. Отношение к ситуации , то все равно найдётся то что побеспокоит"
"Я на вас подписалась , гляну завтра блондинка я такая )", Светлана ," 13 октября 2018, 02:22 ",Depression,"Светлана, Вы не правы, как раз таки единственный путь - это поменять мышление, и сделать это возможно! Я это сделала, хотя раньше тоже думала, что я не способна это сделать. Только изменив мышление, можно избавиться от проблем, другого пути просто не существует. Предлагаю вам посетить мой *** loveyourdepression, я там рассказываю о том, как избавилась от депрессии и поменяла свою психологию"
"Спрашивайте, если возникнут вопросы)", Анастасия Китаева ," 14 октября 2018, 12:09 ",Depression,"Я на вас подписалась , гляну завтра блондинка я такая )"
"Если панические атаки возникают на ровном месте - это клинический случай и надо пить антидепрессанты. Меня от ПА и депрессии только таблетки вылечили.Это не пропаганда лекарств, ни в коем случае. Просто нужно различать депрессию (настоящую болезнь) и плохое настроение. Со вторым можно справиться самостоятельно или с психологом (так сказать поговорит по душам, чтобы легче стало). А депрессия - это уже такое состояние, когда боль моральная переходит в боль физическую и начинает портить вам жизнь. Если причину депрессии устранить невозможно, то лучше попить таблетки, которые назначит психиатр, станет полегче. При депрессии в мозгу нарушен химический баланс, ад именно это и лечат. Люди, которые говорят, что все панические атаки в вашей голове и вы себя накручиваете, просто никогда с ними не сталкивались. ПА на фоне депрессии может накатить и когда вы лежите дома и смотрите телевизор.", Гость ," 15 октября 2018, 19:05 ",Depression,
"Как вы все по полочкам расписали именно так и есть .Лежу я такая смотрю телевизор , резко начинается тревога я не могу найти себе место хожу туда сюда по комнатам как сумасшедшая ,такое длиться пока спать не лягу , пью корвалол , сразу феназепам и ложусь спать . Вот так !", Светлана ," 20 октября 2018, 23:44 ",Depression,"Если панические атаки возникают на ровном месте - это клинический случай и надо пить антидепрессанты. Меня от ПА и депрессии только таблетки вылечили.Это не пропаганда лекарств, ни в коем случае. Просто нужно различать депрессию (настоящую болезнь) и плохое настроение. Со вторым можно справиться самостоятельно или с психологом (так сказать поговорит по душам, чтобы легче стало). А депрессия - это уже такое состояние, когда боль моральная переходит в боль физическую и начинает портить вам жизнь. Если причину депрессии устранить невозможно, то лучше попить таблетки, которые назначит психиатр, станет полегче. При депрессии в мозгу нарушен химический баланс, ад именно это и лечат. Люди, которые говорят, что все панические атаки в вашей голове и вы себя накручиваете, просто никогда с ними не сталкивались. ПА на фоне депрессии может накатить и когда вы лежите дома и смотрите телевизор."
Помолитесь Ленину (не сарказм), vvd ," 12 ноября 2018, 14:50 ",Depression,"Хочу поделиться и спросить совет. Зимой 2013 года начало сильно тошнить, попала в гастро отделение и при этом я была полностью здорова, никто не мог ничего понять, меня тошнило и не могла есть 2 месяца а потом началась бессонница. Потом обратилась к психиатрам, одни говорили, что неврастения, другие, что - это депрессия.... Мне не лучше уже пол года. Везде говорят, что неврозы хорошо лечатся. Лежала в санаторном отделении, никто и ничто мне так не помогло. я ещё не старая и хочу снова почувствовать вкус к жизни. У меня полная апатия и нет никаких эмоций. Отзовитесь тот у кого такое было, скажите что со мной?"
Посетите форум Психология депрессии: http://kristiana.mybb.ru/Поделитесь своим опытом и историей, Кристиана ," 04 декабря 2018, 00:52 ",Depression,
Посетите форум Психология депрессии: http://kristiana.mybb.ru/Поделитесь своим опытом и историей, Кристиана ," 04 декабря 2018, 00:55 ",Depression,"Девочки кто хочет , с удовольствием пообщаюсь с вами в соц сетях ибо в вацапе, на почте не важно , чтоб не казалось , что мы одиноки со своим состоянием непонятным . А то вокруг гляну ни у кого нет депрессии . Только в интернете нахожу похожих людей"
"Повидимому у вас ее никогда и не было раз вы так разсуждаете.Человек с депрессией не может захотеть и впасть в нее или захотеть и выйти, это болезнь которая сама без лечения нн проходит.", Гость ," 16 декабря 2018, 14:28 ",Depression,"господи, милая, какой психиатр?? вы о чем???и депрессии у вас нет.. ВЫ САМИ СЕБЕ ВНУШИЛИ..с ума не схоидте.. все нормально..не пей вы всякие успокоительные и прочее..взяли моду в депрессии впадать..."
слышу звон да не знаю где он... Невежество, Гость ," 16 декабря 2018, 14:32 ",Depression,"Психиатром тут не пахнет. Ваш терапевт - дура(к), раз посоветовал(а) психиатра. Вообще депрессию надо лечить! Затяжная депрессия приводит к ее хроническому течению и лечить ее становится сложнее. Поэтому вам нужно идти психотерапевту. Это не психиатр, это врач..который вам объяснит, что с вами происходит и выпишет препараты для лечения депрессии."
"Совершенно верно, депрессия и ПА это недостаток серотонина, а так же в некоторых случая и дофамина с норадреналином. Именно эти гормоны ответственны за наше психическое состояние. Депрессия это не только искаженное мышление, это еще и нарушение обмена данных катехоломинов в мозге на химическом уровне. Поэтому депрессию в идеале надо лечить и антидепрессантами и психотерапией.", Гость ," 16 декабря 2018, 14:45 ",Depression,"Если панические атаки возникают на ровном месте - это клинический случай и надо пить антидепрессанты. Меня от ПА и депрессии только таблетки вылечили.Это не пропаганда лекарств, ни в коем случае. Просто нужно различать депрессию (настоящую болезнь) и плохое настроение. Со вторым можно справиться самостоятельно или с психологом (так сказать поговорит по душам, чтобы легче стало). А депрессия - это уже такое состояние, когда боль моральная переходит в боль физическую и начинает портить вам жизнь. Если причину депрессии устранить невозможно, то лучше попить таблетки, которые назначит психиатр, станет полегче. При депрессии в мозгу нарушен химический баланс, ад именно это и лечат. Люди, которые говорят, что все панические атаки в вашей голове и вы себя накручиваете, просто никогда с ними не сталкивались. ПА на фоне депрессии может накатить и когда вы лежите дома и смотрите телевизор."
Давайте пообщаемся, Олеся ," 20 декабря 2018, 11:18 ",Depression,"Девочки кто хочет , с удовольствием пообщаюсь с вами в соц сетях ибо в вацапе, на почте не важно , чтоб не казалось , что мы одиноки со своим состоянием непонятным . А то вокруг гляну ни у кого нет депрессии . Только в интернете нахожу похожих людей"
"Да-да, именно посетить ваш инстаграмм и потом вам ещё денег за советы заплатить!)) Не несите ахинею! Депрессия не излечима. Я мучаюсь уже 25 лет. Ни психиатры ( дядя известный психиатр), ни психологи, ни невропатолог, ни клиника Соловьева, ни таблетки, ни алкоголь, ни йога, ни бассейн, ни позитивное мышление, ни храм, ни путешествия ничего не помогает!)) Постоянные ПА, Страх и депрессия вымотали окончательно. Эта *** не лечится и врачи не помогут. Работать сил нет- вот ужас. Не жизнь, а мучительное существование. Всем здоровья желаю!)", Едизовета ," 03 января 2019, 02:07 ",Depression,"Светлана, Вы не правы, как раз таки единственный путь - это поменять мышление, и сделать это возможно! Я это сделала, хотя раньше тоже думала, что я не способна это сделать. Только изменив мышление, можно избавиться от проблем, другого пути просто не существует. Предлагаю вам посетить мой *** loveyourdepression, я там рассказываю о том, как избавилась от депрессии и поменяла свою психологию"
"Хорошо, что вы догодались о природе ПА и ВСД!)) Вы никогда не болели депрессией- так не в настроении находились некоторое время)]", Едизовета ," 03 января 2019, 02:18 ",Depression,"Понятно что все от мышления , но не так легко его поменять вот взять и поменять это невозможно !лично для меня , если даже менять. Отношение к ситуации , то все равно найдётся то что побеспокоит"
"Да, больные депрессией очень подозрительные люди и во всем видят подвох:)) если бы вы хотели, чтобы вам помогли, вы за 25 лет давно бы нашли эту помощь, но вы предпочитаете страдать и видеть подвох во всем:) все те способы, которые вы перечислили, я тоже использовала и ничего не помогало. И тоже считала, что ничего не поможет никогда. Но я очень ошибались.", Надежда ," 03 марта 2019, 19:35 ",Depression,"Да-да, именно посетить ваш инстаграмм и потом вам ещё денег за советы заплатить!)) Не несите ахинею! Депрессия не излечима. Я мучаюсь уже 25 лет. Ни психиатры ( дядя известный психиатр), ни психологи, ни невропатолог, ни клиника Соловьева, ни таблетки, ни алкоголь, ни йога, ни бассейн, ни позитивное мышление, ни храм, ни путешествия ничего не помогает!)) Постоянные ПА, Страх и депрессия вымотали окончательно. Эта *** не лечится и врачи не помогут. Работать сил нет- вот ужас. Не жизнь, а мучительное существование. Всем здоровья желаю!)"
"Да, больные депрессией очень подозрительные люди и во всем видят подвох:)) если бы вы хотели, чтобы вам помогли, вы за 25 лет давно бы нашли эту помощь, но вы предпочитаете страдать и видеть подвох во всем:) все те способы, которые вы перечислили, я тоже использовала и ничего не помогало. И тоже считала, что ничего не поможет никогда. Я очень ошибалась. Очень вас жаль, что так у вас сложилась жизнь, честно, потому что знаю, какие это страдания. Желаю реализоваться вам в следующей жизни", Надежда ," 03 марта 2019, 19:38 ",Depression,"Да-да, именно посетить ваш инстаграмм и потом вам ещё денег за советы заплатить!)) Не несите ахинею! Депрессия не излечима. Я мучаюсь уже 25 лет. Ни психиатры ( дядя известный психиатр), ни психологи, ни невропатолог, ни клиника Соловьева, ни таблетки, ни алкоголь, ни йога, ни бассейн, ни позитивное мышление, ни храм, ни путешествия ничего не помогает!)) Постоянные ПА, Страх и депрессия вымотали окончательно. Эта *** не лечится и врачи не помогут. Работать сил нет- вот ужас. Не жизнь, а мучительное существование. Всем здоровья желаю!)"
"Вы ***. И психиатр, и психотерапевт - врачи. Психиатр поставит диагноз и назначит лечение. Нужен и психолог или психотерапевт дополнительно, для коррекции страхов, неуверенности в себе (у каждого свое). Тупые курицы соберутся и кудахчут о ядерной физике.", Гость ," 24 марта 2019, 02:32 ",Depression,"Психиатром тут не пахнет. Ваш терапевт - дура(к), раз посоветовал(а) психиатра. Вообще депрессию надо лечить! Затяжная депрессия приводит к ее хроническому течению и лечить ее становится сложнее. Поэтому вам нужно идти психотерапевту. Это не психиатр, это врач..который вам объяснит, что с вами происходит и выпишет препараты для лечения депрессии."
"Убейся о стену, с такими постами.", Гость ," 24 марта 2019, 02:34 ",Depression,"господи, милая, какой психиатр?? вы о чем???и депрессии у вас нет.. ВЫ САМИ СЕБЕ ВНУШИЛИ..с ума не схоидте.. все нормально..не пей вы всякие успокоительные и прочее..взяли моду в депрессии впадать..."
"Это работа психиатра. Какой невропатолог? Психика - психиатр, ни на что не наталкивает? Другие врачи должны заподозрить ее и отправить по назначению человека. А то, что этим занимается невролог - руки отбить и сообщить куда следует. Это как офтальмолог будет печень лечить. Чтоб Вас так лечили.", Гость ," 24 марта 2019, 02:38 ",Depression,"вообще депрессию диагностирует невропатолог ( у меня мама работает, так они даже в стат. талонах ставят номер болезни по классификатору и расшифровку - депрессия). я к врачам не обращалась, пила сначала афобазол, глицин по 3 раза каждый, потом растительный какой-то на ""р"", потом уволилась, 3 месяца отсыпалась только, был реальный упадок сил, была дико злая, раздраженная, ничего не радовало, спорт не помогал, потом съездила на море, вот оно-то меня и вытащило из депри!!! т.е. смена обстановки - солнце постоянно, доброжелательные люди и т.п., я тебе желаю вытащить себя из этого состояния, у меня приятельница глицин форте принимала, ей он помог, и не стесняйся сходить к невропатологу, пропишет медикаменты, может у тебя на фоне чего-то депрессия (гормоны или ещё что)."
"Серотонин, дофамин и прочие медиаторы поржали сейчас. Без медикаментозного лечения хоть макаронному монстру молись. Типичная инфоцыганская *** о великом.", Гость ," 24 марта 2019, 02:44 ",Depression,"Светлана, Вы не правы, как раз таки единственный путь - это поменять мышление, и сделать это возможно! Я это сделала, хотя раньше тоже думала, что я не способна это сделать. Только изменив мышление, можно избавиться от проблем, другого пути просто не существует. Предлагаю вам посетить мой *** loveyourdepression, я там рассказываю о том, как избавилась от депрессии и поменяла свою психологию"
У нас в поликлинике хороший нервопатолог. По его совету Нейроплант пропила курсом и жизнь снова заиграла яркими красками., Кристина ," 04 июня 2019, 08:20 ",Depression,
"Про Велаксин узнала из одного форума, решила тоже попробовать пропить его курсом, чтобы избавиться от мучавшей меня долгое время депрессией после одного неприятного инцидента. Сходила к врачу, получила рецепт на тот, что в таблетках, и начала прием. Результаты впечатляющие, я уже год не принимаю Велаксин, так как нет надобности, и чувствую себя восхитительно!", Гость ," 19 августа 2019, 15:09 ",Depression,"Я знаю,что таких тем много. Но я говорю, про реальную проблему. Советы типа ""сходи в кино"", ""найди себе хобби"" уже не помогут. Проюлема началась больше года назад. Сеачала думала от работы устала, уволилась. Накупила витаминов, стала чем-то себя занимать и поняла,что стало ещё хуже. Апатия и нервозность одновременно, не понимание того,как люди радуются по мелочам. Мне интресно, кто лечился у психиатра? Когда мне терапевт посоветовала найти ""хорошего врача"" я немного смутилась и стала говорить:""Я не псих!"". Но понимаю,что так жить нельзя. Как вы нашли врача? по месту жительства или в клиниках? И каковы успехи?"
"Было время когда я чувствовал себя полным сил, и в один момент все пошло под откос, начались проблемы со сном и не хотелось что-либо делать. Справиться с этой апатией мне помог Велаксин. Я принимал капсулы каждый день на протяжении полугода под присмотром врача. Кроме этого мне помогли сеансы психотерапии. Сейчас вернулся к работе, появились новые цели и стремление их достигать", Саша ," 28 августа 2019, 12:50 ",Depression,
"Долго время я пытался бороться с депрессии сам, но сил уже не было и я обратился к врачу. Специалист оказался толковым, потому что средство, которое он выписал оказалось действенным, это капсулы Велаксин. Я принимаю его уже три с половиной месяца по 1 штуке в день (у меня 150 мг доза) чувствую, что есть положительная тенденция к выздоровлению, перестал уставать, хочется работать, гулять и путешествовать, как раньше. Замучил сушняк от приёма, но он прошёл за 2 дня.", Волк ," 30 августа 2019, 12:24 ",Depression,
"Сыну 8 месяцев и послеродовая депрессия меня не обошла стороной. Устаю сильно, недосыпаю, реву без причины, настроение меняется со скоростью света... В общем, к психологу обратилась, назначил Нейроплант. Принимаю уже вторую неделю. Заметила, что перепады настроения прекратились, легче стало в разы.", Карина ," 18 декабря 2019, 15:01 ",Depression,
"Очень часто мы сами себе ставим диагноз. Я думала, что у меня депрессия + тревожное состоние. Мир теряет краски, я не сплю, все вокруг раздражает. Пошла даже к спеиалисту, который назначил мне пропить курс Тенотена. Я не знаю это препарат такой хороший или самовнушение, но помог. Стала намного себя лучше чувствовать. Все прошло во время курса приема. Пробуйте, должно и вам помочь.", Ангела ," 20 июня 2020, 12:10 ",Depression,
"Марго, не смейте даже думать, что вы псих! Многие люди сталкиваются с депрессией и тд...Я, например, пользуюсь Фенибутом из США фирмы SNS Smart Powders или Флуоксетин этой же фирмы. Покупала без рецепта в спортивном питании. Фенибут есть дозировки 300 и 500 мг. Флуоксетин 20 мг. Оба препарата действуют хорошо. Если будете покупать, то берите их!))", Екатерина ," 28 августа 2020, 23:45 ",Depression,
Здравствуйте как ваши успехи?с депресией?как боролись как вылечили?, Гость ," 01 ноября 2020, 20:09 ",Depression,
Я вам советую Сергея Романова Владимировича. Он вам поможет однозначно!, Гость ," 21 сентября 2021, 18:33 ",Depression,
Если бы можно было вам помочь! Как бы я этого хотела! Я вас люблю., Гость ," 03 декабря 2021, 01:37 ",Depression,13-у меня чтото похожее было когда мой парень покончил с собой+мысли о суициде.до сих пор живу без радости в жизни-такое ощущение что доживаю
"Конечно,а потом бирочьку приклеят,псих.Карточька,медосмотр не пройдеш,с работы попрут,псих же.", Гость ," 25 августа 2022, 16:15 ",Depression,"иди к врачу!!! не затягивайте....был веселый, жизнерадостный, общительный человек.... потом просто сорвался из-за пустяка....затем была депрессия... всегда совсем справлялся сам .... работал на двух работах... учился.... стыдно было обращаться к врачу... да и живу в маленьком городе...психотерапевта нет.... только психиатр... обратился только тогда когда уже рассорился со всеми близкими и друзьями ( срывался ужасно, говорил постоянно одно и тоже)... затем просто не смог даже вставать...4 месяца потребовалась чтобы просто выбраться из этого состояния... сейчас еще поддерживающая терапия... смело могу сказать что побывал в аду...не слушайте никого ... все эти советы ""возьми себя в руки"", ""ты тряпка"" "" сходи куда-нибудь"" полная чушь....кто не испытал тому не понять"
"Добрый день, могу дать номер целительницы.Эта женщина лечит онкологию, другие тяжëлые болезни и снимает порчу. (Приворотами и тому подобное не занимается)Она нам помогла вылечить бабушку. У бабушки была онкология.Вы можете мне в ватцапп +32468180226 написать если вам ещë нужен номер или если хотите узнать поподробней.", Гость ," 02 сентября 2022, 21:49 ",Depression,
"Вас Обманывает воображение левого полушария мозга, То есть это правда воображение. Сквозь сжатые зубы идти вперёд ( в буквальном смысле сжимайте зубы Не ищите выход по своему, он сам прийдет, вы уже в немСо временем все наладиться.", Гость ," 26 ноября 2022, 03:52 ",Depression,
Здравствуйте у меня вот тоже тошнота и потеря аппетита врачи говорят кишечный грипп а я плохо стала спать и есть, Гость ," 10 декабря 2022, 20:27 ",Depression,"Хочу поделиться и спросить совет. Зимой 2013 года начало сильно тошнить, попала в гастро отделение и при этом я была полностью здорова, никто не мог ничего понять, меня тошнило и не могла есть 2 месяца а потом началась бессонница. Потом обратилась к психиатрам, одни говорили, что неврастения, другие, что - это депрессия.... Мне не лучше уже пол года. Везде говорят, что неврозы хорошо лечатся. Лежала в санаторном отделении, никто и ничто мне так не помогло. я ещё не старая и хочу снова почувствовать вкус к жизни. У меня полная апатия и нет никаких эмоций. Отзовитесь тот у кого такое было, скажите что со мной?"
"Я знаю,что таких тем много. Но я говорю, про реальную проблему. Советы типа ""сходи в кино"", ""найди себе хобби"" уже не помогут. Проюлема началась больше года назад. Сеачала думала от работы устала, …", Марго ," 17 сентября 2012, 10:47 ",Depression,
"Очень долго не понимала в чем причина моей депрессии. Мне ее диагностировал не один врач. Начиналась примерно в одно и тоже время ближе к зиме, весной все заканчивалось. Пишу, потому что обещала себе, если справлюсь, обязательно поделюсь где-нибудь на форуме, потому что сама долгое время искала разных решений. Первый раз мне помогло наличие солнца. В ноябре-декабре ездила на юг на месяц, солнце светило там ярко каждый день, и я чувствовала себя так же хорошо как летом. В следующий раз поехать в город с ярким солнцем зимой не получилось, зато уже два года я работаю с психологом в основном с виной, стыдом. Учусь относительно к себе хорошо. Помогло. Много лет у меня был низкий ферритин, с нормальным уровнем гемоглобина. Пропила железо с назначения гинеколога (кажется эти врачи всерьез интересуются здоровьем женщины даже выходя за свой профиль). Подняла уровень ферритина до нормы. Оказывается это тоже влияет на слабость, утомляемость, потерю концентрации и как следствие накручивание себя до ручки. Терапевт мне говорила, что ниПью витамин Д стараюсь поднять до нормы несколько лет. Сменила несколько производителей. Может быть поэтому я так хорошо себя чувствую в солнечную погоду, потому что вит Д синтезируется в нормальном количестве. Купила лапму, заменяющую солнечный свет. У каждого свои причины. Антидепрессанты не особо помогали мне, хотя пробовала и меняла препараты несколько раз. Вариантов 5 не меньше. А солнце, работа с психологом и витамины помогли.Уже второй год меня не преследует ужасное состояние. Хотя по прежнему учусь примать чувство бессилия и ослаблять желание держать все под контролем. Устаю зимой сильнее, чем летом, но чувствую себя вполне нормально. Если вы ищите способы выйти из этого ужасного состояния, не теряйте веры, старайтесь отвлекать себя, чтобы хоть не надолго почувствовать лучше. Ищите поддержки, ищите способы преодоления, рано или поздно получится. Я искала свои способы 5 лет.", Гость ," 13 января, 00:25 ",Depression,
"Как можно себе внушить ,депрессия бывает после стресса ,давления на тебя более сильных людей обиды", Гость ," 11 февраля, 19:16 ",Depression,"господи, милая, какой психиатр?? вы о чем???и депрессии у вас нет.. ВЫ САМИ СЕБЕ ВНУШИЛИ..с ума не схоидте.. все нормально..не пей вы всякие успокоительные и прочее..взяли моду в депрессии впадать..."
"Я тоже не могу работать Иза своей депресси охото убежать от всех никог не видить,но никто не понимает окружающие родственники думают что я специально делаю нехочу работать ссылаются на день,хотя я раньше была жизне радостный человек не могла дома сидеть", Гость ," 11 февраля, 19:27 ",Depression,"У меня была тяжелая форма депрессии как результат: астма,панические атаки,расстройтсва сна,честно скажу неоверила что выберусь уже попрощалась со всеми родными это страшно оч страшно...помогло в целом 2 вещи,но на восстановление здоровья после этого ада ушло еще 4 года,когда выбиратся стала радовалась всему как ребенок даже луже и грязи подногами))) Первую очередь я полностью поменяла свой ритм жизни я сова а жила как и большинство по режиму жаворонков,потом пила травы и витамины,и еще психотерапия по телефону доверия(бесплатно) у меня и денег небыло тогда т.к. я не работала из-за своего состояния,первый раз позвонила нарвалась на какую то клушу она только вопросы задавала и ничего толком не говорила но второй раз попалась профессионал она как пошла расскладывать по полочкам мои проблемы,в общем потихоньку выкарабкалась,еще всем страдающим депрой советую прочесть книгу александра лоудена депрессия и тело, реально лучшая книга о депре всех времен и народов.( в инете можно бесплатно скачать)"
Психотерапевт никаких лекарств не назначает. Не имеет имеет имеет имеет на это права! Чушь нести не надо., Гость ," 12 февраля, 22:49 ",Depression,"Психиатром тут не пахнет. Ваш терапевт - дура(к), раз посоветовал(а) психиатра. Вообще депрессию надо лечить! Затяжная депрессия приводит к ее хроническому течению и лечить ее становится сложнее. Поэтому вам нужно идти психотерапевту. Это не психиатр, это врач..который вам объяснит, что с вами происходит и выпишет препараты для лечения депрессии."
