topic,times,text,quote,users
Books&Literature,15.06.2013,"А де самі книги, чи можна їх завантажити/ознайомитись? ",nan,sergiokapone
Books&Literature,13.04.2013,"Рекомендую к прочтению два романа этого американского писателя афганского происхождения:""Бегущий за ветром"" ""Тысяча сияющих солнц"".Хороший язык книг и лёгкое повествование позволяют познакомиться с Афганистаном и его людьми изнутри. ",nan,elli2012
Books&Literature,05.09.2012,Нехорошая новость пришла внезапно: Цитата:Журнал планово проживет еще только до конца года. Его намереваются закрыть. Надеяться можно только на чудо. http://fantlab.ru/forum/forum15page1/topic5007page22#msg1454099,Журнал планово проживет еще только до конца года. Его намереваются закрыть. Надеяться можно только на чудо. ,Dmitry7
Books&Literature,05.09.2012,"Повторяется история украинского журнала ""Реальность фантастики"". ",nan,Lykas
Books&Literature,05.09.2012,"OffНесколько лет назад покупал я в киоске журнал ""Наука и жизнь"". После оплаты продавщица мне говорит: ""Если есть"". ""Что если есть?"", — спрашиваю я. ""Если есть"", — повторяет она. ""Если что есть?"", — снова спрашиваю я. В результате выяснилось, что она хотела продать мне свежий номер журнала ""Если"". Я не купил, и это был момент моего ближайшего контакта с этим журналом.",nan,Kis
Books&Literature,04.12.2012,Обращение к читателям главного редактора А. ШалгановаОбложка последнего крайнего номера,nan,Dmitry7
Books&Literature,13.12.2012," ""Полдень ХХI век"" Издательский дом ""Вокруг света"" перестанет издавать журнал фантастики ""Полдень ХХI век"" из-за смерти его создателя и главного редактора Бориса Стругацкого. Об этом сообщают РИА Новости со ссылкой на главного редактора официального сайта братьев Стругацких и координатора группы исследователей их творчества Владимира Борисова. Генеральный директор ИД ""Вокруг света"" Светлана Головатюк в комментарии ""Ленте.ру"" подтвердила, что у издательского дома есть желание отказаться от выпуска журнала. ""Для нас это авторский продукт, и со смертью автора смысл проекта несколько теряется"", - объяснила она.Последний номер журнала ""Полдень ХХI век"" будет выпущен издательством в феврале 2013 года.",nan,Dmitry7
Books&Literature,01.06.2011,"Зацените пожалуйста книгу юмористического жанра ""Армия: обратная сторона медали или кадры решают всё""Жанр: юморГод: 2011 Язык: РусскийФормат: защищённая электронная книга с расширением *.exeСайт книги: army-book.narod.ru/Первую часть можно скачать здесь: _http://www.kumaser.com/files/Book-230401-Naumenko.exe (размер: 3.37 МБ)Источник: _http://www.kumaser.com/bookcase.htm(на сайтах вирусов нет! Проверено на _http://antivirus-alarm.ru/  и на _http://vms.drweb.com/online/ ) ",nan,booker cv
Books&Literature,19.12.2011,"Книга в жанре юмора о пограничниках. Вышла третья часть из четырёх.Название: Армия: обратная сторона медали или «кадры» решают всёЧасть 3 : «ООРСЯИЗКТпО»Автор: Науменко НиколайЖанр: юморГод: 2011Количество страниц: 96Язык: РусскийФормат:  pdfОписание:  Даная часть посвящена смешным событиям, которые происходят в период 80-х и 90-х годов 20-го века на одной из пограничных застав дальневосточного региона СССР (позже – Российской Федерации). Автор книги, будучи офицером на этой заставе и свидетелем различных моментов из жизни, рассказывает о том, чем занимались в свободное от сбора ягод и рыболовли время; как можно выпить всю водку в радиусе 20 километров от места службы; что использовалось в виде взяток во время служебных командировок; почему начальник пограничной заставы выходил из складов «довольный, как при поносе после запора»; какое отношение к НКВД имеют венерические заболевания; как с помощью семечек можно въехать в закрытый район; что хранили в коробках из-под телевизоров во время пьянки; как с помощью холмов наводили уставной порядок; какое слово из трёх букв часто использовалось начальником политического отдела; как салоны одного самолёта могли лететь в разные города; как с помощью «моряка» запускали «самолёт»; для чего проверялись документы в районе поиска вчерашнего дня; и многое другое…Список глав:Глава 1. «Не хрена себе, встретили» или «отмороженное хозяйство капитана Акатова».Глава 2. «Новаторы, консерваторы, трезвенники или специфика охраны Государственной границы на Дальнем Востоке».Глава 3. «Про «мясников», «филологов», «чудаков-борзописцев», «кроликов» и прочих «кадров».Глава 4. «Служебная командировка – процесс ответственный» или на гражданке тоже есть «кадры». Глава 5. «Учебный пункт – концентратор «кадрового аппарата» -2 или как рационально использовать специалистов для охраны границы».Глава 6. «Про обгаженного «казанову-моряка» или «кашкин – 2».Глава 7. «На священных рубежах Родины проходной двор или как мы пытались ловить нарушителей государственной границы».Глава 8. Последняя…Для того что-бы бесплатно скачать: в поисковой системе (например, Гугл) ищете по названию книги и переходите на официальный сайт книги.",nan,booker cv
Books&Literature,27.03.2012,"Лучший юмор об армии - рассказы тех, кто отслужил... ",nan,Михаилл
Books&Literature,18.02.2012,"Появилась в сети очередная книга библиотеки фонда «Династия»:А. Марков - Эволюция человека. Кн.1. Обезьяны, кости и гены.М.:CORPUS, 2011. 464 с.djvu, сделана хорошоhttp://depositfiles.com/files/yuwhflgejКнига удостоилась премии Просветитель за 2011 год, критика очень хорошая.Я эту книгу давно поджидал, на радостях отрекламирую всю серию Эта библиотека - одна из немногих сейчас научно-популярных серий, список книг можно посмотреть здесь http://www.dynastyfdn.com/programs/popular/izdat, многие есть оцифрованные в сети. Главная особенность серии с моей точки зрения - книги написаны на новом научном материале, пересечений с имеющимся научпопом очень мало, эксклюзив, по крайней мере те, что я сам прочитал:К.Циммер - ПаразитыДж. Смит - Псевдонаука и паранормальные явленияА. Виленкин - Мир многих мировА. Марков - Рождение сложностиН. Шубин - Внутренняя рыбаР. Докинз - Бог как иллюзияК. Саган - КосмосМ. Ридли - ГеномФ. Болл - Критическая массаВсе перечисленные книги оцифрованы. Очень рекомендую.Отзывы, рецензии на свежую научно-популярную литературу можно посмотреть здесь http://elementy.ru/bookclubВот, кстати, на том же сайте Сверхпроводимость Гинзбурга изд. 2006 года, недавно у нас выкладывалось первое издание из серии Ученые-школьнику:http://elementy.ru/lib/430825",nan,dns
Books&Literature,18.02.2012,"Из упомянутых книг прочитал только ""Геном"" Мэтта Ридли, и очень всем рекомендую. Это одна из двух научно-популярных книг, которые за последние несколько лет я решил приобрести в бумаге для себя после прочтения полностью или частично в электронном виде. Вторая -- это ""Удивительная палеонтология"" Кирилла Еськова. (На самом деле есть еще книги, которые я не прочь был бы купить, но уже упустил.) ",nan,Kis
Books&Literature,20.11.2011,"""Тем временем"" с Александром Архангельским. ""Академические серии""http://www.tvkultura.ru/issue.html?id=115056",nan,BillG
Books&Literature,29.11.2011,Спасибо за ссылку ,nan,alex_rx
Books&Literature,01.10.2011,"Анотация на книгу Макаренко А.В«Природа экономических взаимоотношений людейс критикой «Капитала» К. Маркса» (rusfolder.com/35056745).С точки зрения автора, в книге был предложен новый взгляд на формирование экономической науки и соответственно на предмет ее исследования. Автором дан новый взгляд на экономические и стоимостные экономические категории. В книге получило отличное от других ученых трактование таких экономических и стоимостных категорий как товар, потребность человека, потребительные свойства товара, платежеспособность, степень удовлетворения потребностей людей, обмен, идеальный обмен, справедливый рыночный обмен, рынок, потребительная стоимость товара, стоимость товара, меновая стоимость, старая и новая стоимость товара, услуга, стоимость услуги, прибавочная стоимость, прибыль, цена товара, а также цена, потребительная стоимость, стоимость использования рабочей силы товара ""работник"" и товара ""частный предприниматель"" и др.Анализ экономических взаимоотношений людей позволил не только по новому взглянуть на экономические категории, но и сделать некоторые выводы, которые разнятся с пониманием этих отношений другими экономическими теориями стоимости, такими как «Теории трудовой стоимости», «Теории предельной полезности», «Субъективная теория стоимости» и «Теория издержек».В книге дан также свой взгляд на мораль людей, на современную экономику, на причины вызывающие мировые экономические кризисы, на общефилософские вопросы, который отличается от общепринятых в нашей стране.Автору хотелось бы думать, что высказанные им идеи в данной книге, позволят ученым и не искушенным в данных вопросах читателям, глубже понять природу экономических взаимоотношений людей.Автор будет доброжелательно воспринимать конструктивную критику.",nan,anatolii
Books&Literature,07.09.2011,"Вышла вторая часть книги!Название: Армия: обратная сторона медали или «кадры» решают всёЧасть 2 : «Восток – дело тонкое»Автор: Науменко НиколайЖанр: юморГод: 2011Количество страниц: 105Язык: РусскийФормат: RTF, HTMОписание:  Эта часть книги посвящена забавным событиям, которые происходили в 80-х годах 20-го века во время службы на границе между одной из среднеазиатских республик СССР и Республикой Афганистан. Автор книги (он же – свидетель и участник этих событий), будучи офицером, после окончании военного училища, проходит службу на границе и рассказывает о том, как изучались секретные документы с помощью шахмат; как боролись с пьянством с помощью детского горшка; как искали бомбы в сигаретах; как баранам ставили «пятёрки»; как можно было расформировать разведгруппы с помощью трёх языков; как завершались выборы за полчаса до их запланированного начала; как в Каракумах вели раскопки гробниц местных «тутанхамонов»; как юные двоечники назначались министрами; и многое другое…Персонажи (солдаты и офицеры), которые были участниками «прикольных» событий, условно были разделены на две категории: «кадры» и «артисты».«Кадры» - это люди, которые неосознанно впутывались в различные смешные события (исходя из своих физических или умственных отклонений).«Артисты» - это те, которые умышленно (осознанно) создавали комические эпизоды и в большинстве случаев впутывали туда «кадров».Список глав:Глава 1. Сонное царство капитана Петухова.Глава 2. «Елдаш майор».Глава 3. «Учебный пункт - школа по подготовке специалистов границы или «концентратор» «кадрового» аппарата».Глава 4. «Борьба с пьянством - затея нужная, но бесполезная».Глава 5. «Выполнение интернационального долга - дело святое или заставь дурака богу молиться…»Глава 6. «Замки, ключи, «басмачи», «кадры» - одним словом «граница» !Глава 7. «Граница на замке или про бешеных пограничников, лошадей, безразличных начальников и новых «макаренков»».Глава 8. «Про «ворошиловских» стрелков, «экстрим» и «экстремистов», басмачей или «бей своих, чтобы чужие боялись»Для того что-бы бесплатно скачать: в поисковой системе (например, Гугл) ищете по названию книги и переходите на официальный сайт книги. ",nan,booker cv
Books&Literature,15.09.2011,а про пограничника Карацупу ни у кого книги нет? ,nan,Dmitry7
Books&Literature,15.02.2010,Любимый писатель детективного жанра.R.I.P. ,nan,amyatishkin
Books&Literature,11.08.2011,"Я думал что он давно умер, жаль конечно, выдающийся писатель был. ",nan,Sir_Miralem
Books&Literature,11.08.2011,В этом году переведено и издано еще два романа:Перекрестный галоп (Crossfire)Пятьдесят на пятьдесят (Even Money),nan,amyatishkin
Books&Literature,30.06.2005,"ИЛЛЮЗИИ   В словаре говорится, что иностранное слово «аллюзии» означает намёк, особенно посредством пословицы, поговорки, притчи, к месту рассказанного анекдота или истории. Добавим к этому списку: цитаты из произведения какого-нибудь проницательного философа или писателя. Сегодня мы предлагаем нашим читателям цитату-аллюзию из статьи русского философа Ивана Ильина (1882— 1954) «Против России».* * *   ...Основное отношение Европы к России: Россия— это загадочная, полуварварская «пустота»; её надо «евангелизировать» или обратить в католичество; «колонизировать» и цивилизовать; в случае нужды её можно и должно использовать для своей торговли и для своих западноевропейских целей; а в прочем её необходимо всячески ослаб##ть. Как?   Вовлечением её в невыгодный момент в разорительные для неё войны; если возможно— то расчленением её на мелкие государства; если возможно— то сокращением её народонаселения; если возможно— то насаждением в ней революций и гражданских войн; а затем— внедрением в Россию международной «закулисы», упорным навязыванием русскому народу непосильных для него западноевропейских форм республики, демократии и федерализма, политической и дипломатической изоляцией её, неустанным обличением её мнимого «империализма», её мнимой «реакционности», её «некультурности» и «агрессивности».   Всё это мы должны понять, удостовериться в этом и никогда не забывать этого. Не для того, чтобы отвечать на вражду ненавистью, но для того, чтобы верно предвидеть события и не поддаваться столь свойственным русской душе сентиментальным иллюзиям.   Нам нужны трезвость и зоркость.   С кем бы ни говорили, к кому бы ни обращались, мы должны зорко и трезво измерять его мерилом его симпатий и намерений в отношении к единой национальной России и не ждать от завоевателя— спасения, от расчленителя— помощи, от религиозного совратителя— сочувствия и понимания, от погубителя— благожелательства и от клеветника— правды.   Политика есть искусство узнавать и обезвреживать врага. К этому она, конечно, не сводится. Но кто к этому неспособен, тот сделает лучше, если не будет вмешиваться в политику.«Чудеса и приключения», 2003, № 2",nan,Вадим
Books&Literature,30.06.2005,"ПОЧЕМУ НА ЗАПАДЕ ТУАЛЕТЫ ХОРОШИЕ   Недавно на Пленуме Союза писателей России один докладчик отметил обнадёживающий феномен: в России появилось сейчас много талантливых поэтов и отличных стихов. Услышав это, я сразу же вспомнил недавнюю телепередачу, где ведущий возьми да и спроси иностранную бизнесменку, что больше всего поразило её в России в отрицательном смысле.   —Ужасные туалеты!— не задумываясь ответила она.   «Ну вот!— подумал я.— Надоел уже этот упрёк за сто лет. С тех пор как немцы изобрели унитаз, европейцы не перестают колоть нам глаза своими уютными туалетами. Дошло до того, что горячие западные головы предлагают по качеству туалетов судить о культурности народов...»   —А что вас поразило в положительном смысле?— спросил наш ведущий иностранку.   —Вы знаете,— сказал она,— в рязанской деревне, где я купила себе дом, русские крестьяне читают стихи...   Я даже засмеялся от радости: эта умная, наблюдательная женщина подтвердила мысль, которую я уже лет тридцать твержу знакомым, обескураживаемым этим западным упрёком нашему отечеству.   —Друзья!— говорю я.— Ведь это же очевидно: у каждого человека и у каждого народа лучше всего получается то дело, которое он любит всей душой. У немцев никогда не появилось бы таких прелестных туалетов, если бы они не полюбили всей душой творимое в них дело. Короче говоря, они любят сидеть в тёплых ватерклозетах больше, чем читать стихи. Мы же предпочитаем сидеть не на унитазе, а на диване за чтением стихов. И потому немецкая поэзия (если только она сейчас вообще существует) в подмётки не годится нашей...   Тем временем тактичная иностранка предрекала: в недалёком будущем Россия по культурности обгонит Запад. С его помощью она полностью туалетизируется и в то же время сохранит народную любовь к поэзии, в то время как Европе возвращение к поэзии заказано...   Слушал я её, слушал, и захотелось мне ответить ей любезностью на любезность.   —Милая иностранка! Успокойтесь! Никогда русский ватерклозет не сравнится с европейским, никогда в нём не будет высокой европейской культуры, потому что никогда мы не сможем всей душой полюбить унитаз! Россия не обгонит Запад: она останется при своей поэзии, а Запад— при своих ватерклозетах...Герман СМИРНОВ«Чудеса и приключения», 2003, № 3",nan,Вадим
Books&Literature,11.08.2011,Такая вот она загадочная русская душа! ,nan,Sir_Miralem
Books&Literature,08.07.2011,"  Замечательная книга!  Оригинальное изложение в интернет-диалогах. Здесь люди говорят о самом главном - о семейных ценностях и одновременно открывают друг другу самые сокровенные уголки своей души! Логичное продолжение повести Харуки Мураками ""К югу от границы, на запад от солнца"", но только в книге Коробкина больше позитива.  В романе ""Она - цветок внутри своей одежды"" главная героиня выходит из глубокой депрессии, тогда как в книге Мураками - депрессия преследует главного героя всю жизнь. Впрочем, вот ссылка в журнале ""СамИздат"": http://samlib.ru/k/korobkin_a_n/ona-cwetokwnutriswoejodezhdy.shtmlЕсли Коробкин и Мураками когда-нибудь встретятся, то они поймут друг друга! Было бы здорово, если бы нашлось издательство для издания книги Коробкина ""Она - цветок внутри своей одежды"".Эта книга, безусловно, найдёт своих читателей! ",nan,Knigolub
Books&Literature,29.04.2011,"Недавно прочитал эту действительно неплохую книгу. Когда-то, еще давно, ее посоветовали мне друзья – мол, прочитай, если уж решил заняться бизнесом. И вот, наконец, я закончил. Из плюсов:- В книге в живой и увлекательной форме описывается внутренний мир бизнесмена – от рождения новых комбинационных идей, через сомнения и препятствия, до получения очевидных и значительных результатов. Обычно у нас тот, кто занимается бизнесом, о нём не пишет и не рассказывает. И наоборот, тот, кто рассказывает и пишет, бизнесом почему-то не занимается. Перед нами приятное исключение: 2 в 1.- Это бизнес-биография, но не столько человека, сколько целой эпохи перестройки, когда возможно было всё, и некоторые этим воспользовались. - Автор чередой предпринимательских историй раскрыл секреты, как создаются настоящие бизнесы, щедро и добродушно раздавая афористичные рецепты преодоления препятствий и достижения благополучия, чтобы одновременно быть и богатым, и счастливым.Из минусов:- Слишком вольный стиль повествования. - Неудобная обложка, которая постоянно слетает.В общем, если вы хотите узнать, как выглядит путеводитель к лучшей, более обеспеченной, насыщенной и результативной жизни, эту книгу можно брать на вооружение.В будущем хочу прочитать все книги этого автора. Интересно услышать отзывы тех кто тоже читал его книги и как вообще народ относится к такого рода чтиву.",nan,kostya_87
Books&Literature,12.04.2011,"Страннейший автор, написавший ряд неплохих, но спокойных книг и вдруг выпустивший скандальный роман ""666. Рождение зверя"", который местами граничит с форменным безумием. Если не считать того, что сам автор признался в истоках книги - белой горячке в СИЗО ""Лефортово"", то для обычного человека этот хоровод образов и ситуаций настолько непонятен и дик, что возникает инстинктивное желание принять перед прочтением новой страницы ""для храбрости"". Примечательно, что критики не смогли точно охарактеризовать жанр книги - то ли фантастика, то ли психоделический триллер, то ли философский трактат о судьбах человеческих, то ли сюрреалистический гротеск с элементами открытого стёба. Сюрреализм, кстати, сквозит почти в каждом эпизоде или образе - от банальных постельных сцен до многоуровневых диалогов. Если коротко о романе - то шизофрения для представляющих в помощь. Место действия - Сейшельские острова, клуб ""Эдем"". Действующие лица - мировая богема, политики, журналисты, террористы, общественные деятели. Главный герой - московский пиарщик, неизвестно каким ветром занесенный в эту компанию и неизвестно как себя ощущающий в череде бесконечных оргий и банального грехопадения. Весь этот альтернативный мир, кажущийся на первый взгляд противоположным реальности, на самом деле чем-то напоминает действительность. Правда, с той разницей, что финал книги несколько ""оптимистичней"", чем бывает на самом деле - ритуальное сожжение персонажей вместе с теплоходом около Кремлевской набережной. Еще один образ, который довольно трудно трактовать.Книга удивляет всем - от антуража до пуговиц. Читать ее забавно, но немного страшновато, потому как на автопилоте пытаешься примерить все на себя, и от этого на душе неспокойно. ",nan,Visitors
Books&Literature,25.01.2007,"27 декабря 2006 18:49. По материалам: Лента.ruИзраильский благотворительный фонд Дана Давида (Dan David Foundation) назвал французского историка Жака Ле Гоффа (Jacques Le Goff) лауреатом своей ежегодной премии. Крупнейший медиевист получит один миллион долларов. Официальная церемония награждения пройдет в Париже 8 марта 2007 года, сообщается на сайте премии.Жак Ле Гофф с 1969 года работал в ведущем историческом журнале ""Анналы"" (""Annales""), в 1972-1988 годах возглавлял Школу высших исследований в области социальных наук, до 1994 года руководил группой по изучению исторической антропологии средневекового Запада. Из его работ на русский язык переводились ""Цивилизация средневекового Запада"", ""Людовик IX Святой"", ""Интеллектуалы в Средние века"", ""Другое Средневековье"". В 1991 году ученый получил престижную премию CNRS (Национального центра научных исследований Франции), в 2004 - премию Heineken Нидерландской королевской академии наук.Премия Дана Давида учреждена в 2002 году предпринимателем Даном Давидом и Тель-авивским университетом. Ее ежегодно вручают выдающимся самым деятелям культуры, искусства и науки в трех категориях - ""Прошлое"", ""Настоящее"" и ""Будущее"". Жак Ле Гофф стал лауреатом премии 2007 года в номинации ""Прошлое""…Я бы не стал давать ему миллиона, слишком субъективен и много нестыковок в монографии, что я выполнял. Но им там виднее, за что давать.",nan,Gautier
Books&Literature,26.12.2006,"Александр Фролов:одна половина читателей проклинает меня и мою книгу-пророчество о скорой глобальной катастрофе (2012 год), другая горячо принимает!Опять половина умные, а половина глупые?..Прочтите книгу ""Хроника глобального бреда"" в б-ке В. Ершова и выскажитесь о ее достоинствах и недостатках.Автору можно написать по e-mail: fankem@yandex.ru ",nan,Frolov
Books&Literature,27.12.2006,"Я прочел почти половину и смело скажу следующее. Уберите свой ""поток сознания"", а, конкретно, почерпнутые из разных противоположных газет примитивные штампы общественно-политического характера, рецепты ""решения проблем"", которые в книге противоречат друг другу и эклектично находятся у Вас в голове. Уберите многочисленные обсуждения ""еврейского вопроса"" странного характера. Все это инородные тела, как у И.А. Ефремова в ""Лезвии бритвы"" (но слабее, конечно). Уточните физико-химию (Ваш самодельный термометр из спирта, что замерзает при 96 градусах, замечателен - смотрите, засмеют).Короче, оставьте только саму фантастику-антиутопию, она, на мой взгляд, у Вас получилась хорошо, читать интересно, образно, тема необычная, чувствуется, что Вы долго проникались тем, что изложили, продумана почти каждая мелочь. Нормальная антиутопия, не хуже, чем ""Мальвиль"" Р. Мерля, какие-нибудь ""Робинзоны космоса"" Корчака и пр.Только при выполнении указанных рекомендаций у Вас будет не 200, а 100 страниц. Ну и хорошо. ",nan,Gautier
Books&Literature,10.08.2006,"Я не удержусь, и приведу его полностью. Заодно ещё раз перечитаю. И опять, чуть не заплачу. Или заплачу? В оный день, когда над миром новым Бог склонял лицо свое, тогда Солнце останавливали словом, Словом разрушали города.  И орел не взмахивал крылами, Звезды жались в ужасе к луне, Если, точно розовое пламя, Слово проплывало в вышине.  А для низкой жизни были числа, Как домашний, подъяремный скот, Потому что все оттенки смысла Умное число передает.  Патриарх седой, себе под руку Покоривший и добро и зло, Не решаясь обратиться к звуку, Тростью на песке чертил число.  Но забыли мы, что осиянно Только слово средь земных тревог, И в Евангельи от Иоанна Сказано, что Слово это - Бог.  Мы ему поставили пределом Скудные пределы естества. И, как пчелы в улье опустелом, Дурно пахнут мертвые слова.Если у кого будут мысли по этому волшебному стиху--я рад...От себя. Я самовольно поставил вместо ""Евангелии""--""Евангельи"". Думаю, это точнее, да и в размер ложится лучше. Видел ли кто подобное прочтение? И интересует меня расстановка оригинальных прописных букв в словах --""Слово"", ""Бог"", ""Евангельи"" Как ТОЧНО у Гумилёва? Может, кто зто знает?",nan,Инклер
Books&Literature,10.08.2006,"Да! Именно так, ""Евангельи""! По крайней мере в электронном собрании сочинений Гумилёва--так!http://www.gumilev.ru/main.phtml?aid=140082358",nan,Инклер
Books&Literature,10.08.2006,"Да, красиво. И - требует окунуться с головой в такую непривычную стихию для обыденной жизни... Гораздо привычней выражение: ""словом можно и убить""... Но ведь можно и - вдохновить! Отчего же первое встречается в жизни гораздо чаще? ",nan,nadezhda
Books&Literature,20.03.2006,"Я решил для наглядности дать новую тему. В основном, для уваж. Инклера.Актуален ли еще для Вас тот самый Ферда Сикоры? Я провел опрос и обнаружил, что Ферду, действительно, ныне имеет мой брат - он у себя поискал и нашел данную древность. 1958 г., иллюстрации, в самом деле, автора. Если Ферда актуален, то когда-нибудь я с братцем пересекусь и Ферду возьму на время (он, вроде Вас, вдруг стал им весьма дорожить, найдя у себя лет через тридцать).Я не готов сам выполнять полностью ни OCR, ни DJVU Ферды, поскольку трудно заставить себя делать то, что не считаешь нужным в первую очередь. Книга немалая - 90 стр., причем, вроде (братец сказал), разворот не укладывается в А4 (так что сканировать придется по одной странице).Я могу сделать вот что: представлять страницы в цветных TIFах достаточно большого разрешения, затем загонять их порциями в RAR и отправлять Вам, уваж. Инклер. Получится частями, ибо сразу все не сделаю. Получится в течение недель, если не более.А уж Вы сами с TIFaми Ферды возитесь (советую в хороший DJVU, либо отдельно илл. с высоким качеством - кто сейчас объем считает? - а текст считаете с TIFов по версии из Интернета). Или договаривайтесь с кем-то, кто может доделать.Отвечайте:1. Актуален ли еще Ферда2. Какой максимальный объем e-mail приемлете.3. Согласны ли с такой техникой выполнения.Я не нашел так сразу Ваш e-mail у Ершова, а мой - saus@inbox.ru (бываю не каждый день).",nan,Gautier
