topic,times,text,users,quote
Family&Relationships,," Значит не хочет слышать ((((( Увы, но мы часто слышим то, что хотим слышать.... Вот эти сказки, что брак формальный, люблю только тебя... Извините, но 1,5 года как то многовато для таких отношений ! Если б серьезно был в вас заинтересован, то встречались бы вы не только по выходным.... (сужу исключительно по личному опыту, была в аналогичной ситуации, но официальный развод состоялся где то через 6 мес а до этого время на встречи находилось чуть ли не каждый деньЕдинственное , может попробуйте ему намекнуть, что раз он женат, вы тоже будете искать себе мужа, ну а с ним будете продолжать встречаться, типа любовников..... Посмотрите на его реакцию... Если сильно не будет возражать, то можете смело посылать его по известному маршруту, т.к. никакого развода скорее всего никогда не состоится, а вы так и останетесь для него удобным ""запасным вариантом "").....",,
Family&Relationships,," Странно это все ... и такое поведение Вашего любимого тоже трудно объяснить ... Имела когда-то горький опыт с женатым, который тоже не жил с женой давно, но почему-то не разводился .... И вот что Вам скажу: после 5-ти лет кручения мне голову - мы все же разошлись .. Не хочу Вас как-то пугать - на каком счете вы тогда? Я тогда себя очень не уверен чувствовала .. и не приятно все это .. И не девушка ему - потому что еще женат, и не любовница - потому что не бегал от нее ко мне ..",,
Family&Relationships,," Тут может быть много причин, автор, почему так происходит. Была в свое время у меня похожая ситуация... Но там шантаж не ребенком был...., в-общем, это к теме не относится... Я предполагать не буду, какая тут в Вашем случае причина,так пальцем в небо. Скажу только, что полтора года - это уже срок... И делать что-то надо, иначе ситуация эта не разрешится и будет просто тупик.",,
Family&Relationships,," А делать то-что?? Куда бежать, с кем советоваться, если ни по-хорошему, ни по-плохому не получается))))?",,
Family&Relationships,," Со специалистами тут надо работать, раз самостоятельно не получается.",,
Family&Relationships,," Когда мы с моим парнем начали встречаться,он был женат,жил с женой и маленьким ребенком.Он говорил,что у них с женой ничего не было.Короче,мы начали встречаться в сентябре 212,в декабре 212 мы начали жить вместе,в сентябре 213 он официально развелся.Живем вместепо сей день,у нас замечательные отношения.Но на такую ситуацию как у вас я бы не согласилась.",,
Family&Relationships,," Просто дочь ему важнее, чем вы.",,
Family&Relationships,, он женат и этим все сказано. Причем по всем законам Вселенной - вы просто любовница. А как жить дальше - решать вам..,,
Family&Relationships,," Сложная ситуция. Но я бы не стала так жить. если хочет вас сохранить - то должен уже определится. К тому же - вы готовы к воспитанию его дочери. Пришла мысль что в один день - она будет нервы вам мотать, а не своей маме.",,
Family&Relationships,," Прислушайтесь к своему внутреннему голосу. Сможете ли Вы без него? Если нет, тогда пустите все на самотек. Только нервы себе портите.",,
Family&Relationships,," С дочкой то он развестись уж точно не сможет и живет с ней дольше. Так что либо терпите, либо отпустите.",,
Family&Relationships,, Ситуация достаточно сложная. Многое зависит от мужчины.,,
Family&Relationships,, Тяжелая ситуация....,,
Family&Relationships,,"Свекровь живет в другом городе, у нас не была ни разу, а мы приезжали. Дома у нас требуется ремонт, не хватает мебели. Причем муж мой человек обеспеченный, просто не хотел никогда устраивать уют в доме. Со мной у него первые серьезные отношения, поэтому я стала настаивать на создании уюта, покупке мебели и т п. Когда я переехала к нему у нас даже не было телевизора и кровати и были треснутые окна. Он работает по вахтам и часть времени живет в нормальных условиях на работе, а я в угнетающей обстановке всегда.Проблемы со свекровью начались уже после первого знакомства. Мой муж помогает своим родителям. Приехали к ним. Мама пожаловалась что хочет цифровой фотоаппарат - на тебе мама цифровик за 1 тыс, у мамы ковер старый - на тебе мама ковер, а перед нашим отъездом - на тебе мама 2 тыс на жизнь. Я все это видела и прям при ней спросила, а когда мы будем ремонт делать, ведь нам он необходим (люди, он реально необходим!!! в ванной краска со стен сошла, обои советские, проводка искрит, трубы подтекают!!!). Ну думаю мама поймет, может поддержит чтобы сыну получше жить, да не тут то было!!! Ни слова не сказала. Ну как так?! Моя мама как узнала в каких условиях я живу, так начала помогать - миксер отдала, телевизор предложила, двд проигрыватель, сказала чтоб я вещи ездила к ней в машинке стирать... А почему его мама на такая??? Я не могла понять...Ну начались проблемы бытовые. Меня просто бесило, что возможность что-то делать есть, а он не делает ничего и как не слышит меня. Приехали еще раз к свекрови через 4 месяца. Опять дал ей денег и увидел что смеситель ей надо поменять. Говорит ей ""давай купим"". Я это услышала и говорю ""Давай, только купим 2 смесителя - сюда и нам домой (нам он тоже нужен)"". Свекровь опять только выводы делает. В итоге домой мы в очередной раз не купили НИЧЕГО, а свекровь пишет что мол на те деньги что муж им оставил они купили 2 кровати, а у нас еще не было ни одной, спали на надувном матрасе. Тут меня накрыло!!! Я начала орать, сильно ругаться, воевать с ним, говорить типа зачем он меня против мамы настраивает, что надо дома уют обеспечить, а потом родню кормить, появились очень жесткие конфликты, а он так и не шевелился.В итоге я слышу от него, что я не нравлюсь его маме, его родне... Я скандальная и все такое. От мамы читаю сообщения на его телефоне не просто с укором, а с оскорблениями в мой адрес. Говорит что я не умею готовить, с чего она это взяла?! Она у нас ни разу не была!!! Говорит, что я не понравилась каким то родственникам, хотя была у них всего час за обедом и ничего не говорила, ничего не делала - как я могла не понравиться?! Я стройная красивая девушка, что не так?! Говорит что у меня меркантильный интерес, хотя я ни разу у него ничего не попросила кроме чего-то в дом. Уже до абсурда дошло - Пишет ""Она что тебя околдовала чтоли?!"". А ОН ВЕРИТ ЕЙ!!! Он говорит ее словами мне!!! Она придумала уже как ему со мной расстаться и я читала ее план. Был момент, что он собрал мои вещи и попросил меня уйти, но я уговорила его помириться. Прожили неделю прекрасно и он уехал на работу. В середине вахты выдает, что он мирился фиктивно, он мне врал и лицемерил, начал говорить что не любит меня. А я потом прочитала, что за пару дней до этого мамочка устроила ему прессинг по психологии женщины, что я буду врать ему и держаться за него любой ценой, за комфорт который он дает (смешно аж). И при этом ненавязчиво просит его оплатить ей путевку в германию чтоль, на что он соглашается. И так миленько ему ""солнышко, всегда жду, целую...""Я так понимаю что мамаша просто хорошо устроилась, видит что за долгое время ее сын нашел серьезные отношения и она рискует потерять кормушку, ведь я уже не позволила бы вбухивать деньги в блага мамаши и она это понимает. Ну какая нормальная мама попросит денег на путевку, зная что ее сын живет как в бараке!!!Я своей маме ничего не рассказывала до самого последнего момента, но когда она все это услышала, то сказала мне чтобы я немедленно уходила оттуда, что его мама все равно любую невестку изживет и он останется один.Люди, что мне делать? Он щас мечется между двух огней. Относится ко мне довольно холодно, а иногда на него находит нежность. Я не могу прямо поднять разговор, потому что не гоже на маму наезжать, он тогда еще больше обозлится на меня. Или правда послать его на 3 буквы и уйти?!",,
Family&Relationships,," Я б ушла уже раза 3 по тексту.Да, родителям надо помагать, но спать на надувном матрасе...Девушка поберегите свое здоровье...Ибо больняа жена никому не нужна....Да можете сами заработать на ремонт и мебель, но это все не оценится...и не поймется...С мамой Вы не найдете общий язык. а сын ее беспрекословно слушает, а потом, не дай Бог родите, будет и ребенок не его...Короче, пока выходные пакуйте вещи и к маме.А Вы я так понимаю не расписаны? Даю гарантию, что и не будете....",,
Family&Relationships,," Автор, я понимаю, что вы настроены уже против матери мужа, но попробуйте сделать по-другому. Пригласите ее к вам в гости на праздник какой-нить, когда ваш муж на работе и пусть посмотрит в каких условиях вы живете. Причем уповайте на то, что мол вот мужа сильно люблю, понимаю, что он работает и т.д., хочется уют ему обеспечить и т.д., а вот в квартире ужас твориться и жить невозможно. Скажите типа, он устает мой хороший, а домой приезжает, а тут вот как плохо. Скажите, что детей завести бы не прочь (думаю, любая свекровь не будет против внуков), но как детей в таких условиях растить?!Вином ее напоите и т.д.Уж точно отношение свое она к вам изменит, только подход найти нужно.Попробовать, конечно, стоит, но...99,9% что не изменит это ситуацию. Вы думаете мама не знает, что сын спит на надувном матрасе? Кроме того, автор, как я понимаю гражданская жена, т.е. для мамы приживалка, которая тянет деньги, ВЫ думаете, что нормальная мать не знает в каких условиях живет ее сын? Ой не поверю...Если он слушает маму, как ее выжить из дома и расстаться с ней....Выхода 2:1) руки в ноги, телик мамин под мышку и искать другого.2) заткнуться, и все самой заработанное тащить в его дом, за свои бабки сделать ремот, купить кровать, покупать путевки себе и детям на отпуск, самой собирать на шубу...изменится все только, сколько Вашей свекрови лет?",,
Family&Relationships,," хоспади, да вы своего счастья не осознаете",,
Family&Relationships,, Свекровка у меня святой человек. После свадьбы мылись в бане она тихонько сказала ещё ращувижу убью прислушалась девем уже1лет люблю еебольше,,
Family&Relationships,," Мама у вашего мужа одна, потому она для него всегда будет в приоритете, а не вы. Жену поменять можно, маму никогда. Я бы не орала тут на форуме, а сама бы уже и мебель купила СЕБЕ и СЕБЕ ремонт сделала, а не мужика пинала, что бы он для вас комфорт обустроил, если он ВАМ нужен.",,
Family&Relationships,," Мне кажется, что наоборот должно быть, родители помогают своим детям, а не тянут с них деньги.",,
Family&Relationships,," Да уж... от маменькиных сынков всегда надо держаться подальше. Или бежать, если угораздило позже понять, что он маменькин сынок. Сколько историй подобных слышала и ни одной с нормальным концом(((. Ищите нормального мужика себе!",,
Family&Relationships,," Тут выход один или вы уходите, или остаетесь с ним и не навязчиво, тихо так, аккуратненько делаете свое дело. Отцепить такого мужчину от мамы крайне тяжело, это требует усилий и времени. Но яро выступая против ее - вы тем самим давите себя... Думайте. вы же должны быть хитрой и знать, чем взять своего мужчину.",,
Family&Relationships,," ваш муж - маменькин сын. А  мама считает его своим. поэтому такая ситуация. Кроме того - свекровь ваша думает, что он обязан ей дарить подарки как МУЖЧИНА. и это грозит неприятностями огроменными.",,
Family&Relationships,,"Вот предположим, вы вторая жена и у вашего мужа, есть ребенок от первого. Скажите, как вы будете относится к его ребенку, будете ли с ним общаться, приглашать к себе в гости или сделаете вид, что его не существует?",,
Family&Relationships,," Рассуждать легко, когда это тебя не касаетсяНе знаю, как бы я себя вела. Думаю, хватило бы ума, не препятствовать общению мужа и ребенка, возможно, сама бы тоже с ним общалась. Ведь, по сути, он ни в чем не виноват, это мама с папой развелись, а не ребенок с отцом.",,
Family&Relationships,," Я не принимала бы в своей семье. Это лично его прошлое, меня оно не касается. кроме того - не забываем что это есть лишняя лазейка для восстановления старого брака или отношений. В моем доме - это только мои дети..))",,
Family&Relationships,, Я не смогла бы принимать и жить (тем более) с чужим ребенком. Может это и плохо - но  себя я не переломаю,,
Family&Relationships,,"Всем привет . Живу с парнем уже год и у негоесть сын 9 лет который живёт с нами. Мальчик хороший но в последнее время такое чувство что он меня ненавидит и хочет избавиться. Иногда голос на меня повышает, не следит за чистотой. Порой я его ударить хочу ,но сдерживаютсь. В общем уже невыносимо. Всегда на нервах.Кто что посоветует",,
Family&Relationships,," Очень сложная ситуация. Придется быть очень мудрой и терпеливой - мальчика разрывает сейчас от целой гаммы чувств - от ревности до, действительно, ненависти. Надо постараться понять мальчика, помнить, что Вы сильнее, взрослее, хоть это и очевидно. Держать себя в руках. Поговорить с мужем - или все-таки парнем??)) - чтобы тот поговорил с сыном. И постараться подружиться. Всем вместе, стать семьей - он должен увидеть в Вас человека, который мог бы стать ему мамой.Вам тяжело, но и ему (ребенку) тоже. Поймите это, посочувствуйте ему и Вам станет чуточку легче",,
Family&Relationships,," Может сходить к психологу? У нас в России это не совсем принято, но многим подобные визиты действительно очень помогают. Так же попросите помощи у мужа. Чтобы он поговорил с сыном.",,
Family&Relationships,," Автор, ну и как сейчас дела с мальчиком обстоят? Все-таки вижу, что время с тех пор как вы писали прошло уже. Ситуация как-нибудь поменялась? Или все по-прежнему?",,
Family&Relationships,," Надо чтобы обязательно муж вам помогал. Если не будет, то тяжело придется. Как хотите, а ребенок отца послушает. Только если вы к тому времени бед не натворите и все же не ударите его или серьезно не поссоритесь.",,
Family&Relationships,," Я бы сказала мужу, чтобы он сам воспитывал своего ребенка. А я бы минимум общалась с ним. Нужен наверное был бы период на то, чтобы переждать ситуацию.",,
Family&Relationships,," Ситуация не из простых. Возможно вам следует обратиться к психологу, а так же в обязательном порядке поговорить с мужем. Возможно у него получится повлиять на ребенка.",,
Family&Relationships,," Я в этом плане все-таки начала бы жесткачить и озвучила бы мужу, что раз он привез ребенка, то будь добр его воспитывать. А отвоевать и бросить воспитание на чужие плечи - дело не хитрое.",,
Family&Relationships,," да нормально это в таком возрасте, просто будь к нему снисходительней. Умней будь , постарайся с ним подружиться. И не навязывайся ему, не мешай, он свободы хочет... а кто в его возрасте не хотел?",,
Family&Relationships,," Сложная ситуация с чужими детьми. Особенно когда у ребёнка такой возраст, когда он начинает взрослеть и вести себя не очень хорошо. Тут родным родителям трудно справиться. не говоря уже о чужих людях. Вам остаётся только набраться терпения, и ждать, когда ребёнок успокоится.",,
Family&Relationships,," Держать себя в руках. и всеми способами пытаться подружиться с ребёнком. Может сейчас неправильно выражусь, и это прозвучит грубо. но попытайтесь купить хорошее отношение ребёнка. Подарками, походами в кино или зоопарк, своим хорошим отношением. Главное не срывайтесь на ребёнка, иначе можете поругаться с мужчиной.",,
Family&Relationships,," ну у мальчика всплеск гормонов - расти начинает, паскудные характера.. Мужу говорите и пытайтесь стать ему другом..",,
Family&Relationships,, Вы смелая женщина. Вот я бы не смогла так. Жить с чужим ребенком - это для меня просто нонсенс.На такое не подписалась бы..,,
Family&Relationships,,"Девочки, понимаю, что ситуации у всех разные и моя не такая серьёзная как бывают, но я не могу простить мужу банальную обиду. У нас не получается с ним нормально поговорить, все беседы заканчиваются быстро и проблема не решается. Муж не идёт на нормальный серьёзный разговор, отшучивается или тупо молчит. Что делать? Молчать и жить дальше или принимать радикальные меры?",,
Family&Relationships,," Радикальные методы, типа уход из семьи, нужно принимать совсем уж в крайних случаях. Конечно не зная людей лично, трудно что-то советовать, но как вариант можно предложить посетить семейного психотерапевта.",,
Family&Relationships,,"Девочки, а кто в вашей семье главный - муж или вы? У нас в принципе я главенствую. Ну в плане того, что отвечаю за бюджет и за мной всегда последнее слово в серьезных вопросах. Мне это нравится, но я при этом не бой-баба и мужа моего нельзя назвать подкаблучником. Со стороны кажется, что у нас равноправие. А у вас как?",,
Family&Relationships,," Я считаю, что надо быть главным в чем-то определенном. В чем разбираешься. Если кто-то в семье лучше умеет распоряжаться бюджетом, то пусть он распоряжается. Если же на кухне лучше готовит, то этот человек будет там главой. Ну и так далее.",,
Family&Relationships,, Я главная на кухне и по детским вопросам. Муж главный в заработке денег и планировании отпуска. У каждого свое место в семье по главенству. И так всем удобнее.,,
Family&Relationships,," А мне бы хотелось, чтобы муж был в семье главным. Я хочу быть ЗА мужем. Не хочу быть сильной женщиной, которые и коня на скаку и в горящую избу войдет. Вот так!",,
Family&Relationships,," Так получается, что я в нашей семье главная, просто быстрее соображаюВ принципе, мне абсолютно все равно, кто будет главным, важно, чтобы в семье все было хорошо, не так ли? Что скажите?",,
Family&Relationships,," У нас каждый главный в своём. Я занимаюсь детьми, семейным бытом. А он зарабатывает деньги. Я живу за мужем. Гвозди я хоть и умею вбивать, но дома у меня всем занимается муж. Иногда я ему уступаю, в некоторых вопросах, а иногда он мне уступает.",,
Family&Relationships,," Вот и у меня так, мы оба главные, оба на работе командуем, поэтому оба дома стараемся слушать и слышать друг друга - иначе ничего не получится.",,
Family&Relationships,," Стараемся так же быть главным каждый в своей сфере, но все же куда пойти, как развлечься, к кому в гости и кто к нам, решаю в большинстве я.",,
Family&Relationships,," Отношения в семье должны строиться на уважении, к любому его члену.. Я 1 лет прожила вместе с бабушкой, очень к ней привыкла, и когда она заявила что хочет уехать в частный пансионат для пожилых жить, к подругам. То я с пониманием отнеслась к ее решению, и сделала так как она хотела",,
Family&Relationships,," Мужчине надо думать, что он главный, это очень важно для стабильных отношений. Вот только, нельзя давать ему повод, совсем не воспринимать ваше мнение, но это все не при помощи скандалов конечно, они же, мужчины, упертые, и будут доказывать, что их мнение единственно верное до белого коления! У нас есть свои женсике методы )) Как было в одной рекламе, ""А если я сказал к маме, значит к маме!""",,
Family&Relationships,," А у нас так: финансовый вопрос - я, воспитание детей - я, готовка - я, ОТДЫХХ - Он. Равноправиеблин.",,
Family&Relationships,," муж работает, я делаю всё остальное, вроде как ладим",,
Family&Relationships,," у нас распределение обязанностей. мы учим друг друга тому, что умеем хорошо, и учимся друг у друга. это дает много совместного времени и очень здорово.",,
Family&Relationships,," Очень здорово, когда у каждого из членов семьи есть своя зона ответственности, тогда при любых неординарных обстоятельствах практически не возникает конфликтов из-за того, что кто-кто чего-то не сделал, чего от него ожидали, и это очень сплочает, гораздо меньше ссор. У нас я , конечно, как мудрая женщина, отдаю бразды правления мужу, всегда стараюсь сделать так, чтобы он чувствовал себя главным, подкрепляю чувство его достоинства, слушаюсь во всем, в чем считаю нужным. Но если в какой-то ситуации я не считаю целесообразным его вариант решения, то сначала соглашаюсь, а потом предлагаю другие, более уместные варианты, но очень ненавязчиво. Девочки, это волшебство, проходит пару дней и мой муж выдает мне мои же решения, только как за свои) и он уверен, что он правильно решил ситуацию. Все довольны и всем хорошо!",,
Family&Relationships,," ""Если вы вместе - никто не круче""Лучше стараться придерживаться золотой середины, чтобы не подавлять ни одного, ни другого",,
Family&Relationships,, Хорошие отношения),,
Family&Relationships,," в целом, если считать по правильному - то должно быть равноправиевот например в моей семье мужик главный , сам все покупает, расчитывает расходы, сам все оплачивает, продуктыи мне это нравитсяне знаю правда какие у вас мужчинки",,
Family&Relationships,,"ситуация такая: каждый раз когда ругаемся с мужем, он с горяча может много сказать :тварь, мразь, и т.д. и всегда звучат слова ""собирай вещи и уё на х...."". потом правда извиняется и снова все хорошо. вчера у мужа был ДР, он напился и оч плохо себя повел. Утром везу его на работу и сообщаю ему, что с ним не разговариваю, и слышу слова "" сейчас приедешь, соберешь вещи и проваливай нах..."" и не знаю что делать.....знаю, что рано или поздно он извинится, а я дура прощу,потому что мне стыдно прийти к родителям, думаю снять квартиру и раз слова уё и развод звучат в ЕГО доме часто, пожить на съемной квартире одной. девочки как быть??может у кого-то было похожее и вы смогли уйти и ваша жизнь поменяласьв лучшую сторону....",,
Family&Relationships,," Если есть работа, снимите квартиру, а вообще как по мне он неадекватен? вы его любите?",,
Family&Relationships,," У меня было раньше такое,только это я мужа постоянно выгоняла,но и было за что конечно,но все равно это того не стоило...сейчас вспоминаю об этом и понимаю,что была не права...муж хоть у меня понимающий, я вспыльчивая,ху..вое у меня настроение,так всем испорчу. Сейчас ребенок,устаю,бывает тоже наору на мужа,а он адекватно реагирует,ну или тоже попиздит на меня. Его скорее всего что то гложет или какие то проблемы,человек не будет таким вспыльчивым,если его что то не волнует. Муж ваш не прав вы том,что он как мужчина должен себя держать в руках. Думаю если он так еще раз,вы собирайте вещи,когда его нет дома. Возьмите все не обходимое,снимите квартиру на трое суток,посмотрите как он будет себя вести. Главное выдержите это время,хотябы 2 дня,покажите,что он не прав и что он может вас потерять. Перед уходом не звоните,напишите записку,будет звонить,отвечайте,но скажите,что вам это все надоело и вы ушли,остальные вещи заберете потом пока решаете с квартирой,что то типо этого скажите. Посмотрим что дальше будет...но думаю,что он запаникуетза кучу ошибок...прошу прощения,не удобно исправлять постоянно",,
Family&Relationships,," А дети у вас есть? Хотя не знаю, мне кажется имело бы смысл дать ему понять что вам это противно... Как крайний вариант - сьемная квартира. А там видно будет)",,
Family&Relationships,," Конечно, съезжайте!",,
Family&Relationships,," Для начала я бы на вашем месте проанализировала: ""а не даю ли я ему постоянно повод так говорить?"" Может быть вы сами говорите или поступаетев ответ на его действияеще более жестоко чем он. А то ведь может быть у вас ситуация как в той поговорке про бревно в собственном глазу. Если нашли за собой огрехи, то исправляйте. Если такихнет - поздравляю. В этом случае я нашла бы работу (если таковой нет). В следующий раз, когда он вас попросит из дома, то: 1)встали исобрали вещи 2) уехали на съемную квартиру/к родителям/к подруге/в гостиницу (все зависит от дохода, возможностей и желаний) 3) пару дней не отвечать на звонки и письма мужа (если таковые будут).Вообще честно говоря, я не верю,что в тот момент, когда мужчина в семье оскорбляет/выгоняет/обижает женщину, женщина стоит и смотрит в пол потупив глазки. Зачастую на мужчину выливается не меньший ушат грязи в ответ. Но если в вашем случае не так, то я бы ушла. И когда он придети будет просить вас вернуться назад, то я бы согласилась, но с оговоркой, что в следующий раз, когда он будет опять выгонять, то вы уйдете уже навсегда. Соберете вещи и подадите на развод. И иже с ним. Только надо точно понимать, что это не должно быть блефом. Ведь если вы вернетесь во второй, третий раз и т.д., то он поймет, что сколько бы раз он вас не выгонял, вы все равно к нему привязаны.",,
Family&Relationships,, Вот оно вам надо - так себе нервы трепать?Я бы плюнула и ушла уже.Если человек вас настолько не уважает - дальше только хуже будет.,,
Family&Relationships,," Моя знакомая ушла от такого мужа, вместе с ребенком.... Было очень тяжело... Она взяла ипотеку, сначала она эту квартиру сдавала пару лет, а сама жила с родителями. Потом переехала туда сама и потихоньку все выплатила.А почему это собственно он вас выгоняет? Квартира его или была куплена во время брака? Какие у вас права на нее? Если прав нет и муж так себя ведет, то мой вам совет: начните потихоньку деньги откладывать на ""черный день"", но только чтобы он об этих деньгах не знал. Если когда-нибудь вам все это надоест, вам с этим маленьким капиталом будет полегче (возможно даже сможете оплатить первоначальный взнос в банке на покупку квартиры).",,
Family&Relationships,," Моя подруга живет примерно по такому же сценарию, причем это повторяется уже не с одним потенциальным мужем. Плачется мне в жилетку и спрашивает совета)) может я плохой советчик, но в её жизни ничего не меняется. Да и с самооценкой у нее туго. Подругу жаль, думаю может посоветоватьей профессиональную помощь?! У кого-нибудь есть опыт? Подскажите, пож.",,
Family&Relationships,," Да тут советами не поможешь, тут реально профессионалам надо разбираться, а подруге работать над собой, такие ситуации, да еще когда онипостоянно регулярно случаются, с потолка не берутся. Вы из Москвы? Я в свое время обращалась к психогенетику, могу дать контактные данные.",,
Family&Relationships,," Да, я живу в Москве. К психогенетику?))) А это что? не обычный психолог? И как вам помогли, ходили на консультацию?",,
Family&Relationships,," Нет, не совсем психолог... Там другое. Я ходила к Анастасии Рысевой, да там были консультации, мы работали по методу, который она практикует. Это долго объяснять, но если кратко, то все наши проблемы, весь негативный опыт, в отношениях и не только -предопределен до рождения еще, заложено это генетически. То есть чтобы изменить ситуацию, надо для начала разобраться, как сложился этот закон проживания, и уже сознательно подходить к замене его на положительный, т.е. тоткоторый принесет нужные результаты. В одиночку не разобраться, но лично мне консультации помогли, изменения значительные пошли буквально сразу, думаю и для вашей подруги это сработает.",,
