en,ru
"Oh, that does happen.","О, такое действительно случается."
Yeah.,Да.
"And, uh, you know, it was a real hush-hush thing","И, э-э, вы знаете, это было действительно засекречено"
Yeah.,Да.
"and then, I was wondering why my mother always referred to, you know, his second wife as that hussy.","и потом, мне было интересно, почему моя мать всегда называла, ну, вы знаете, его вторую жену этой потаскухой."
"You know, my neighbors across the street, their mother was sick at times,","Вы знаете, мои соседи через дорогу, их мать иногда болела,"
"and they, they couldn't handle her.","и они, они не смогли с ней справиться."
"So they put her in a home,","Поэтому они поместили ее в приют,"
"and then, uh, the old Frenchman, he'd get a little drunk look round at his kids, Oh, you still need your mother.","а потом, э-э, старый француз, он немного напивался, оглядывался на своих детей, о, тебе все еще нужна твоя мать."
"And that happens a lot when people are sick or they just real manic-depressants, they end up being put in homes,","И это часто случается, когда люди больны или просто принимают настоящие маниакально-депрессивные препараты, их в конечном итоге помещают в дома престарелых,"
"and it's like, oh, well.","и это что-то вроде: ""О, хорошо."
Yeah.,Да.
"But that's,","Но это,"
"it's, it's,","это, это,"
"I'm really glad that I come from an area where, um, that there's good people in the homes.","Я действительно рад, что я родом из района, где, гм, в домах живут хорошие люди."
"But it's just as,","Но это так же, как,"
"it doesn't matter if it is, like you say, the best place, they still don't want to go to these homes.","неважно, что это, как вы говорите, лучшее место, они все равно не хотят идти в эти дома."
"And my grandmother's real, there,","И моя бабушка настоящая, там,"
"I mean, she cries every day.","Я имею в виду, она плачет каждый день."
"This has been over a year,","Это было больше года назад,"
and she tries to make me feel really guilty.,и она пытается заставить меня почувствовать себя по-настоящему виноватым.
"But I have to, you know, I have to put my foot down, where, where my life begins.","Но я должен, ты знаешь, я должен поставить свою ногу там, где начинается моя жизнь."
"I mean, if that was my mother, I would really feel a lot more responsible.","Я имею в виду, если бы это была моя мать, я бы действительно чувствовала себя намного более ответственной."
I would probably take care of my mother.,"Я бы, наверное, позаботился о своей матери."
"I don't really, um,","Я на самом деле не... эм,"
"when my father, when something,","когда мой отец, когда что-то,"
"if anything happens to him, I don't want him put in a nursing home just for the fact I don't really want to go and visit him at a nursing home.","если с ним что-нибудь случится, я не хочу, чтобы его поместили в дом престарелых только потому, что на самом деле я не хочу навещать его в доме престарелых."
"And hopefully that he can, uh, get along with, uh, in-house help.","И надеюсь, что он сможет, э-э, поладить с, э-э, внутренней помощью."
"So, he's going to probably, hopefully set it up so that he will be able to pay someone to come in and stay with him probably for sixteen hours a day, because I think that's the best situation, is when you're, you get that old and you've been independent your whole life, you don't want to go into a home, because, like I say, my father's eighty,","Итак, он, вероятно, надеюсь, устроит все так, что сможет заплатить кому-нибудь, чтобы тот приходил и оставался с ним, вероятно, по шестнадцать часов в день, потому что я думаю, что это лучшая ситуация, когда ты становишься таким старым и всю свою жизнь был независимым. жизнь, ты не хочешь идти в приют, потому что, как я уже сказал, моему отцу восемьдесят,"
and he's really active.,и он действительно активен.
"He still has his driver's license here,","У него все еще здесь его водительские права,"
"I mean, you wouldn't believe what he does.","Я имею в виду, вы не поверите, что он делает."
He actually tows cars.,Он действительно буксирует машины.
"And, as the years go on, the tow trucks got better, more easier,","И с годами эвакуаторы становились все лучше и проще,"
and he went out and bought himself a flat bed one,и он пошел и купил себе однокомнатную квартиру с плоской кроватью
so he won't have to do very much work.,так что ему не придется делать очень много работы.
"So someone like that, they, I really don't want to see them go in a home.","Так что кто-то вроде этого, они, я действительно не хочу видеть, как они попадают в приют."
"He's got two dogs that are his constant companions,","У него есть две собаки, которые являются его постоянными компаньонами,"
and he always replaces them.,и он всегда заменяет их.
"You know, I've had like, over the past thirty years I've had, you know, about seven or eight different dogs all the time.","Вы знаете, за последние тридцать лет у меня было, знаете ли, около семи или восьми разных собак постоянно."
"And it's like,","И это похоже на,"
"you know, it's oops,","ты знаешь, это упс,"
Dad's got these two,У папы есть эти два
and the old dies,и старое умирает
"and the young one goes for a while,","и молодой уходит на некоторое время,"
and he gets another one.,и он получает еще один.
So I can't see him without his animals.,Так что я не могу видеть его без его животных.
Even though it's very expensive to stay at home mentally it's just the best thing for you.,"Даже при том, что оставаться дома мысленно очень дорого, это просто лучшее, что для вас есть."
Yes.,Да.
I know.,Я знаю.
"I mean, when you get on in your years it's the only thing you really have,","Я имею в виду, когда ты преуспеваешь в свои годы, это единственное, что у тебя действительно есть,"
"and I'm thinking when I get older, I, I, I think if brought all my precious belongings with me, I think I could live in a home.","и я думаю, когда я стану старше, я, я, я думаю, что если бы взяла с собой все свои драгоценные вещи, я думаю, я могла бы жить в собственном доме."
"I don't want to be a selfish, you know, a burden on anyone.","Я не хочу быть эгоисткой, знаете ли, обузой для кого бы то ни было."
"That's what I think, because I see what my grandmother puts me through,","Это то, что я думаю, потому что я вижу, через что моя бабушка заставляет меня проходить,"
"and I'm saying that when I get older I could probably make the best of this place, I mean.","и я говорю, что, когда я стану старше, я, вероятно, смогу извлечь из этого места максимум пользы, я имею в виду."
"And of course, it's institutional food,","И, конечно же, это официальная еда,"
"and everybody hates it,","и все это ненавидят,"
and it's so ironic is that they go in there and they lose weight.,"и это так иронично, что они идут туда и теряют вес."
Yeah.,Да.
"It's really, it's a bad thing,","Это действительно, это плохо,"
"but when they go into the homes they lose weight, and, because of the institutional food, you know.","но когда они попадают в дома престарелых, они теряют вес, и, знаете ли, из-за питания в учреждениях."
"I think it's fine,","Я думаю, что все в порядке,"
"but, you know, my taste buds are pretty, uh, flexible,","но, знаешь, мои вкусовые рецепторы довольно, э-э, гибкие,"
"and here they are, they're always used to these old fashioned foods.","и вот они здесь, они всегда привыкли к этим старомодным блюдам."
"They're very set in their ways and used to have what they could get at home,","Они очень тверды в своих взглядах и привыкли иметь то, что могли получить дома,"
"and now they're feeding them, um, quiche and all kinds of strange food that we would eat.","а теперь они кормят их, гм, пирогом с заварным кремом и всякой другой странной едой, которую мы бы съели."
Yeah.,Да.
"Just,","Просто,"
"they don't feed them the old people food, the chicken and biscuits, and things like that.","они не кормят их едой для стариков, курицей с печеньем и тому подобными вещами."
"That's, that's the thing my grandmother really misses, I mean, really growls about.","Это, это то, по чему моя бабушка действительно скучает, я имею в виду, по-настоящему ворчит."
"Yeah,","Да,"
"my mother has made similar statements, that she doesn't want to become a burden to the family.","моя мать делала аналогичные заявления о том, что она не хочет становиться обузой для семьи."
"You know, Just put me out to pasture, or shoot me, or something, you know.","Ты знаешь, просто отправь меня на пастбище, или пристрели меня, или еще что-нибудь, ты знаешь."
are the lines that come from her.,"это строки, которые исходят от нее."
"And, uh and I tell her, you know, No problem, Mom, always got a place for you.","И, э-э, и я говорю ей, знаешь, без проблем, мам, для тебя всегда найдется местечко."
Oh.,Ой.
"Yeah,","Да,"
"I know, if, if, if people would think ahead of time and do things like that, like build the in-law apartment and have it on, you know, one floor and really easy access.","Я знаю, если бы, если бы, если бы люди думали заранее и делали подобные вещи, например, строили квартиру для свекрови и располагали ее, знаете, на одном этаже с действительно легким доступом."
"Well, that's what I'm telling my father now.","Что ж, это то, что я сейчас говорю своему отцу."
"He needs a new floor in his bathroom,","Ему нужен новый пол в ванной,"
so you can get in and out ...,так что вы можете входить и выходить...
"Okay,","Окей,"
"what kind of books do you like to read, for enjoyment?",какие книги вы любите читать для удовольствия?
"Uh, mainly, the, the books I read are, uh, business related, or self improvement.","Э-э, в основном, книги, которые я читаю, э-э, связаны с бизнесом или самосовершенствованием."
Uh-huh,Ага
"Um, I've got a, a, uh, small company on the side that I, that I do things with,","Эм, у меня есть, эм, небольшая компания на стороне, с которой я, с которой я кое-что делаю,"
"so, uh, a lot of the reading that I, I do has to do with, um, how can I, uh, do better at, at my small-time business uh, important issues such as a, you know taxes and, business expenses and all those kind things.","итак, э-э, многое из того, что я читаю, связано с тем, э-э, как я могу, э-э, добиться большего успеха в моем мелком бизнесе, э-э, с такими важными вопросами, как, ну, вы знаете, налоги и деловые расходы и все подобные вещи."
What kind of business is it?,Что это за бизнес такой?
Uh-huh.,Угу.
"Well, that sounds that sounds fun","Что ж, это звучит, звучит забавно"
What kind of business is it?,Что это за бизнес такой?
"Um, I've got a, uh, small distributorship, uh.","Эм, у меня, эм, небольшая дистрибьюторская компания, эм."
Uh-huh.,Угу.
"I, uh, sell a, uh, healthy cookie on the side.","Я, э-э, продаю, э-э, полезное печенье на гарнир."
Really?,Действительно?
"And, uh, I have a few health food stores that I send it to.","И, э-э, у меня есть несколько магазинов здорового питания, куда я его отправляю."
"I can buy the cookies in a larger quantity than they can,","Я могу купить печенье в большем количестве, чем они могут,"
Uh-huh.,Угу.
"so I can get a deal from the, uh, from the from the supplier,","так что я могу заключить сделку с, э-э, с поставщиком,"
"Well, that's interesting.","Что ж, это интересно."
and then I distributed them,а потом я раздал их
"and then I I get, I can sell them at a cheaper price.","и тогда я понимаю, что могу продать их по более низкой цене."
"Plus I've got a, uh, drinking water system business that I've had on the side for years that I've done.","Плюс у меня есть, э-э, бизнес по производству систем питьевого водоснабжения, которым я занимался на стороне в течение многих лет."
A what?,Что?
"A drinking water business,","Бизнес по производству питьевой воды,"
"uh, yeah","о, да"
"Oh, really?","О, правда?"
Yeah.,Да.
Well that sounds interesting,"Что ж, это звучит интересно"
My mom always wants me to open a health food store,"Моя мама всегда хочет, чтобы я открыла магазин здоровой пищи"
"but, I'll, I'm not really into it,","но, я буду, мне это не очень нравится,"
"I don't know the I don't know that much about it,","Я не знаю, я не так уж много знаю об этом,"
"so anyway but, well that's interesting.","так или иначе, но, что ж, это интересно."
"I, personally, I like mostly um,","Я, лично, мне нравится в основном эм,"
"if I had a book of my choice, I like books, I go to the library a lot","если бы у меня была книга по моему выбору, я люблю книги, я часто хожу в библиотеку"
"and it seems like I always, I never go to the fiction section,","и кажется, что я всегда, я никогда не захожу в раздел художественной литературы,"
"I mean that to me is just ridiculous,","Я имею в виду, что для меня это просто смешно,"
"it's like, life is to interesting to read fiction","это похоже на то, что жизнь слишком интересна, чтобы читать художественную литературу"
Uh-huh.,Угу.
"but I always get books like, um,","но я всегда получаю такие книги, как, эм,"
"I like to quilt,","Мне нравится стегать одеялом,"
well I'm not into quilting,"ну, я не увлекаюсь квилтингом"
but I check a lot of books out to learn how.,"но я просматриваю множество книг, чтобы узнать, как это делается."
"I just haven't done it yet because it seems to monstrous to do with a book,","Я просто еще не сделал этого, потому что это кажется чудовищным делать с книгой,"
"but I like to, um, can and do food preservation,","но мне нравится, гм, консервировать продукты и делать это,"
"and mostly canning just for fun to go pick the things and just to have fun doing it and to give them as gifts and stuff,","и в основном консервируют просто ради удовольствия, чтобы пойти и выбрать что-нибудь, просто чтобы повеселиться, делая это, и дарить это в качестве подарков и все такое,"
and I like to check books out like that,и мне нравится вот так проверять книги
"and I always come away with,","и я всегда ухожу с,"
I'm a Christian,Я христианин
"and I enjoy reading books about um,","и мне нравится читать книги об эм,"
I have a real heart for people involved in cults,"Я искренне сочувствую людям, вовлеченным в культы"
Uh-huh.,Угу.
"and, so I have a real, you know, heart for them,","и поэтому у меня, знаете ли, к ним настоящее сердце,"
and I'm going to bring my Mormon neighbors some Amish bread today,и сегодня я собираюсь принести своим соседям-мормонам немного хлеба амишей
and that's just where my heart is,"и это как раз то место, где находится мое сердце"
"so, I read a lot of books on that","итак, я прочитал много книг на эту тему"
"and, you know Christian books written by people about, you know to help you out and stuff","и, вы знаете, христианские книги, написанные людьми о том, чтобы, вы знаете, помочь вам и все такое"
and I read the Bible.,и я читаю Библию.
I don't read the Bible as much as I should,"Я не читаю Библию так много, как следовало бы"
but but I think I would always think that no matter what I did,"но но я думаю, что всегда буду думать, что бы я ни делал"
"so, but I do enjoy reading that","итак, но мне действительно нравится читать это"
"and, so pretty much we have different interests, I think, in reading,","и, так что, я думаю, у нас в значительной степени разные интересы в чтении,"
"like a but, and I have a neighbor with a big motorbike","как ""но"", и у меня есть сосед с большим мотоциклом"
Sounds like it.,Похоже на то.
and he likes to run down the street with it,и ему нравится бегать с ним по улице
"and you, you can probably hear him.","и ты, ты, наверное, можешь его слышать."
"But, um, I don't know","Но, эм, я не знаю"
so. Do you enjoy reading anything like that? Um.,так. Вам нравится читать что-нибудь подобное? Хм.
"Um, I haven't really read anything like that in, in, in years.","Хм, на самом деле я не читал ничего подобного уже много лет."
"There was a time when I was really into the home things,","Было время, когда я по-настоящему увлекалась домашними делами,"
Uh-huh.,Угу.
"and I did, uh, had my own garden","и у меня действительно, э-э, был свой собственный сад"
"and I did canning, all those kind of things.","и я занимался консервированием, всеми подобными вещами."
"That was when I was about, uh, ten years younger","Это было, когда я был примерно, э-э, на десять лет моложе"
"and uh, I had,","и, э-э, у меня был,"
"Thirty or younger, Is that what you said?","Тридцать или меньше, это то, что ты сказал?"
"About ten years younger,","Примерно на десять лет моложе,"
yeah.,да.
"Oh, ten years younger,","О, на десять лет моложе,"
"oh, that's funny.","о, это забавно."
"And, uh, uh, the problem that I've had in the past with, uh, my children growing up and moving out of the house and, and still having three left at home, out of the five,","И, э-э, э-э, проблема, с которой я сталкивался в прошлом, когда мои дети росли и переезжали из дома, и у меня все еще оставались трое дома из пяти,"
Uh-huh.,Угу.
"um, I've tried to devote more time to them and trying to get them interested in, in reading more and, and spending more time at the library","хм, я старался уделять им больше времени и пытался заинтересовать их больше читать и проводить больше времени в библиотеке"
"and it,","и это,"
"I've been moderately successful, uh, with my daughter and with my son, they both have different interests in books","Я был умеренно успешен, э-э, со своей дочерью и с моим сыном, у них обоих разные интересы к книгам"
Uh-huh.,Угу.
"but, um, they, they, uh, they do read them.","но, эм, они, они, эм, они действительно их читают."
"Um, I have some books on, on health that I read all the time.","Эм, у меня есть несколько книг о здоровье, которые я читаю постоянно."
"One's on vitamins that are good for you and that kind of thing,","Один из них на витаминах, которые полезны для вас, и тому подобном,"
"Oh, really?","О, правда?"
"Yeah,","Да,"
"Yeah,","Да,"
"Maureen Solomon . I had a, a friend of mine has a book by her right now called FOODS THAT HEAL.","Морин Соломон. У меня была, у моей подруги сейчас есть ее книга под названием ""ПРОДУКТЫ, которые ИСЦЕЛЯЮТ""."
"They eat a lot of it,","Они едят его в большом количестве,"
"you know, you can take your vitamins","знаешь, ты можешь принимать свои витамины"
"and she was telling me to take zinc,","и она советовала мне принимать цинк,"
"so, anyway I've been taking enough zinc, you know to kill a horse probably","так или иначе, я принимаю достаточно цинка, чтобы, наверное, убить лошадь"
I hope it doesn't hurt me,"Я надеюсь, что это не причинит мне боли"
"but, anyway, I did read one chapter of that","но, как бы то ни было, я прочитал одну главу из этого"
"There's a, uh, a couple called, um, oh,","Есть, э-э, пара по имени, э-э, о,"
Uh-huh.,Угу.
"um, and, uh, there's a book called LIFE EXTENSIONS,","эм, и, эм, есть книга под названием ""ПРОДЛЕНИЕ ЖИЗНИ"","
"I don't know if you've ever heard of it,","Я не знаю, слышали ли вы когда-нибудь об этом,"
"No,","Нет,"
I haven't.,У меня нет.
Okay.,Хорошо.
It's a book called LIFE EXTENSIONS.,"Это книга под названием ""ПРОДЛЕНИЕ ЖИЗНИ""."
"There's also a book called THE LIFE EXTENSION COMPANION,","Есть также книга под названием ""КОМПАНЬОН по ПРОДЛЕНИЮ ЖИЗНИ"","
Uh-huh.,Угу.
"Uh, Dirk Pearson and,","Э-э, Дирк Пирсон и,"
"oh, I forgot Sally's last name, anyway it's a couple.","о, я забыла фамилию Салли, в любом случае, это пара."
"I've, I've seen them on T V,","Я, я видел их по телевизору,"
"and, uh, they they are pretty down to earth about uh, what you can take and, and what you can't take","и, э-э, они, они довольно приземлены в том, э-э, что ты можешь вынести и, и чего ты не можешь вынести"
The quantities,Количества
"and,","и,"
"and,","и,"
What's the name of it again?,"Напомни, как это называется?"
"Um, LIFE EXTENSIONS.","Эм, ПРОДЛЕНИЕ ЖИЗНИ."
LIFE EXTENSIONS?,ПРОДЛЕНИЕ ЖИЗНИ?
"Uh, yeah,","О, да,"
"he's probably about forty years old now,","сейчас ему, наверное, около сорока лет,"
Uh-huh.,Угу.
"I saw him probably seven years ago, on Johnny Carson show","Я видел его, наверное, лет семь назад, в шоу Джонни Карсона"
Uh-huh.,Угу.
"Oh, really?","О, правда?"
"and, uh, I was pretty impressed.","и, э-э, я был очень впечатлен."
"He had a,","У него был,"
"he,","он,"
"before he started out on his experiments he had a battery of tests done on his body to determine the age of each one of his organs you know based on how well it was performing,","прежде чем он приступил к своим экспериментам, он провел ряд тестов на своем теле, чтобы определить возраст каждого из его органов, вы знаете, основываясь на том, насколько хорошо они функционировали,"
Uh-huh.,Угу.
Uh-huh.,Угу.
"and then he embarked on this, uh, vitamin treatment","а потом он начал это, э-э, витаминное лечение"
"and then every year he had the same tests run,","а потом каждый год у него проходили одни и те же тесты,"
Uh-huh.,Угу.
"and at the age of thirty-two, I think it was, his, um, heart was that of a fourteen year old","и в возрасте тридцати двух лет, я думаю, это было, его, гм, сердце принадлежало четырнадцатилетнему подростку"
Really?,Действительно?
"and all the rest of his organs were all greatly, you know, all tested out greatly below his actual age.","и все остальные его органы были значительно, вы знаете, все протестированы значительно моложе его фактического возраста."
"And, of course, Sally, uh, isn't a very big woman,","И, конечно, Салли, э-э, не очень крупная женщина,"
Uh-huh.,Угу.
"I mean, she's, you know, she appeared to me to be very petite","Я имею в виду, она, вы знаете, она показалась мне очень миниатюрной"
"and um, she took a horse shoe and, and turned it, turned it into an S,","и эм, она взяла подкову и, и повернула ее, превратила в букву ""С"".,"
"Oh, really?","О, правда?"
"and, uh, it was all from taking the right vitamins and things that, that give you the strength,","и, э-э, все это было от приема правильных витаминов и прочего, что придает тебе сил,"
"and, of course, doing Isometric exercises, uh, together they both exercised about five minutes a day, doing Isometrics rather than, you know physical strenuous exercises.","и, конечно, выполняя изометрические упражнения, э-э, вместе они оба занимались около пяти минут в день, выполняя изометрические упражнения, а не, ну, вы знаете, физические нагрузки."
Really?,Действительно?
"I know there's not any food that you can get,","Я знаю, что здесь нет никакой еды, которую ты можешь достать,"
"and it's grown on good soil hardly anymore,","и вряд ли он уже вырос на хорошей почве,"
"and I know my, my husband's uncle owns some acreage in, a, Eastland, Texas, which is in West Texas,","и я знаю, что дядя моего мужа владеет некоторыми земельными участками в Истленде, штат Техас, который находится в Западном Техасе,"
owns,владеет
Uh-huh.,Угу.
"and he owns a lot of acreage that's been farmed properly, you know","и у него много посевных площадей, которые были должным образом обработаны, вы знаете"
Yes.,Да.
"and, uh, we get black-eyed peas off of it and stuff","и, э-э, мы получаем из него черноглазый горошек и все такое"
"but, I know that, you know, the further we go from Adam the worse the food is for you,","но я знаю, что, знаешь ли, чем дальше мы уходим от Адама, тем хуже для тебя еда,"
but God still somehow makes us all be able to still live.,"но Бог все еще каким-то образом делает так, чтобы мы все еще могли жить."
"I think it's a miracle we're all still alive after so many generations,","Я думаю, это чудо, что мы все еще живы после стольких поколений,"
"well the last couple of processed foods,","ну, последняя пара обработанных пищевых продуктов,"
"you know, I mean, but, I don't know.","ты знаешь, я имею в виду, но я не знаю."
"I like to, I like to,","Мне нравится, мне нравится,"
"my,","мой,"
"I like to be able to eat really healthy,","Мне нравится иметь возможность питаться по-настоящему здоровой пищей,"
Uh-huh.,Угу.
"you know, I think Jesus is the only one that can make this earth be restored to what it should be,","вы знаете, я думаю, что Иисус - единственный, кто может восстановить эту землю такой, какой она должна быть,"
"but, uh, in the meantime we pray over our food because I'm always looking down my plate","но, э-э, тем временем мы молимся над нашей едой, потому что я всегда смотрю в свою тарелку"
"and I think man this stuff was probably grown in who knows what, you know, kind of environment","и я думаю, чувак, что это вещество, вероятно, было выращено в бог знает какой, ну, ты знаешь, среде"
but I do take some vitamins on the side,но я принимаю некоторые витамины на стороне
"and, I do like reading books like that I just, I have a hard time, a lot of the books are real new age oriented like Mother Earth","и мне действительно нравится читать подобные книги, просто мне нелегко, многие книги по-настоящему ориентированы на нью-эйдж, как Мать-Земля."
and we're going to restore the earth.,и мы собираемся восстановить землю.
I just don't see that.,Я просто этого не вижу.
"I think, I mean, I think to think that is almost,","Я думаю, я имею в виду, я думаю, что думать, что это почти,"
"it's hopeless to think that man can do anything with the,","безнадежно думать, что человек может сделать что-либо с помощью,"
you know what I'm saying?,"ты понимаешь, о чем я говорю?"
Yes.,Да.
It's,Это
and I think God's in charge,"и я думаю, что Бог здесь главный"
and God's going to restore it when he wants to,"и Бог собирается восстановить это, когда он захочет"
"so sometimes I get bogged down in the, you know, in the ideology that motivates a lot of health food and motivates a lot of vitamin taking,","поэтому иногда я увязаю, знаете ли, в идеологии, которая мотивирует большое количество здоровой пищи и прием большого количества витаминов,"
"but, you know there's a balance in it sometimes I read stuff like that","но, вы знаете, в этом есть баланс, иногда я читаю подобные вещи"
"and then I just chunk off like water off your back, some of it,","а потом я просто скатываюсь, как вода с твоей спины, часть этого,"
"and, you know, and try and do what's, what I can do out of it that's practical,","и, вы знаете, и попытаться сделать то, что я могу сделать из этого практичного,"
"Yeah,","Да,"
"there's,","есть,"
"I've, I've read a lot of things, um, since I got involved in the water business back in eighty-three,","Я... я много чего прочитал, эм, с тех пор, как занялся водным бизнесом в восемьдесят третьем,"
Uh-huh,Ага
"um, and it's amazing that the, the legislation they have, um, for food that doesn't apply to water,","хм, и это удивительно, что законодательство, которое у них есть, хм, в отношении продуктов питания, не распространяется на воду,"
they don't consider water a food,они не считают воду пищей
Uh-huh.,Угу.
"and, uh, the basics premise is that if water was a food it would be, you know, they wouldn't be able to sell it to you through your pipes because it's toxic Um, chlorine,","и, э-э, основная предпосылка заключается в том, что если бы вода была пищей, то, знаете ли, они не смогли бы продавать ее вам по вашим трубам, потому что она токсична, э-э, хлор,"
Because it's what?,Потому что это что?
It's toxic.,Это токсично.
"It's a,","Это,"
Oh.,Ой.
"I don't know if your on city water,","Я не знаю, есть ли у вас городская вода,"
"city water has chlorine in it,","в городской воде содержится хлор,"
"chlorine, causes cancer,","хлор, вызывает рак,"
Uh-huh.,Угу.
Uh-huh.,Угу.
"they know that,","они знают, что,"
they've proven that.,они доказали это.
"Um, yet their saying well we're putting such low doses in there, that, well, you don't have to worry about dying from it.","Хм, и все же они говорят, что мы вводим туда такие низкие дозы, что, ну, вам не нужно беспокоиться о том, что вы от этого умрете."
Uh-huh,Ага
"The problem is that I've, that I've read books that, uh, have proven that there is a link between the ingestation of chlorine and arteriosclerosis, which is heart attack,","Проблема в том, что я, что я читал книги, которые, э-э, доказали, что существует связь между употреблением хлора и атеросклерозом, то есть сердечным приступом,"
Uh-huh,Ага
Um.,Хм.
"and if you look at the history of hear attacks, heart attacks were nonexistent prior to nineteen twenty, *typo hear heart","и если вы посмотрите на историю сердечных приступов, сердечных приступов не было до тысяча девятьсот двадцатого года, * опечатка hear heart"
Really?,Действительно?
"and we started doing, um, large quantities of chlorination of water starting around, uh, where we experimented with it in nineteen oh three and nineteen thirteen most of the major cities had chlorinated water.","и мы начали проводить, гм, хлорирование воды в больших количествах, начиная примерно с того, гм, где мы экспериментировали с этим в тысяча девятьсот третьем и тысяча девятьсот тринадцатом годах, когда в большинстве крупных городов была хлорированная вода."
Really?,Действительно?
"You know I bet that's why we have some friends that eat only,","Знаешь, бьюсь об заклад, именно поэтому у нас есть друзья, которые едят только,"
"I just took this Amish bread out of the oven,","Я только что достала этот амишский хлеб из духовки,"
"man, it's going to be good.","чувак, это будет хорошо."
"I had a starter that friend of mine made,","У меня была закуска, которую приготовил мой друг,"
"anyway, uh, I had a friend that read a book on that","в общем, у меня был друг, который прочитал книгу об этом"
"and, um, I've,","и, эм, я,"
all my relatives my,"все мои родственники, мой"
"you know, you probably read BACK TO EDEN or something,","знаешь, ты, наверное, читал ""НАЗАД В ЭДЕМ"" или что-то в этом роде,"
"I don't know,","Я не знаю,"
"we read a lot,","мы много читаем,"
I know people have read all those books,"Я знаю, что люди читали все эти книги"
"but, the, um,","но, эм,"
"they they drilled a well, I don't know how many feet","они пробурили скважину, я не знаю, на сколько футов"
"but it's three or four times deeper than it needed to be,","но это в три или четыре раза глубже, чем должно было быть,"
Uh-huh.,Угу.
"and so their water comes out,","и так их вода выходит наружу,"
"they live in Grand Prairie,","они живут в Гранд-Прери,"
"but it's,","но это,"
"they live kind of in a, the planes go right over from D F W,","они живут вроде как в а, самолеты летают прямо из D F W,"
"so it's not real developed,","так что это не по-настоящему развито,"
"and so they have a, probably half an acre,","и так у них есть, наверное, пол-акра,"
"Yeah,","Да,"
I'm very familiar with the area.,Я очень хорошо знаком с этим районом.
"and, yeah,","и, да,"
and they drilled this well,и они пробурили эту скважину
"and the water comes out at thirty-two degrees,","и вода выходит при температуре тридцать два градуса,"
so it's kinds of neat.,так что это в некотором роде опрятно.
"Would that be healthier do, to do that, to drill your own fresh water well like that?","Было бы полезнее сделать это, пробурить вот так свою собственную скважину с пресной водой?"
"It depends, a lot of, uh, a lot of things were thought that, uh, as,","Это зависит от того, что многие, э-э, многие вещи считались, э-э, как,"
"you know, the farmers thought, okay, we got chemicals, we're putting chemicals on the field,","вы знаете, фермеры подумали: хорошо, у нас есть химикаты, мы распыляем химикаты на поле,"
well the ground will naturally filter out the of ...,"хорошо, что земля естественным образом отфильтрует влагу..."
"Uh, what kind of house do you live in?","Э-э, в каком доме ты живешь?"
"Uh, we live in a one story, just like a style home, you know, the standard Texas, uh, Fox and Jacobs.","Э-э, мы живем в одноэтажном доме, прямо как в стиле Техаса, ну, вы знаете, стандартный техасский, э-э, Фокс и Джейкобс."
"Oh, yeah.","О, да."
"With, with a yard and fence.","С, с двором и забором."
How about you guys?,"Как насчет вас, ребята?"
Are you in a apartment or a home?,Вы находитесь в квартире или дома?
"I'm in an apartment in, uh, Plano.","Я нахожусь в квартире в, э-э, Плано."
"Well, they say those are easy to or difficult to find.","Ну, они говорят, что их легко или трудно найти."
"Yeah,","Да,"
"they are, if, uh,","они есть, если, э-э,"
kind of depends on what you're looking for.,"отчасти зависит от того, что вы ищете."
"Mine's just a one bedroom place,","У меня всего лишь квартира с одной спальней,"
"that's, uh,","это, э-э,"
How are rents doing?,Как обстоят дела с арендной платой?
I haven't looked at rents in a long time.,Я уже давно не смотрел на арендную плату.
"Uh, it's hard for me to tell, because I haven't rented in, uh, probably twenty, twenty-five years","Э-э, мне трудно сказать, потому что я не снимал квартиру, э-э, наверное, лет двадцать-двадцать пять"
