en,ru
"My wife has spent probably I don't know how many hours in the last two or three weeks canning pears, because there were so many of them,","Моя жена потратила, наверное, я не знаю, сколько часов за последние две или три недели на консервирование груш, потому что их было так много,"
and I have been totally engulfed with Golden Delicious apples.,и я была полностью поглощена яблоками Golden Delicious.
"I just couldn't handle the, the amount of them we got this year.","Я просто не мог справиться с тем количеством, которое мы получили в этом году."
It's really been a remarkable year.,Это действительно был замечательный год.
"Well, I bet you could answer a question for me.","Что ж, держу пари, ты мог бы ответить мне на один вопрос."
What's a good apple to bake pies with?,С каким яблоком лучше всего печь пироги?
"I use my Golden Delicious,","Я использую свой ""Голден Делишес"","
and they make delicious pies.,и они пекут вкусные пироги.
Are there 'n,Есть ли 'n
there's an,там есть
"Okay, um,","Ладно, эм,"
do you participate in family reunions?,участвуете ли вы в семейных встречах?
I did for years.,Я делал это в течение многих лет.
I don't have enough family left to have them.,"У меня осталось недостаточно семьи, чтобы иметь их."
Uh-huh.,Угу.
But.,Но.
"Did you, uh,","Ты, э-э-э,"
"were they far away,","были ли они далеко,"
were they close?,были ли они близки?
"Well, I come from a family that was very large in Bell County","Ну, я происхожу из очень многодетной семьи в округе Белл"
Uh-huh.,Угу.
"and, and my grandfather came to Bell County on a covered wagon and had ten children,","и мой дедушка приехал в округ Белл на крытом фургоне, и у него было десять детей,"
"Oh, how neat.","О, как аккуратно."
and so sometimes we would have a reunion with that group.,и поэтому иногда мы устраивали воссоединение с этой группой.
Uh-huh.,Угу.
"And then, sometimes we would go to Arkansas where they came from and have a reunion with the entire group, you know.","А потом, иногда мы ездили в Арканзас, откуда они родом, и устраивали воссоединение со всей группой, вы знаете."
"Oh, that would be fun.","О, это было бы забавно."
"Yeah,","Да,"
it was a lot of fun.,это было очень весело.
"Yeah,","Да,"
"well, we, uh, we have a family reunion on my mother's side of the family that's, uh, oh,","ну, у нас, э-э, у нас семейное воссоединение по линии моей матери, это, э-э, о,"
"it started probably about forty years ago, uh, because I remember going as a teenager before I was ever married,","это началось, наверное, около сорока лет назад, потому что я помню, как ходила туда подростком, еще до того, как вышла замуж,"
"and then my husband and I went, uh, while we were still dating,","а потом мы с мужем пошли, э-э, пока мы еще встречались,"
"and it's still going on,","и это все еще продолжается,"
"and it used to be held at Lake Brownwood, down at Brownwood, Texas,","и раньше он проводился на озере Браунвуд, в Браунвуде, штат Техас,"
"but now we hold it at, uh, Lake Texoma so that the Oklahoma group doesn't have to drive as far.","но теперь мы проводим его на озере Тексома, чтобы группе из Оклахомы не пришлось ехать так далеко."
Uh-huh.,Угу.
"And, uh, we have had as many on a Saturday night,","И, э-э, у нас было столько же в субботу вечером,"
"it starts on Friday and goes through Sunday,","он начинается в пятницу и продолжается до воскресенья,"
"and we've had as many on a, uh, Saturday night as about two hundred and fifty.","и у нас их было столько же, э-э, субботним вечером, что около двухсот пятидесяти."
"Um, now we would have group like that in Arkansas.","Эм, теперь у нас была бы такая группа в Арканзасе."
Uh-huh.,Угу.
We'd have two hundred and fifty or three hundred.,У нас было бы двести пятьдесят или триста.
"Yes,","Да,"
"and we took, uh,","и мы взяли, э-э,"
our family all brought in food and everything.,вся наша семья приносила еду и все такое.
"Well, so many of us came from a long way that we, we'd usually at a motel","Ну, так много из нас приехали издалека, что мы, мы обычно останавливались в мотеле"
and we bought food there.,и мы купили там еду.
"Oh, uh-huh,","О, угу,"
uh-huh.,угу.
"Well, I know on Sundays we all elect now to chip in","Что ж, я знаю, что по воскресеньям мы все теперь выбираем скинуться"
and we go get Kentucky Fried Chicken and bring out.,и мы идем за жареным цыпленком по-Кентуккийски и приносим с собой.
Uh-huh.,Угу.
"And, uh, but we kind of take our food for three days,","И, э-э, но мы вроде как берем с собой еду на три дня,"
"and, uh, now our grandchildren are participating in it","и, э-э, теперь наши внуки участвуют в этом"
and just love that they have all this little batch of cousins that they get to see about once a year,"и просто обожаю, что у них есть вся эта маленькая компания двоюродных братьев, которых они видят примерно раз в год"
Uh-huh.,Угу.
Uh-huh.,Угу.
enthused and with it,воодушевленный и с этим
"and our children, you know, thoroughly enjoy it.","и нашим детям, вы знаете, это очень нравится."
Right.,Верно.
So it's been kind of nice.,Так что это было в некотором роде приятно.
It started out when I was a youngster and watching my mother.,"Это началось, когда я был маленьким и наблюдал за своей матерью."
Now I'm to the mother was,Теперь я к матери был
Uh-huh.,Угу.
"and, uh, I am, uh, now the older generation and doing more of the cooking and watching my daughter you know, more and everything,","и, э-э, я, э-э, теперь принадлежу к старшему поколению и больше готовлю и присматриваю за своей дочерью, вы знаете, больше и все такое,"
Uh-huh.,Угу.
"and, uh.","и, эм."
"Well, it's something I really miss, because I had twenty-seven first cousins","Что ж, это то, по чему я действительно скучаю, потому что у меня было двадцать семь двоюродных братьев и сестер"
"Oh, my word.","О, честное слово."
"and, you know, we were very close family,","и, вы знаете, мы были очень близкой семьей,"
"but our father's generation was enough older than I,","но поколение нашего отца было достаточно старше меня,"
"my father would be a hundred now that they're all dead,","моему отцу было бы сто лет теперь, когда они все мертвы,"
"Oh, uh-huh.","О, угу."
"and, in fact, many of my first cousins are dead","и, на самом деле, многие из моих двоюродных братьев и сестер мертвы"
"Oh, are they?","О, неужели это они?"
"and of course they have their own families and grandchildren and all that,","и, конечно, у них есть свои семьи, внуки и все такое,"
"so we really, very rarely all of us get together","так что мы действительно, очень редко собираемся все вместе"
Get together any more.,Собирайтесь больше вместе.
"and, and we're a long way away,","и, и мы далеко отсюда,"
"and, and the younger generation, the next like my cousin's children, I don't know very well, you know.","и, и молодое поколение, следующее, как дети моего двоюродного брата, я не очень хорошо знаю, вы знаете."
"Uh-huh,","Ага,"
uh-huh.,угу.
"But it,","Но это,"
"so it's,","так что это,"
"I doubt that that will come to be again,","Я сомневаюсь, что это повторится снова,"
"but as long as my oldest aunt lived we, we got together once a year.","но пока моя старшая тетя жила у нас, мы собирались раз в год."
"I think, I do think, now we have noticed a waning of interest,","Я думаю, я действительно думаю, что теперь мы заметили ослабление интереса,"
"and I think as, as parents get older and start dying off, I think sometimes it is hard to keep the interest going.","и я думаю, что по мере того, как родители становятся старше и начинают отмирать, я думаю, что иногда трудно поддерживать интерес."
"Well, and, and folks have gotten so mobile,","Ну, и, и люди стали такими мобильными,"
"I mean, like I have a son and a daughter and two nephews that are grown and a brother who has a new marriage and a younger son,","Я имею в виду, например, что у меня есть сын и дочь, и два взрослых племянника, и брат, у которого новый брак, и младший сын,"
Uh-huh.,Угу.
"but my brother and his wife live in Nevada, my daughter lives in Colorado, one of my nephews lives in New York City, one nephew lives in Memphis and my son lives here,","но мой брат и его жена живут в Неваде, моя дочь живет в Колорадо, один из моих племянников живет в Нью-Йорке, один племянник живет в Мемфисе, а мой сын живет здесь,"
Uh-huh.,Угу.
"but I think it's very unlikely we'll have a family reunion, you know.","но я думаю, что очень маловероятно, что у нас будет воссоединение семьи, ты знаешь."
"Yeah,","Да,"
you probably do good just to get your immediate family together.,"вероятно, вы делаете добро просто для того, чтобы собрать своих ближайших родственников вместе."
"Yeah,","Да,"
"and, I'm divorced,","и еще, я разведен,"
"and really only immediate family I have left is my, my,","и на самом деле единственная ближайшая семья, которая у меня осталась, - это моя, моя,"
I have a son and a daughter.,У меня есть сын и дочь.
"Uh-huh,","Ага,"
uh-huh.,угу.
But my family's really all dead.,Но на самом деле вся моя семья мертва.
Uh-huh.,Угу.
"But it was great pleasure while we did it, you know.","Но, знаете, нам было очень приятно, когда мы это делали."
"Oh, yeah,","О, да,"
they're a lot of fun.,они очень забавные.
"Well, my","Что ж, мой"
"I have a sister,","У меня есть сестра,"
and then we have a son and a daughter,а потом у нас рождаются сын и дочь
and we have three grandchildren,и у нас есть трое внуков
Uh-huh.,Угу.
and our son and daughter are both married,и наши сын и дочь оба женаты
"and, uh, our son's not as interested in it as our daughter,","и, э-э, наш сын не так заинтересован в этом, как наша дочь,"
"but our daughter, our daughter is really interested.","но наша дочь, наша дочь действительно заинтересована."
"And, uh.","И, эм."
Does it bother you if your children are not interested in it?,"Беспокоит ли вас, если вашим детям это неинтересно?"
I beg you pardon?,Я прошу у вас прощения?
Does it bother you if your children are not interested in it?,"Беспокоит ли вас, если вашим детям это неинтересно?"
"Oh, a little bit.","О, совсем немного."
"I, I wish that our son was you know,","Я, я хотел бы, чтобы наш сын был, ты знаешь,"
Uh-huh.,Угу.
"and, uh, but, uh, the cousins are closer to our daughter's age, and, than to our son's and just totally different, interest group,","и, э-э, но, э-э, двоюродные братья ближе по возрасту к нашей дочери, чем к нашему сыну, и просто совершенно другая группа по интересам,"
"and plus,","и плюс,"
"and he's just, he's newly married and doesn't have children","и он просто, он недавно женился, и у него нет детей"
Uh-huh.,Угу.
"and, you know, I'm hoping, that as they, you know, are, married a little bit longer and have children that they may be more inclined to want to go, you know, to it,","и, вы знаете, я надеюсь, что поскольку они, вы знаете, женаты немного дольше и у них есть дети, они, возможно, будут более склонны захотеть пойти, вы знаете, на это,"
Uh-huh.,Угу.
I know that.,Я знаю это.
"Well, what kinds of things do you do to try to get your children interested?","Итак, что вы делаете, чтобы заинтересовать своих детей?"
Just talk to them about it?,Просто поговорить с ними об этом?
"Well, talk to them about it, and, you know, tell them some of the things we're doing.","Что ж, поговорите с ними об этом и, знаете ли, расскажите им о некоторых вещах, которые мы делаем."
"Now when he was a uh, a young, oh, preteen, you know, when he was like ten or twelve he loved going,","Так вот, когда он был э-э, маленьким, о, подростком, вы знаете, когда ему было лет десять или двенадцать, он любил ходить,"
Uh-huh.,Угу.
"he had another cousin he was close to and went,","у него был еще один двоюродный брат, с которым он был близок, и он пошел,"
"but that cousin kind of quit going,","но этот двоюродный брат вроде как перестал ходить,"
"and as he got to be a teenager, uh, he wasn't quite as, as interested.","и когда он стал подростком, э-э-э, он был не совсем так заинтересован."
"He was more interested in rock and roll,","Его больше интересовал рок-н-ролл,"
and this is more country western group,и это больше кантри-западная группа
Uh-huh.,Угу.
"and, uh, just lack of interest,","и, э-э, просто отсутствие интереса,"
All right.,Все в порядке.
"I, I like keep forgetting to make these calls.","Я, мне нравится постоянно забывать делать эти звонки."
I've been on this list for two months.,Я нахожусь в этом списке уже два месяца.
"Oh, really,","О, правда,"
"I just, Oh, I just got mine last week,","Я просто, о, я только что получила свой на прошлой неделе,"
I think I've made four calls,"По-моему, я сделал четыре звонка"
and I haven't started yet because I wanted to get one first see how it worked.,"и я еще не начал, потому что хотел сначала получить его и посмотреть, как это работает."
Right.,Верно.
"Well there are some kind of nice prizes,","Ну, есть какие-то приятные призы,"
and it's worth doing it.,"и это стоит того, чтобы это сделать."
I so mad I think I've had this for two months,"Я так злюсь, что, кажется, терплю это уже два месяца."
"and, like I've said, I've made four calls,","и, как я уже сказал, я сделал четыре звонка,"
"and lot of times we don't answer the phone, probably when I get mine early in the evening","и часто мы не отвечаем на телефонные звонки, вероятно, когда я получаю свой рано вечером"
Really.,Действительно.
Yeah.,Да.
"Well, we're supposed to talk about movies.","Ну, мы должны говорить о фильмах."
Have you been to any lately?,Вы были в каком-нибудь из них в последнее время?
"I have, I was trying to think of the one I went to a couple of weeks ago,","У меня есть, я пытался вспомнить тот, на который ходил пару недель назад,"
but I forgot it already.,но я уже забыл об этом.
"Uh, I haven't really seen one since probably August because, uh, every weekend in, in the Fall we go to our high school football game on Friday then we go out with friends after,","Э-э, на самом деле я не видел ни одного, наверное, с августа, потому что, э-э, каждые выходные осенью мы ходим на наш школьный футбольный матч в пятницу, а потом гуляем с друзьями после,"
Oh.,Ой.
"and that's kind of the our social for the,","и это своего рода наша социальная сеть для,"
That's your weekend.,Это твои выходные.
Yeah,Да
really.,действительно.
"But, oh, I saw, uh, ROBIN HOOD, which I didn't care for.","Но, о, я видел, э-э, РОБИН ГУДА, который мне не понравился."
Really.,Действительно.
"I didn't see that, because I didn't think I would care for it.","Я этого не видел, потому что не думал, что мне это понравится."
"No,","Нет,"
and my husband dragged me to it.,и мой муж потащил меня к этому.
Oh.,Ой.
"I like, I think Kevin Costner's a nice fellow,","Мне нравится, я думаю, что Кевин Костнер хороший парень,"
"and he's nice looking,","и он симпатичный,"
"but he just, to me, is not a very dynamic actor.","но он просто, на мой взгляд, не очень динамичный актер."
"Yeah,","Да,"
"I think that's why a lot of people go to see him, though","Однако я думаю, что именно поэтому многие люди ходят к нему повидаться"
I guess because he is good looking.,"Я думаю, потому что он хорошо выглядит."
I don't know,Я не знаю
Right,Правильно
I don't know,Я не знаю
Oh.,Ой.
I saw CITY SLICKERS.,Я видел ГОРОДСКИХ ПИЖОНОВ.
"Did you see,","Ты видел,"
"that was a,","это было,"
Yes,Да
I did see that,Я действительно видел это
"That's the last one I saw, I think.","Думаю, это последнее, что я видел."
and I really enjoyed that.,и мне это действительно понравилось.
I did too.,Я тоже так сделал.
"I thought that was so cute,","Я подумала, что это было так мило,"
Yeah.,Да.
I thought that was appropriate just for everyone.,"Я подумал, что это подходит как раз для всех."
Yeah.,Да.
It was great.,Это было здорово.
"Oh, I, I really enjoyed that.","О, мне, мне действительно это понравилось."
"Yeah,","Да,"
and my daughter went to see that one too.,и моя дочь тоже ходила на это посмотреть.
"So, it was fine for her",Так что для нее это было прекрасно
Right.,Верно.
"so, yeah.","так что, да."
Which most of them probably aren't,"Которыми большинство из них, вероятно, не являются"
"Right,","Правильно,"
well that's right.,"что ж, это верно."
I don't know what my kids see any more.,"Я больше не знаю, что видят мои дети."
"My kids are twenty and sixteen,","Моим детям двадцать и шестнадцать,"
so they've probably seen about everything at this point,"так что на данный момент они, вероятно, видели почти все"
Probably they have.,"Вероятно, так оно и есть."
"Well, my daughter is twelve","Ну, моей дочери двенадцать"
Oh.,Ой.
and we had a sleep over one night.,и мы переночевали у него одну ночь.
"They wanted to watch PRETTY WOMAN, which I have","Они хотели посмотреть ""КРАСОТКУ"", которая у меня есть"
Uh-huh.,Угу.
"and I was hesitant,","и я колебался,"
and they all had seen it anyway.,и они все равно это видели.
"Oh, I know it.","О, я знаю это."
"all twelve,","все двенадцать,"
so.,так.
That's the way it is.,Так оно и есть.
"Yes,","Да,"
they do,они делают
"yes,","да,"
they do.,они это делают.
there's no way to protect them any more.,больше нет способа защитить их.
"Right,","Правильно,"
So.,Так.
but I didn't think they were great for my daughter,"но я не думала, что они подойдут моей дочери"
"No,","Нет,"
"it'll teach a great lesson, because she ended up so, in so","это послужит отличным уроком, потому что она закончила так, в таком"
No.,Нет.
"Really,","Действительно,"
really.,действительно.
But it was a fun movie to watch.,Но смотреть этот фильм было забавно.
"Oh, I love PRETTY WOMAN,","О, я люблю ХОРОШЕНЬКИХ ЖЕНЩИН,"
"and then I like that one after that where, oh,","а потом мне нравится тот, после которого, о,"
what was it?,что это было?
It was like a FATAL ATTRACTION thing.,Это было похоже на РОКОВОЕ ВЛЕЧЕНИЕ.
"Oh, the scary one?","О, тот самый страшный?"
Yeah.,Да.
"Oh, I didn't see that,","О, я этого не видел,"
"but the,","но тот,"
I don't remember the name of it,Я не помню его названия
but that was so good.,но это было так хорошо.
"Oh, really.","О, правда."
That was really excellent.,Это было действительно превосходно.
"Oh, I like scary ones that are realistic.","О, мне нравятся реалистичные страшилки."
"Yeah,","Да,"
"that, that was, that was.","это, это было, это было."
"They say is really frightening, too.","Они говорят, что это тоже действительно пугающе."
What was?,Что было?
", the new one that came out.",", новый, который вышел."
"Oh, I don't know.","О, я не знаю."
They say it's really horrifyingly scary,"Они говорят, что это действительно ужасно страшно"
Really.,Действительно.
"but, uh, I'd never get my husband to that.","но, э-э, я бы никогда не довела своего мужа до этого."
He doesn't like to be scared,"Ему не нравится, когда его боятся"
Oh.,Ой.
The last scary thing I saw was MISERY.,"Последнее, что меня пугало, было СТРАДАНИЕ."
"Oh, and my kids both saw that.","О, и мои дети оба это видели."
They liked it.,Им это понравилось.
"That scared me to death,","Это напугало меня до смерти,"
and I watched it at a friend's house on video,и я смотрел это дома у друга на видео
and I was just.,и я был просто.
"Oh, yes.","О, да."
Gosh.,Боже.
It was horrible.,Это было ужасно.
It was so awful.,Это было так ужасно.
"Oh, no,","О, нет,"
"that one sounded gross,","это прозвучало отвратительно,"
I know my husband wouldn't have stood for that.,"Я знаю, что мой муж не потерпел бы этого."
Really.,Действительно.
"He, he likes MARY POPPINS and things","Ему, ему нравится МЭРИ ПОППИНС и все такое"
"I like that, too.",Мне это тоже нравится.
Yeah,Да
I like funny movies,Мне нравятся смешные фильмы
and I like scary movies.,и мне нравятся фильмы ужасов.
"I do too,","Я тоже так делаю,"
"I, I really like a variety.","Я, я действительно люблю разнообразие."
Yeah.,Да.
Where are you from?,Откуда ты?
I'm from New York.,Я из Нью-Йорка.
"Oh, I was going to","О, я собирался"
"well my husband's from New Jersey,","ну, мой муж из Нью-Джерси,"
and we lived there for five years when we first got married,"и мы прожили там пять лет, когда впервые поженились"
Is he really.,Это он на самом деле.
Oh.,Ой.
"and so, it sound kind of nice,","и так, это звучит довольно мило,"
it was familiar your accent.,твой акцент показался мне знакомым.
"Yeah,","Да,"
"yes,","да,"
"it's so close,","это так близко,"
I'm from Long Island,Я с Лонг-Айленда
Oh.,Ой.
"so that's close, you know,","так что это близко, ты знаешь,"
"that's more related to New Jersey than it is to like Rochester, New York, those, that kind of thing.","это больше связано с Нью-Джерси, чем с такими городами, как Рочестер, Нью-Йорк и тому подобное."
Right.,Верно.
I don't know up there.,"Я не знаю, что там наверху."
"Yeah,","Да,"
"different,","различный,"
"it's it's different,","это это совсем другое,"
"Just, uh,","Просто, э-э,"
"different,","различный,"
uh-huh.,угу.
"yeah,","да,"
I guess.,Я думаю.
"Well, see the accents up there fascinated me, because even in his family alone, there were several different accents the way they would pronounce words differently.","Что ж, посмотрите, какие акценты там, наверху, очаровали меня, потому что даже в одной только его семье было несколько разных акцентов, из-за которых они по-разному произносили слова."
Oh.,Ой.
Really.,Действительно.
"And, and his family, they lived in the same house there,","И, и его семья, они жили там в одном доме,"
most of them were twenty or so you know.,"большинству из них было лет двадцать или около того, вы знаете."
"Really,","Действительно,"
and they were all from New Jersey.,и все они были из Нью-Джерси.
Yeah,Да
Um.,Хм.
"uh-huh,","ага,"
"and they lived, you know,","и они выжили, ты знаешь,"
"they never moved into apartments when they were young,","они никогда не переезжали в квартиры, когда были молоды,"
"they always stayed at home until they got married,","они всегда оставались дома, пока не поженились,"
it seemed to be the custom up there.,"похоже, там, наверху, таков был обычай."
"Or they went in the service,","Или они пошли на службу,"
and so they were together for all that time,и так они были вместе все это время
Really.,Действительно.
"But they still,","Но они все еще,"
their accents differed a little in the family,их акценты в семье немного различались
Um.,Хм.
"so, and it.","так, и это."
When did you live there?,Когда вы там жили?
"Uh, in the sixties.","Э-э, в шестидесятых."
"Oh, yeah.","О, да."
I finally.,Я наконец-то.
I was in New York in the sixties.,Я был в Нью-Йорке в шестидесятые годы.
"Oh, yeah.","О, да."
I converted him to being a Texan.,Я превратил его в техасца.
"I, I just thought life would be,","Я, я просто думал, что жизнь будет,"
I knew it was easier back here.,"Я знал, что здесь было легче."
Are you from Texas?,Вы из Техаса?
"Well, sort of.","Ну, вроде того."
"I'm an Air Force brat,","Я отпрыск Военно-воздушных сил,"
but I was real familiar with Texas.,но я был по-настоящему знаком с Техасом.
"Oh, yeah,","О, да,"
I went to college here and everything.,Я учился здесь в колледже и все такое.
"Oh, yeah.","О, да."
"And I just thought, you know, we could probably get a better house,","И я просто подумала, знаешь, мы, наверное, могли бы купить дом получше,"
"and life is a little slower, a little easier.","и жизнь становится немного медленнее, немного легче."
"It is, it is,","Это так, это так,"
yeah.,да.
He loves it.,Ему это нравится.
"He, he really, would never want to leave,","Он, он действительно, никогда бы не захотел уезжать,"
so it worked out.,так что все получилось.
I'm used to it now.,Теперь я к этому привык.
"So, I like.","Итак, мне нравится."
Not hard when you first came.,"Не трудно, когда ты впервые кончил."
Um?,Эм?
Was it hard when you first came?,"Было ли это трудно, когда ты впервые пришел?"
"Oh, yes","О, да"
it was. Because we're here eighteen years,это было. Потому что мы здесь восемнадцать лет
"Oh, my.",О боже.
and you can imagine what Plano was like eighteen years ago.,"и вы можете себе представить, каким был Плано восемнадцать лет назад."
"Oh, I know,","О, я знаю,"
It was very difficult.,Это было очень трудно.
"Oh, compared to New York, oh,","О, по сравнению с Нью-Йорком, о,"
yes.,да.
"Yeah,","Да,"
"it was very, very difficult.","это было очень, очень трудно."
I didn't even want to talk.,Я даже не хотел разговаривать.
Were you all transferred?,Вас всех перевели?
Yeah,Да
Um.,Хм.
yeah.,да.
I have a friend down the street's from New Jersey,"У меня есть друг, живущий дальше по улице, из Нью-Джерси"
"and they were,","и они были,"
"he got a,","он получил,"
What kind of books do you like best?,Какие книги вам нравятся больше всего?
"Well, I alternate between Danielle Steele is one of my very favorites","Что ж, я чередую Даниэль Стил с одной из моих самых любимых"
"and, uh, then I try to go into one of the self improvement books.","и, э-э, затем я пытаюсь углубиться в одну из книг по самосовершенствованию."
"Uh, we, we take books every once in a while in our Sunday school class and go through them.","Э-э, мы, мы время от времени берем книги на уроках нашей воскресной школы и просматриваем их."
"Uh, I love Scott Peck and his ROAD LESS TRAVELED.","Э-э, я люблю Скотта Пека и его МЕНЕЕ ПРОЙДЕННЫЙ ПУТЬ."
"Huh, yeah,","Ха, да,"
I've heard of that one.,Я слышал об этом.
I don't think I've read it.,"Я не думаю, что я это читал."
"Oh, it is it is wonderful.","О, это... это чудесно."
"I, I thoroughly enjoyed that.","Мне, мне это очень понравилось."
What do you read?,Что вы читаете?
"Well, uh, I'm a Tom Clancy fan.","Ну, э-э, я фанат Тома Клэнси."
Okay.,Хорошо.
"And I read,","И я прочитал,"
"I just finished a book on Novelle Netware, uh,","Я только что закончил книгу о Novelle Netware, э-э,"
that's computer stuff.,это компьютерные штучки.
I do a lot of computer reading,Я много читаю на компьютере
"Oh, yes.","О, да."
"and, uh, I'm just finishing another one up on, uh, statistical sampling,","и, э-э, я как раз заканчиваю еще одно исследование, посвященное, э-э, статистической выборке,"
"so, I do more work kind of related reading than, uh, just for enjoyment.","итак, я больше занимаюсь чтением, связанным с работой, чем просто для удовольствия."
"I, I try to keep a book going all the time.","Я, я все время стараюсь поддерживать работу над книгой."
"Uh, I try to read when I first wake up in the morning and then before I go to sleep.","Э-э, я стараюсь читать, когда впервые просыпаюсь утром, а затем перед сном."
"So I probably get, oh, thirty to fifty pages a day read.","Так что я, наверное, читаю от тридцати до пятидесяти страниц в день."
"Well, that's pretty good.","Что ж, это довольно хорошо."
"And I just, you know,","И я просто, ты знаешь,"
"I don't feel like,","Я не чувствую, что,"
"in fact this morning, I was almost late for work because I'm almost at the end of this book","на самом деле этим утром я чуть не опоздал на работу, потому что я почти дочитал эту книгу"
and I didn't want to put it down,и я не хотел опускать это дело
"Oh, I've had them like that before, too.","О, у меня они тоже были такими раньше."
"But I like, I like mysteries.","Но мне нравится, мне нравятся тайны."
Mysteries.,Тайны.
Any particular writer?,Какой-нибудь конкретный писатель?
"Uh, yes,","Э-э, да,"
"I like, uh, uh, oh,","Мне нравится, э-э-э, о,"
I'm drawing a blank.,Я рисую пробел.
"Uh, he wrote the, uh, BOURNE ULTIMATUM.","Э-э, он написал, э-э, УЛЬТИМАТУМ БОРНУ."
"Ludwig,","Людвиг,"
"Ludwig, yes.","Людвиг, да."
Yes.,Да.
"And, uh, I like Jeffrey Archer.","И, э-э, мне нравится Джеффри Арчер."
He is an English author who writes some mystery.,"Он английский автор, который пишет какую-то мистику."
"Uh, well, I guess they're, they're a type of mystery.","Э-э, ну, я думаю, они... они своего рода загадка."
They're usually some,Обычно это какие-то
he's a ex-lawyer,он бывший адвокат
"so, or, he, he's a lawyer who no longer practices,","итак, или он, он юрист, который больше не практикует,"
"but his are all, have some part of the law, uh, enveloped in them.","но все они, э-э, заключают в себе какую-то часть закона."
"So, you kind of learn something as well as enjoy yourself.","Таким образом, вы как бы чему-то учитесь, а также получаете удовольствие."
"Right,","Правильно,"
"and then, uh, the new author that came out with, uh, oh, the one that, uh, Harrison Ford starred in.","а потом, э-э, появился новый автор, э-э, о, тот, в котором, э-э, Харрисон Форд сыграл главную роль."
RAIDERS OF THE LOST ARK stuff.,"Материал ""НАЛЕТЧИКИ НА ПОТЕРЯННЫЙ КОВЧЕГ""."
"No,","Нет,"
"no,","нет,"
"it was the, uh,","это было, э-э,"
Oh.,Ой.
"it's late,","уже поздно,"
"I'm tired,","Я устал,"
so I'm not thinking too well.,так что я не слишком хорошо соображаю.
"What, what time is it there, ten thirty?","Что, сколько там сейчас времени, десять тридцать?"
Uh-huh.,Угу.
"Uh, it's nine thirty here.","Э-э, здесь уже девять тридцать."
"Oh, it's, uh, it was his first book.","О, это, э-э, это была его первая книга."
"It came, it was on the top of the list, uh,","Это пришло, это было в начале списка, э-э,"
he was a D A.,он был D A.
"Uh, PRESUMED INNOCENT?","Э-э, ПРЕДПОЛАГАЕМАЯ НЕВИНОВНОСТЬ?"
Yes.,Да.
"Oh, I haven't seen the movie, uh, or read the book","О, я не смотрела фильм, э-э, и не читала книгу"
"Okay,","Окей,"
"and then he's, he came out with the second one.","а потом он, он вышел со вторым."
"Uh, a sequel to it.","Э-э, продолжение этого."
And both of those I've enjoyed real well.,И оба они мне очень понравились.
"But I, I like that.","Но мне, мне это нравится."
I love Danielle Steele,Я люблю Даниэль Стил
"and, and, you know, if I want to get a fantasy and get away from it all.","и, и, ты знаешь, если я хочу пофантазировать и убежать от всего этого."
Is she is she kind of racy?,Она... она какая-то колоритная?
"No,","Нет,"
"no,","нет,"
she isn't at all.,она совсем не такая.
Just feel good.,Просто чувствуй себя хорошо.
"Her books, uh,","Ее книги, э-э,"
you always cry.,ты всегда плачешь.
"Oh, really?","О, правда?"
"I mean, it's, it's always good for good tears.","Я имею в виду, это всегда полезно для хороших слез."
"Uh, one book that she wrote that's good for both men and women is FINE THINGS,","Э-э, одна книга, которую она написала, которая хороша как для мужчин, так и для женщин, - ""ПРЕКРАСНЫЕ ВЕЩИ"".,"
my mother-in-law's a real fan of hers.,моя свекровь - ее настоящая поклонница.
"it's, it's always going to make you have a good cry","это, это всегда заставит тебя хорошенько поплакать"
and you know it's going it turn out good,"и ты знаешь, что все будет хорошо"
and you're going to be happy in the end,и в конце концов ты будешь счастлива
"Oh, well, that's nice.","О, что ж, это мило."
"And I said, you know,","И я сказал, ты знаешь,"
I don't want anything too real anymore.,Я больше не хочу ничего слишком реального.
I have enough of that in my own life.,У меня достаточно этого в моей собственной жизни.
"I want, I want happy, fantasy","Я хочу, я хочу счастья, фантазии"
like.,нравиться.
Yeah.,Да.
"Uh, you mentioned Sunday school Ladonna.","Э-э, вы упомянули Ладонну из воскресной школы."
Uh-huh.,Угу.
"Uh, do you,","Э-э, а ты,"
"are you a BIBLE fan, too?",вы тоже поклонник БИБЛИИ?
"Uh, I, I do my share of it.","Э-э, я, я делаю свою часть этого."
"I, I certainly can't say that I understand a lot of it.","Я, я, конечно, не могу сказать, что многое из этого понимаю."
"Oh, yeah,","О, да,"
"but, uh, that's always a challenge.","но, э-э, это всегда непросто."
"So do you do,","Так что ты делаешь,"
"my wife talks with other people,","моя жена разговаривает с другими людьми,"
Okay Jerry.,"Ладно, Джерри."
"I guess, uh, tonight's topic is about, uh, personal computers and level of interest and, uh, and your, your expertise.","Я полагаю, э-э, сегодняшняя тема о, э-э, персональных компьютерах и уровне интереса, и, э-э, и вашем, вашем опыте."
Oops,Ой
"Oh, well.",Ну что ж.
"Oh, well.",Ну что ж.
"Well, okay,","Ну, ладно,"
"well, let's, let's fire away.","что ж, давайте, давайте начнем стрелять."
"Uh, well, Brian,","Э-э, ну, Брайан,"
Okay.,Хорошо.
"Well, first of all,","Ну, во-первых,"
you want me to start off?,"ты хочешь, чтобы я начал?"
"Yeah,","Да,"
