,Unnamed: 0,speaker,text,code
183441,183441,A,Uh-huh.,b
183442,183442,B,"They said, uh, some of the statistics show like one out of every ten babies being born in these public hospitals are addicted to crack,",sd
183443,183443,B,and their moms are crack users.,sd
183444,183444,B,"So that's, you know, another way of looking at it is as the woman is being a criminal, you know, for doing that to her child.",sv
183445,183445,A,Uh-huh.,b
183446,183446,B,So I don't know who's the victim there.,sd
183447,183447,B,"I mean the kids are the victim, it seems like a lot of times the women are victims because they're addicted.",sv
183448,183448,B,"And, it's a very complicated problem.",sv
183449,183449,B,I don't envy the government trying to cope with it. Gosh.,sd
183450,183450,A,"No, I don't either.",aa
183451,183451,B,Yeah.,b
183452,183452,B,"Well, I guess that's about all I have to say.",sd
183453,183453,A,"Uh,",%
183454,183454,B,"Is there anything else you would want to,",qy
183455,183455,A,No.,nn
183456,183456,B,Okay.,bk
183457,183457,A,"I can't say that I, I just know that it's really bad in some areas",sv
183458,183458,A,and something's going to have to be done sooner,sv
183459,183459,A,"but,",%
183460,183460,B,Yeah.,b
183461,183461,A,"I don't, I don't know what they can do.",sd
183462,183462,B,"Yeah,",b
183463,183463,B,yeah.,b
183464,183464,B,It's frustrating.,sv
183465,183465,A,Uh-huh.,b
183466,183466,A,"Well,",%
183467,183467,B,Okay.,fc
183468,183468,B,"Well,  thanks for talking.",fc
183469,183469,A,It was nice talking to you.,fc
183470,183470,B,Have a good day.,fc
183471,183471,A,You too.,fc
183472,183472,A,Bye.,fc
183473,183473,B,"Bye, bye.",fc
183474,183474,B,"Uh, basically I'm at home",sd
183475,183475,B,"and I have two cats and my husband,",sd
183476,183476,A,Uh-huh.,b
183477,183477,B,I mean my husband's great.,sd
183478,183478,A,"Oh, uh-huh.",b
183479,183479,B,"It's wonderful,  you know,",sd
183480,183480,A,Yeah.,b
183481,183481,B,"and, and, uh, so I'm about forty and whatever,",sd
183482,183482,A,Uh-huh,b
183483,183483,A,"Around there, huh.",^2
183484,183484,B,"So, yeah.",aa
183485,183485,A,"Well, you're, you're just a youngster then",sd
183486,183486,B,"Yeah,",b
183487,183487,B,"I'm just a spring chicken, I guess",sd
183488,183488,A,I passed the fifty.,sd
183489,183489,A,"So, I guess our topic's going to be changes in the women's roles,",sd
183490,183490,A,so it should be real interesting.,sv
183491,183491,B,"Well,",%
183492,183492,B,Righto,b
183493,183493,A,"So, you think we're ready?",qy
183494,183494,B,I think I'm ready,na
183495,183495,A,Okay,bk
183496,183496,A,okay.,bk
183497,183497,A,"Uh, you want to start off?",ad
183498,183498,B,"Well, let's see,",aa
183499,183499,B,"the changes I've seen in women's roles, uh,",^h
183500,183500,B,"since I am in the forty age, I'm a fifties baby uh,",sd
183501,183501,A,Uh-huh.,b
183502,183502,B,"and from my mother's generation to my generation it's just a very, very wide, uh, it's been a big change.",sv
183503,183503,A,"Very much, yeah,",aa
183504,183504,A,yeah.,b
183505,183505,B,"Very much,",aa
183506,183506,B,and I think you'll have to agree,sv
183507,183507,B,"and and since we were in, uh, sort of the ground level, the bra burning of the sixties,",sd
183508,183508,A,Yes.,b
183509,183509,A,"Uh-huh,",b
183510,183510,A,uh-huh.,b
183511,183511,B,"and, and we didn't really know what the agenda was going to be uh,",sd
183512,183512,A,Uh-huh.,b
183513,183513,B,"and I think, you know, it got off to a really radical,",sv
183514,183514,B,"it has a radical fringe to it that, uh, I've sort of backed away from.",sd
183515,183515,A,I think all things get started sometimes in that manner.,sv
183516,183516,B,Yeah.,b
183517,183517,A,"You know, they come in that way.",sv
183518,183518,B,"And, to make a change, you know, you have to make a splash.",sv
183519,183519,A,"Uh-huh,",b
183520,183520,A,uh-huh.,b
183521,183521,B,"But, to continue in that vein, I think it got a little bit warped and off the track in several areas,",sd
183522,183522,A,Uh-huh.,b
183523,183523,B,"but I really do think that women have made a contribution uh, to human beings, I mean to be human and what it's like and have feelings and emotions",sv
183524,183524,A,Uh-huh.,b
183525,183525,B,and it's okay,sv
183526,183526,B,"and I think, uh, you know on the other hand, I don't know that men have changed that much.",sv
183527,183527,B,"So in, in contrast to the women's changes, uh, you know, the men stay steady,",sv
183528,183528,A,Uh-huh.,b
183529,183529,B,and then the women change around them.,sv
183530,183530,A,"I hadn't thought much about that,",sd
183531,183531,A,but that is true.,ba
183532,183532,A,"That,",%
183533,183533,B,"Uh, I think men are trying.",sv
183534,183534,A,Uh-huh.,b
183535,183535,A,Some of them.,sv
183536,183536,B,"But they don't have a national organization of men,  to, uh, help them out",sv
183537,183537,A,No.,b
183538,183538,B,"and uh, what's changing them, though, is the economic situation,  where both team, it has to be a team partnership now,",sv
183539,183539,A,Very much.,ba
183540,183540,A,Uh-huh.,b
183541,183541,B,and they both have to work,sv
183542,183542,A,Uh-huh.,b
183543,183543,B,"and they both have to raise the children,  if we're going to have any kind of future at all,",sv
183544,183544,A,Uh-huh.,b
183545,183545,A,Uh-huh.,b
183546,183546,B,"and, and that, I think has been the downfall of the last ten years.",sv
183547,183547,A,Uh-huh.,b
183548,183548,B,"You know, the me, oh,",%
183549,183549,B,"I don't know,",h
183550,183550,B,"the, the yuppiedom,  the whatever it was, the, you know, women didn't know how to go about doing the careers",sv
183551,183551,A,Uh-huh.,b
183552,183552,B,"and they wanted to compete with men,",sv
183553,183553,B,"they wanted to be like men,",sv
183554,183554,A,Uh-huh.,b
183555,183555,B,and that's wrong.,sv
183556,183556,A,Yeah.,b
183557,183557,B,"I think they finally discovered that they don't want to be like men, men",sv
183558,183558,A,"Not,",%
183559,183559,A,"no,",b
183560,183560,A,"they, they hurt themselves a little bit in that way.",sv
183561,183561,B,"Absolutely,",aa
183562,183562,B,"and so that's, you know,",%
183563,183563,B,"they sort of threw the thing back another, you know, ten years,  that they've had to, you know, restructure,",sv
183564,183564,A,Uh-huh.,b
183565,183565,B,"but I saw the greatest T-shirt the other day,",sd
183566,183566,B,"I got to get some for all my men friends,",sd
183567,183567,B,"it says, let men run the world, women have more important things to do",sd
183568,183568,A,There you go,ba
183569,183569,A,There's a lot of truth in that.,ba
183570,183570,B,Right.,b
183571,183571,A,Yeah.,b
183572,183572,B,"But, uh, I think men and women both have valuable, valuable assets to offer",sv
183573,183573,A,Uh-huh.,b
183574,183574,B,"and, you know, we shouldn't,",%
183575,183575,B,"we were made differently,  however you come to that conclusion,",sd
183576,183576,B,"we were biologically, physiologically, made differently",sv
183577,183577,B,"and there is great wonderment,  in that,",sv
183578,183578,B,"and, uh, you know, we should respect that in each other",sv
183579,183579,B,"so,",%
183580,183580,A,"Yes,",aa
183581,183581,A,it shouldn't be destroyed.,sv
183582,183582,B,Right.,b
183583,183583,A,"Yeah,",b
183584,183584,A,yeah.,b
183585,183585,B,"And, and, you know, just sort of all swooshed into one channel sort of thing,",sv
183586,183586,A,"Uh-huh,",b
183587,183587,A,uh-huh.,b
183588,183588,B,"it's, it's viva la difference  someone said that",sv
183589,183589,A,"Yeah,",b
183590,183590,A,yeah.,b
183591,183591,A,Yeah.,b
183592,183592,B,"and I think that you can truly respect the other person,",sv
183593,183593,B,"I mean, you know, Tom is just always saying, what a mystery you are, you know you know.",sv
183594,183594,B,"Depends,",%
183595,183595,A,"Well, that's kind of makes it exciting. You know.",sv
183596,183596,B,Yeah.,b
183597,183597,B,Well that depends on what day of the month it is.,sd
183598,183598,A,Yeah,b
183599,183599,B,"But, uh, I don't know,",h
183600,183600,B,"I guess we've gotten more of a,",sv
183601,183601,B,"in, in terms of that, I think we've got more of a sense of humor about each other and our roles,",sv
183602,183602,A,Uh-huh.,b
183603,183603,B,"and, but it's still a challenge being in a marriage and trying to figure out those roles",sd
183604,183604,B,"and,",%
183605,183605,A,I think now when both are working they have a more more of a chance of working together because they're starting out that way.,sv
183606,183606,B,"Yeah,",b
183607,183607,B,"well, that's, that's a very different way to do,",sv
183608,183608,A,Yeah.,b
183609,183609,B,"you know, the woman doesn't start off at home,  raising the kids and goes back into her career, you know,",sv
183610,183610,A,Right.,b
183611,183611,A,Right.,b
183612,183612,A,Yeah.,b
183613,183613,A,Because you get set in your ways,sv
183614,183614,A,"and it's,  really hard because to, to really to get help. Uh, you know to get the work load shared.",sv
183615,183615,B,"Are, are you married?",qy
183616,183616,A,"Yes,",ny
183617,183617,A,uh-huh.,ny
183618,183618,A,"Our,",%
183619,183619,B,Do you have children?,qy
183620,183620,A,"I, we have five children,",na
183621,183621,A,they're They're all grown and on their own,sd
183622,183622,B,"Oh, my goodness.",ba
183623,183623,A,"so,",%
183624,183624,B,"Oh, my.",ba
183625,183625,A,"They're, uh,",%
183626,183626,B,How did you do?,qo
183627,183627,A,"Uh, how do you mean that?",qo
183628,183628,B,"Well, I mean, okay,",sd
183629,183629,B,"well did you have boys, girls,",qo
183630,183630,B,"how did,",%
183631,183631,B,"how,",%
183632,183632,A,"Uh, we have, uh, two girls and three boys",sd
183633,183633,A,"and our,  our baby girl just had a baby girl",sd
183634,183634,B,"Oh, my.",ba
183635,183635,B,"Oh, my.",ba
183636,183636,A,Last week was her first baby.,sd
183637,183637,B,"Oh, how exiting.",ba
183638,183638,A,So it's been real exciting.,ba
183639,183639,B,"I, I tell you what.",ba
183640,183640,B,I don't know what I would do without my friends having all their kids.,sd
183641,183641,A,Uh-huh.,b
183642,183642,B,I just love the babies,sd
183643,183643,A,Uh-huh.,b
183644,183644,B,"and, and since I'm sort of in a medical situation where I can't do that, it's,",sd
183645,183645,A,Yeah.,b
183646,183646,A,Have you been that way long?,qy
183647,183647,B,"Just eight years,",ng
183648,183648,B,just,%
183649,183649,A,Just eight years.,b^m
183650,183650,B,the most important years of my life you know,sd
183651,183651,A,"That's, that's a long eight years, though.",sv
183652,183652,B,"Yeah,",aa
183653,183653,B,it has been.,sd
183654,183654,A,Uh-huh.,b
183655,183655,B,"And, uh, so there have been major, major adjustments,",sd
183656,183656,A,Uh-huh.,b
183657,183657,B,but that's another story.,sd
183658,183658,A,Uh-huh.,b
183659,183659,B,"But, you know, my husband has really, really filled in the gaps,",sd
183660,183660,B,"I mean I, I couldn't ask for a better life.",sd
183661,183661,A,That makes a big difference.,sv
183662,183662,A,Uh-huh.,b
183663,183663,B,"I mean if this is the way it had to be,  this is the best way,  I could possibly do it",sv
183664,183664,A,Uh-huh.,b
183665,183665,A,Uh-huh.,b
183666,183666,B,"and, and that has a lot to do with his strength and his, just pitching in and, and his being able to, you know, all, all ego aside, do a lot of things that really,",sd
183667,183667,A,"Uh-huh,",b
183668,183668,A,uh-huh.,b
183669,183669,B,"so, when I say men haven't changed I guess I should look at my own backyard sort,  of thing",sd
183670,183670,A,Yes.,aa
183671,183671,B,"and,",%
183672,183672,A,"Well, probably your role",sv
183673,183673,A,"and, and the way you are also has changed, though. You know, compared to what it would have been twenty, fifty years ago.",sv
183674,183674,B,"Oh, yeah.",ba
183675,183675,B,"Yeah,",b
183676,183676,B,that's true.,ba
183677,183677,B,"I mean, boy,",ba
183678,183678,B,"I mean I, I would have had so,",sd
183679,183679,B,I had so much guilt to begin with,sd
183680,183680,B,"and the changes that had to take place, you know,  where I couldn't do a lot of things and, uh, just adjusting to that,  that, uh, yeah, that was a major change,",sd
183681,183681,A,Uh-huh.,b
183682,183682,A,"Uh-huh,",b
183683,183683,A,uh-huh.,b
183684,183684,A,"Uh-huh,",b
183685,183685,A,uh-huh.,b
183686,183686,A,Uh-huh.,b
183687,183687,B,"but so, I guess uh, in the end, you know, you each take your own situation and you, and you deal with it the best you can,",sv
183688,183688,B,"but but, but women I think are a whole, you know sort of riding the course,",sv
183689,183689,A,"The best you can, yeah.",b^m
183690,183690,B,"they're, they're got a little wobbly and a little shaky there,",sv
183691,183691,B,I think the future of this whole thing is going to be what happens with the day care situation.,sv
183692,183692,A,"I,",%
183693,183693,A,"yeah,",b
183694,183694,A,"that's the only thing I worry about is the, the child's love and security.",sd
183695,183695,A,"That,",%
183696,183696,A,"I think that's being damaged, uh,  a lot.",sv
183697,183697,B,"I think,  we're going to see a generation of kids that, you know, are just going to be a little bit, uh, oh, not very nurturing.",sv
183698,183698,A,Uh-huh.,b
183699,183699,B,"I think,",%
183700,183700,A,"I do, too.",aa
183701,183701,A,"I, I think, uh,",%
183702,183702,A,"now some, some women can, can do both.",sv
183703,183703,A,They're very capable of working,sv
183704,183704,A,"and, and,",%
183705,183705,B,"Yeah,",b
183706,183706,B,"but I wish they weren't so many,",sd
183707,183707,B,"I, I wish they weren't role models for everybody,  because it's so dangerous.",sd
183708,183708,A,Uh-huh.,b
183709,183709,A,"It, it really is, yeah.",aa
183710,183710,B,"It's dangerous for the woman, too, to think that she can do that",sv
183711,183711,B,"and then when she can't, you know, the failure of that is,  you know, her life sort of falls apart",sv
183712,183712,A,Uh-huh.,b
183713,183713,B,and she doesn't know who she is,sv
183714,183714,B,"and she's,",%
183715,183715,A,"So many have to work to make a go of it, it seems,",sv
183716,183716,B,Absolutely.,aa
183717,183717,A,"or they say they do anyways,",sd
183718,183718,A,"and, but I think ones that don't have to, the,",sv
183719,183719,A,it's not as much of a stigma not to work as it was for a while there.,sv
183720,183720,B,"Well, you know, I think that's, that's really, I think it depends on what part of the country you're in.",sv
183721,183721,A,"Well, that could be.",ba
183722,183722,B,"Uh, I, I would almost just say that because, you know, down here in the south you know, a woman's role is,  a woman's role,  sort of thing,",sd
183723,183723,A,"Uh-huh,",b
183724,183724,A,uh-huh.,b
183725,183725,A,Uh.,%
183726,183726,A,Yeah.,b
183727,183727,A,Yeah.,b
183728,183728,B,"and you know,",%
183729,183729,A,You mean it's stronger there?,qy
183730,183730,B,"Uh, oh, yeah,",ny
183731,183731,B,yeah.,ny
183732,183732,A,Much stronger.,ba
183733,183733,B,"And, and I think that, uh, you know, career women still have a lot of problems here,  with the good old boys,  here in Texas sort of thing,  making career moves",sv
183734,183734,A,Yeah.,b
183735,183735,A,Right.,b
183736,183736,A,Right.,b
183737,183737,B,"but, Uh, you know, in terms of women staying home and being appreciated for their talents, uh, it's just like the way it, it has been for years. I mean, you know, since the days of the pioneers, around here.",sv
183738,183738,A,Right.,b
183739,183739,A,Uh-huh.,b
183740,183740,A,"Yeah,",b
183741,183741,A,yeah.,b
183742,183742,B,"That's the woman's role,",sv
183743,183743,A,Yes.,ba
183744,183744,B,"and it, and it's hard for her to, uh, you know, watch her peers be appreciated, I think sometimes,",sv
183745,183745,B,"but then I'm not there,",h
183746,183746,B,so I don't know that.,h
183747,183747,A,"Yeah,",b
183748,183748,A,yeah.,b
183749,183749,B,And I have women that do both,sd
183750,183750,B,"and I see a little jealousy on the part of, you know, the woman what has two little boys",sd
183751,183751,B,"and, and she has an au pair, which is a live-in college kid working for her",sd
183752,183752,B,and then she has her business in the back,sd
183753,183753,A,Uh.,%
183754,183754,B,"and then my other girlfriend that has, you know, just runs the whole household herself and just has two kids and goes crazy,  all the time.",sd
183755,183755,A,"Uh-huh,",b
183756,183756,A,"uh-huh,",b
183757,183757,A,uh-huh.,b
183758,183758,B,And so I see I little bit of that,sd
183759,183759,B,"and I always wish there was a balance, you know,  with the one and, and wish she could spend more time with her kids",sv
183760,183760,A,Uh-huh.,b
183761,183761,B,"and the other gal I wish she could just get out of Dodge,  for a while",sd
183762,183762,A,Right.,b
183763,183763,A,"But they're both,",sd
183764,183764,B,Get some peace and quiet.,^2
183765,183765,A,"Yeah,",aa
183766,183766,A,"they're both different people, too.",sd
183767,183767,A,"That's, That's where the trouble lies.",sv
183768,183768,B,"Yeah,",b
183769,183769,B,"definitely,",ba
183770,183770,B,so. You're right about that.,aa
183771,183771,B,Yeah.,b
183772,183772,A,"Some people, some people can adjust and have both, do both well,",sv
183773,183773,B,"And that's,",%
183774,183774,A,and others can't.,sv
183775,183775,B,That's true.,ba
183776,183776,B,That's so true.,ba
183777,183777,B,"How, how did your daughter do it?",qo
183778,183778,A,"Uh, well, uh, I have one daughter that works full-time.",sd
183779,183779,A,She has two little boys.,sd
183780,183780,B,Uh-huh.,b
183781,183781,A,"And, they seem to do fine.",sd
183782,183782,A,"She has been has talked about quitting, you know, and staying home for a few years.",sd
183783,183783,A,"But then, it's real hard because she's got an excellent job.",sd
183784,183784,B,Right.,b
183785,183785,A,Uh.,%
183786,183786,A,Go ahead.,ad
183787,183787,A,"So Ken, how do you do your family budget?",qh
183788,183788,B,"Well, we don't actually have a budget, budget per se.",sd
183789,183789,B,"What we do is, uh, maintain a normal checkbook. You know, like, everyone in the world does, I guess,",sd
183790,183790,A,Huh-uh.,b
183791,183791,B,"and occasionally it actually balances,",sd
183792,183792,B,"And, um, we also, we, um, we have a, a U S Air and Visa card.",sd
183793,183793,A,Huh-uh.,b
183794,183794,B,"Every, every dollar we, every dollar we charge is a mile for our frequent flier mileage.",sd
183795,183795,A,"Oh, yeah.",b
183796,183796,B,"It's a real good deal actually, if you charge a lot.",sd
183797,183797,B,"So what we, what my wife and I have taken to doing is charging everything in sight.",sd
183798,183798,B,"Anything we buy, we charge, including groceries and so forth.",sd
183799,183799,A,Huh-uh.,b
183800,183800,B,"So what we'll do is,",sd
183801,183801,A,"Well, then you just pay it off at the end of the month?",qy
183802,183802,B,Right.,na
183803,183803,B,"We actually maintain a,",sd
183804,183804,B,"we have, a, we, we, we, we have a checking account that we treat like a savings,",sd
183805,183805,B,"scratch that,",ad
183806,183806,B,we have a savings account that we treat like a checking account.,sd
183807,183807,A,Huh-uh.,b
183808,183808,B,"And so what we do is, we anytime we do or make or charge something, we write it out as if we wrote a check.",sd
183809,183809,A,Huh-uh.,b
183810,183810,B,And then at the end of the month all the money to covered already.,sd
183811,183811,B,So we just pay it off without having to worry about any interest or anything.,sd
183812,183812,A,Oh.,b
183813,183813,A,That's a real good idea.,ba
183814,183814,B,It keeps us hopping.,sd
183815,183815,A,Yeah.,b
183816,183816,A,"See, now I'd never get my wife to be able to follow that.",sd
183817,183817,A,Before we got married I had money in the bank.,sd
183818,183818,A,I owned my own home.,sd
183819,183819,A,"I put in so much money, each, you know, month towards long term savings, you know, like in, uh, mutual funds and things, you know,",sd
183820,183820,B,Huh-uh.,b
183821,183821,A,"and, uh, after I got married,",sd
183822,183822,A,"no,","fo_o_fw_""_by_bc"
183823,183823,A,it just didn't work anymore.,sd
183824,183824,A,She spends a lot.,sd
183825,183825,A,"She likes to spend on anything and everything With body lotion, everything",sd
183826,183826,A,"So, we really haven't, we don't have a good organized system, yet.",sd
183827,183827,A,Maybe after awhile I'll rub off on her or something,sd
183828,183828,A,"I don't think,",%
183829,183829,B,"Well, you know, you know, you know, what's always good is sort of a for savings , where they just take money out of you're pay.",sv
183830,183830,A,Yeah.,b
183831,183831,B,"We did that for awhile where, um,",sd
183832,183832,B,"we actually still do it with, with my wife's salary,  where we put it, we have a separate, a third account even, a savings account in, in an entirely different bank where what we do is take money out of her paycheck every week.",sd
183833,183833,B,I'm a graduate student.,sd
183834,183834,A,Yes.,b
183835,183835,A,So am I.,sd
183836,183836,B,"Oh, really.",b
183837,183837,B,In what field?,qw
183838,183838,A,"Well, uh, in information systems.",sd
183839,183839,A,I'm a voice researcher.,sd
183840,183840,B,"Oh, okay.",bk
183841,183841,B,"I'm in, uh, psycholinguistics, actually.",sd
183842,183842,A,Huh-uh.,b
183843,183843,B,"Um, but my wife has a real job.",sd
183844,183844,A,Yeah.,b
183845,183845,A,So does mine.,sd
183846,183846,B,Yeah,b
183847,183847,B,"What we do is, we take money out of her, out of her paycheck each week.",sd
183848,183848,A,Huh-uh.,b
183849,183849,B,"And put it, it goes directly to another account, that we don't, at an entirely different bank, that we don't have access to so easily,",sd
183850,183850,B,and it goes there,sd
183851,183851,B,and it stays there,sd
183852,183852,B,and it builds up until we need it for something.,sd
183853,183853,A,Yeah.,b
183854,183854,A,"See, I think we might have to do that",sd
183855,183855,A,"Of course, she looks at what she brings home each week.",sd
183856,183856,A,"It's going to be hard for her to, uh, not have her own money. Because, like now, you know, I put money in the bank and saved to go back to graduate school for two years.",sd
183857,183857,A,"And now she wants to go back to school,",sd
183858,183858,A,but she saved enough maybe to get her through August.,sd
183859,183859,B,Oh.,b
183860,183860,A,"You know, and that's it.",sd
183861,183861,A,"And I keep saying, now, Laura, you're going to have to save a little money.",sd
183862,183862,A,I don't know if my paltry graduate student fees are going to get us through.,sd
183863,183863,A,"It doesn't work, Ken",sd
183864,183864,B,Gee.,b
183865,183865,A,"My mother always said, ""now, don't argue about money"",",sd
183866,183866,A,so we don't.,sd
183867,183867,B,Right.,b
183868,183868,A,"But, you know, there goes my savings",sd
183869,183869,B,God.,ba
183870,183870,A,"But, you know, it's one of those things.",sd
183871,183871,B,I got lucky.,sd
183872,183872,B,"My wife apparently is not a,",sd
183873,183873,B,"she likes to spend,",sd
183874,183874,B,but she's pretty good about things.,sd
183875,183875,A,Yeah.,b
183876,183876,A,"Now, see my wife will do things like make clothes.",sd
183877,183877,B,Wow.,ba
183878,183878,A,"One of our, one of our big investments that, you know, I was wholeheartedly in favor of, was to buy a sewing machine. Because she makes clothes.",sd
183879,183879,A,"And, you know, a descent sewing machine will really help her out",sd
183880,183880,A,"and she's already made, you know, presents and gifts and things for,  shorts for me and things for the summer.",sd
183881,183881,A,"You know, so I guess I can't, you know, we've probably almost paid off the sewing with, uh,  yeah, with the savings from that.",sd
183882,183882,A,"So I can't complain too much, you know,",sd
183883,183883,A,"she's, she's good about that.",sd
183884,183884,A,"And, also, we, we dine at home a lot.",sd
183885,183885,A,"You know, she likes to cook.",sd
183886,183886,A,So that saves us from restaurants or whatever,sd
183887,183887,A,"but,  but, she does have things where she likes to pamper herself that just to me seem like money dumped down a drain. You know.",sd
183888,183888,B,Right.,b
183889,183889,B,"Well, I guess we all have those feelings.",sv
183890,183890,A,Yeah.,b
183891,183891,B,"I, uh, I uh, I, I go to, uh,",%
183892,183892,B,"I pay what I think is a lot of money to go to a karate class, you know.",sd
183893,183893,A,Huh-uh.,b
183894,183894,A,"You know, but you need a hobby.",sv
183895,183895,B,Right.,b
183896,183896,B,"Exactly,",ba
183897,183897,B,but that to her is sort of like a waste.,sd
183898,183898,A,Yeah.,b
183899,183899,A,That's true.,ba
183900,183900,B,But she does her nails.,sd
183901,183901,B,"So,",%
183902,183902,A,"I know,",ba
183903,183903,A,and those nails are so expensive,sd
183904,183904,A,"Oh, gosh.",ba
183905,183905,A,I was so excited when she decided she wasn't going to do her nails anymore.,sd
183906,183906,A,I guess she just stopped polishing them because they were yellow.,sd
183907,183907,B,Yeah.,b
183908,183908,A,And then she waits for them to get their color back.,sd
183909,183909,A,And then she'll polish them again.,sd
183910,183910,A,"I don't know, whatever.",sd
183911,183911,A,So she stopped for awhile.,sd
183912,183912,A,"Boy, what a difference.",sd
183913,183913,A,"They buy nail polish every two weeks,",sd
183914,183914,A,"it's, uh,",%
183915,183915,A,"my gosh,",ba
183916,183916,B,Yeah.,b
183917,183917,A,"And lotion, oh, my goodness, body lotion,",sd
183918,183918,B,"Oh, yeah.",b
183919,183919,A,"we spend more on soft, on, on body lotions with sesame oil and all these different things, than, uh,",sd
183920,183920,A,she must spend more on one application of body lotion than I do on soap for an entire year.,sd
183921,183921,B,Yeah,b
183922,183922,B,Good old Ivory,sd
183923,183923,A,Yeah.,b
183924,183924,A,It's funny.,sv
183925,183925,B,"Um, well, it's for your benefit though, right.",qy
183926,183926,A,"Oh, I think so,",na
183927,183927,A,she's always soft.,sd
183928,183928,A,That's true.,sd
183929,183929,B,", so that's helpful.",ba
183930,183930,A,Yeah.,aa
183931,183931,A,"But I think, um,",%
183932,183932,A,"I don't know,",h
183933,183933,A,"maybe after we're not in school anymore, we'll be much better at saving.",sd
183934,183934,A,"I think, uh,  I think that's, uh,",%
183935,183935,B,Yeah.,b
183936,183936,B,Now do you still own a house?,qy
183937,183937,B,You said you owned one.,sd
183938,183938,A,I sold my house.,ng
183939,183939,A,"And that's what's really paying for my time unemployed or whatever. Because the graduate assistantship really doesn't cover, the ten thousand dollars in tuition, really doesn't cover living expenses. Um,",sd
183940,183940,B,That's great.,ba
183941,183941,B,Right.,b
183942,183942,A,we actually live in two different places right now because she has her job.,sd
183943,183943,A,"So that makes it hard with, uh, you know,",sd
183944,183944,A,"we're paying double rent, double utilities,",sd
183945,183945,B,"Oh, wow.",ba
183946,183946,A,and that makes it sort of expensive,sd
183947,183947,A,"but see, I live within my,  I live within my very menial income",sd
183948,183948,A,and she doesn't,sd
183949,183949,A,"She doesn't live within her professional income, you know.",sd
183950,183950,A,"So I just get a,",%
183951,183951,B,"that's the killer, two apartments,",sv
183952,183952,A,"yeah,",aa
183953,183953,A,"and then even if we want to see each other on weekends, it's twenty-five, thirty dollars in gas, every weekend,",sd
183954,183954,A,"and that really adds up too, you know,",sd
183955,183955,A,"so it gets tough,",sd
183956,183956,B,Wow.,ba
183957,183957,A,"I think, we'll, do much better when we're living together and we're only paying one rent and one telephone.",sd
183958,183958,A,"You know, it will cut our telephone bills, you know, by five, by four-fifths, you know,   if she's here,",sd
183959,183959,B,"Eventually, right.",ba
183960,183960,B,"I mean you're not going to,",%
183961,183961,B,Right.,b
183962,183962,A,"so it's actually tough this year,",sd
183963,183963,A,but it will be better in June.,sd
183964,183964,A,"She will move in with me in June,",sd
183965,183965,A,so hopefully our budget will in increase then.,sd
183966,183966,B,Have you been married for long?,qy
183967,183967,A,No.,nn
183968,183968,A,Just since December.,sd
183969,183969,B,"Oh, wow.",ba
183970,183970,B,So you guys really are newlyweds.,sd
183971,183971,A,Yeah.,b
183972,183972,A,"We're, very newlyweds,",sd
183973,183973,A,"but that's the,",%
183974,183974,A,"we, we're together probably for, um, uh, very close for about six months before we got married.",sd
183975,183975,A,"So, you know, we lived within,",%
183976,183976,A,"though I had my own house and things, you know, we still, uh, we're still pretty close.",sd
183977,183977,A,I knew her spending habits,sd
183978,183978,A,and they're about the same,sd
183979,183979,B,"Oh, wow.",ba
183980,183980,A,"they haven't changed at all, you know.",sd
183981,183981,A,"My mother always said to me, ""Tom, now, the best thing to do is be like you're father.",sd
183982,183982,A,"Never say a word when you're wife spends money"".",^q
183983,183983,A,"And I was like, well, that's true my dad never said a word, you know.",sd
183984,183984,B,Yeah.,b
183985,183985,A,So.,%
183986,183986,B,"I actually encourage my wife to spend money sometimes. Because I think, you know, um, I sort of feel guilty, you know, given that she makes twice as much as I do.",sd
183987,183987,A,Yeah.,b
183988,183988,B,"So I say if she wants to go out and buy something, I never argue with her, because she's real good at, you know, sort of .",sd
183989,183989,A,"I don't argue with her,",sd
183990,183990,A,"but I just get all,",sd
183991,183991,A,it must show in my face.,sd
183992,183992,A,"Must be like, must be cringes or something, you know,  especially yesterday or this past weekend.",sd
183993,183993,B,Yeah.,b
183994,183994,A,"We met half way between, at her parents house",sd
183995,183995,A,"and, um, she had on a new pair of jeans",sd
183996,183996,A,"and she'd gotten all new underwear,",sd
183997,183997,A,"and I was like, Laura.  How did you get all this stuff?",sd
183998,183998,A,"imitates a woman's ""Well, I just got paid.""",^q
183999,183999,A,"And, and I was like, oh.",sd
184000,184000,B,"Had some money in her pocket, yeah.",ba
184001,184001,A,It was there.,sd
184002,184002,A,It was burning.,sd
184003,184003,A,It had to be spent.,sd
184004,184004,A,"You know, and I'm like",%
184005,184005,A,and she said everything was on sale.,sd
184006,184006,A,"Oh, oh, that's good,",ba
184007,184007,A,at least it was on sale,sd
184008,184008,A,"That's good honey,",^q
184009,184009,A,I'm glad you bought it on sale,^q
184010,184010,A,What else can you say?,bh
184011,184011,B,That's right.,ba
184012,184012,B,I do recommend the for savings bit.,sv
184013,184013,B,"They, uh, they take it out or your paycheck before you see it because it doesn't hurt.",sd
184014,184014,A,Yeah.,b
184015,184015,A,"I think,",%
184016,184016,A,Yeah.,b
184017,184017,A,You don't notice it.,sd
184018,184018,A,I think that's probably a really good idea.,sd
184019,184019,B,"You know, you don't even think about it if it's gone.",sv
184020,184020,A,Huh-uh.,b
