en,ru
"but I do know for sure that all twelve have to agree before he can either, you know, either he or she can either go free or to jail, either one.","но я точно знаю, что все двенадцать должны согласиться, прежде чем он сможет либо, вы знаете, либо он, либо она могут либо выйти на свободу, либо сесть в тюрьму, либо одно из них."
"Yeah,","Да,"
"and that maybe on the lesser crimes that aren't too severe, that's a little stringent","и что, возможно, в отношении менее тяжких преступлений, которые не слишком серьезны, это немного строже"
Uh-huh.,Угу.
Especially because there's twelve.,"Особенно потому, что их двенадцать."
"The thing about it is, I think jury selection, too,","Дело в том, что, я думаю, отбор присяжных тоже,"
"a lot of times, uh, the lawyers are able to pick and choose who they want on the jury","часто адвокаты могут сами выбирать, кого они хотят видеть в составе присяжных"
"and they can sway them that way, too.",и они тоже могут повлиять на них таким образом.
"That's, that's just it.","Вот, в этом-то все и дело."
I don't understand.,Я не понимаю.
"You're supposed to, you know, go in if you have, you know, like if you've never heard of the people before or anything,","Ты должен, ну, знаешь, зайти, если у тебя есть, ну, знаешь, например, если ты никогда раньше не слышал об этих людях или что-то в этом роде,"
"but I don't understand with racialism and the way religion is and everything else how you can get people that are total, totally impartial to it.","но я не понимаю, что такое расизм, религия и все остальное, как вы можете привлечь людей, которые абсолютно беспристрастны к этому."
I know.,Я знаю.
"I don't think, well, I guess you really can't,","Я не думаю, ну, я думаю, ты действительно не можешь,"
"but the other thing is when they have the sensational trials, how they get people who aren't swayed by the news either.","но другое дело, когда они проводят сенсационные судебные процессы, как они привлекают людей, на которых новости тоже не влияют."
Uh-huh.,Угу.
"So, uh, but then, again, you know, they, the, one of the questions they asked is, should it just be decided by a judge","Итак, э-э, но опять же, вы знаете, они, один из вопросов, который они задали, заключается в том, должен ли это просто решать судья"
"and that's kind of tricky, too, because a lot of positions the judges are in, they, they can't be fired, you know,","и это тоже довольно сложно, потому что многие должности, на которых находятся судьи, они, вы знаете, не могут быть уволены,"
"they have to, they stay till they retire","они должны, они остаются, пока не выйдут на пенсию"
Uh-huh.,Угу.
"and sometimes they're pretty partial in their judgements, too",и иногда они тоже довольно пристрастны в своих суждениях
"Yeah,","Да,"
I agree.,Я согласен.
I don't think it should be left up to the judge alone.,"Я не думаю, что это следует оставлять на усмотрение только судьи."
"Not only, you know, that they have to stay in there,","Не только, вы знаете, что они должны оставаться там,"
"but, hey,","но, эй,"
how many times have you heard of judges being bought over.,"сколько раз вы слышали о том, что судей подкупают?"
I know.,Я знаю.
"You know, so it, it's, I, I think, I think in, in the end, the judge has the presiding, you know, uh, vote.","Вы знаете, так что это, это, я, я думаю, я думаю, что в конце концов, у судьи есть председательствующий, вы знаете, э-э, голос."
"I think he can be, you know, I, I don't know if it's the way it is in real life,","Я думаю, он может быть, ты знаешь, я, я не знаю, так ли это в реальной жизни,"
but I've seen it on T V where the juries go one way,"но я видел это по телевизору, где присяжные идут в одну сторону"
and the judge totally finds it obnoxious,и судья полностью находит это отвратительным
"and he completely, you know, goes the other way.","и он совершенно, знаете ли, идет другим путем."
Yeah.,Да.
"Now, I'm not sure if the judge is allowed to do that in everyday life or what.","Так вот, я не уверен, разрешено ли судье делать это в повседневной жизни или что-то в этом роде."
I think in some cases they are.,"Я думаю, что в некоторых случаях так оно и есть."
Uh-huh.,Угу.
"But they know they get to decide how severe the sentence is if it's, you know,","Но они знают, что им решать, насколько суровым будет приговор, если это, вы знаете,"
Yeah.,Да.
"so that's another thing where they have the power,","так что это еще одна вещь, в которой у них есть власть,"
but maybe juries could be less than twelve people,"но, может быть, присяжных могло бы быть меньше двенадцати человек"
or would that be more fair or less fair.,или это было бы более справедливо или менее справедливо?
Maybe there should be more than twelve people,"Может быть, там должно быть больше двенадцати человек"
"I don't,","Я не,"
"Oh, oh, my God.","О, о, Боже мой."
"If there were more than twelve, can you imagine how long they'd be sitting","Если бы их было больше двенадцати, можете ли вы представить, как долго они бы сидели"
I know.,Я знаю.
I don't know.,Я не знаю.
"I, I think it's just, I don't, I mean, I think it's as fair as it can possibly get,","Я, я думаю, что это просто, я не... я имею в виду, я думаю, что это настолько справедливо, насколько это возможно,"
"but I just think it's really you know,","но я просто думаю, что это действительно, ты знаешь,"
"I mean, some cases go on for years, you know.","Я имею в виду, вы знаете, некоторые дела длятся годами."
"That's true,","Это правда,"
"and I've never been on jury duty,","и я никогда не был присяжным заседателем,"
"but they have to keep going and going and going. And lose their, not lose their jobs, but not go to work.","но они должны продолжать идти, и идти, и идти. И теряют их, не теряют свою работу, но не ходят на работу."
Uh-huh.,Угу.
Yeah.,Да.
"I, I don't know how it could be more fair.","Я, я не знаю, как это могло бы быть более справедливо."
"Course, I don't know.","Конечно, я не знаю."
"Maybe maybe they should be asking someone that's been on, on trial before.","Может быть, может быть, им следует спросить кого-нибудь, кто уже был на процессе раньше."
"It could be,","Это могло бы быть,"
"Really,","Действительно,"
I've never seen one in real life either,Я тоже никогда не видел ни одного в реальной жизни
"so I don't have, you know, I don't know that much about it,","так что у меня нет, вы знаете, я не так уж много знаю об этом,"
"but I think, it seems that we have a, a pretty fair system compared to other countries.","но я думаю, кажется, что у нас довольно справедливая система по сравнению с другими странами."
I don't know how we could make it more fair.,"Я не знаю, как мы могли бы сделать это более справедливым."
I really don't.,Я действительно не знаю.
Uh-huh.,Угу.
"The unanimous vote is questionable, though.",Однако единогласное голосование вызывает сомнения.
"And, and how, how many cases get juries might want to be reviewed, too.","И, и как, сколько дел, по которым присяжные тоже могут захотеть пересмотреть."
Uh-huh.,Угу.
Yeah.,Да.
"Because, uh, I don't know if you should really have a jury for a small infraction.","Потому что, э-э, я не знаю, действительно ли вам следует привлекать присяжных за небольшое нарушение."
But I'm not sure who gets them,"Но я не уверен, кто их получает"
Uh-huh.,Угу.
I don't know anything,Я ничего не знаю
I know.,Я знаю.
I don't know that much about it either.,Я тоже не так уж много знаю об этом.
"I just, I don't know.","Я просто, я не знаю."
"I, I guess maybe if they'd go and they'd ask someone in jail, you know, how they can make it more fair for them or not,","Я, я думаю, может быть, если бы они пошли и спросили кого-нибудь в тюрьме, вы знаете, как они могут сделать это более справедливым для них или нет,"
"but then again, maybe they should be there","но опять же, может быть, они должны быть там"
so that is fair.,так что это справедливо.
Right.,Верно.
"I don't, I, I don't think anyone's going to come up with a better way.","Я не, я, я не думаю, что кто-нибудь придумает лучший способ."
"No,","Нет,"
"whoever came up with this was pretty smart because it was pretty, uh, unique I think, when they started it.","тот, кто это придумал, был довольно умен, потому что, я думаю, это было довольно, э-э, уникально, когда они это начинали."
Uh-huh.,Угу.
Yeah.,Да.
"So, how long do we need to talk?","Итак, как долго нам нужно разговаривать?"
Do you know?,Ты знаешь?
"Oh, I think we can hang up anytime","О, я думаю, мы можем повесить трубку в любое время"
Okay.,Хорошо.
"Uh, in, uh,","Э-э, в, э-э,"
what do I do now?,что мне теперь делать?
Do you know?,Ты знаешь?
"Anything,","Что-нибудь,"
or just wait for someone else.,или просто дождись кого-нибудь другого.
"No,","Нет,"
I don't,Я не
"what else to say,","что еще сказать,"
so.,так.
"Okay,","Окей,"
well it was nice talking with you.,"что ж, было приятно с тобой поговорить."
"It was nice talking to you, too.",С тобой тоже было приятно поговорить.
Bye.,Пока.
Thanks.,Спасибо.
Bye-bye.,Пока-пока.
"Well, how do you feel about spot spot testing for drugs?","Ну, а как вы относитесь к точечному тестированию на наркотики?"
"Well, basically I think it would be a good idea myself.","Ну, в принципе, я сам думаю, что это было бы хорошей идеей."
"I, uh, I think if somebody's not on drugs, they have no reason, you know, to be afraid of it.","Я, э-э, я думаю, что если кто-то не употребляет наркотики, у него нет причин, знаете ли, бояться этого."
Uh-huh.,Угу.
"Uh, I do think that there has to be some controls, uh,","Э-э, я действительно думаю, что должен быть какой-то контроль, э-э,"
"like, I don't think one test positive should, uh, be, uh, the end of it, you know.","например, я не думаю, что один положительный тест должен, э-э, быть, э-э, концом этого, ты знаешь."
Right.,Верно.
"I, I think they should test more than once.","Я, я думаю, что они должны протестировать несколько раз."
"Yeah,","Да,"
"it's, it's  it's refreshing to hear somebody, that has a similar opinion as mine.","это, это... это освежает слышать кого-то, у кого такое же мнение, как у меня."
"It,","Оно,"
"I mean, all these people that are against it that may, you know, they may not even be on drugs.","Я имею в виду, все эти люди, которые против этого, которые могут, вы знаете, они могут даже не принимать наркотики."
"They, they call it an invasion of privacy.","Они, они называют это вторжением в частную жизнь."
Uh-huh,Ага
And I don't see that.,И я этого не вижу.
To me that just doesn't sound like a valid argument because this company is paying you good money that you're working for,"Для меня это просто не звучит как веский аргумент, потому что эта компания платит вам хорошие деньги, на которые вы работаете"
That's right.,Верно.
"and they, I believe that, they have the right to know if you're using a, a dangerous substance","и они, я считаю, что они имеют право знать, употребляете ли вы опасное вещество"
Uh-huh.,Угу.
Uh-huh.,Угу.
"But,","Но,"
"There's so many jobs that, uh, really have other people's lives in their hands or even their own life","Есть так много профессий, в руках которых действительно находятся жизни других людей или даже их собственная жизнь"
"and, you know, and it's, uh","и, вы знаете, и это, э-э"
Uh-huh.,Угу.
"uh, how can you do anything about a problem besides if you don't know about it?","э-э, как ты можешь что-то сделать с проблемой, кроме как если ты о ней не знаешь?"
Right.,Верно.
"You know, and I just, um, I, I think  there definitely needs to be some control to it.","Ты знаешь, и я просто, эм, я, я думаю, что определенно должен быть какой-то контроль над этим."
Right .,Верно.
I guess it is possible to have a false positive report.,"Я предполагаю, что возможно получить ложноположительный отчет."
Yes.,Да.
"No,","Нет,"
"I, I, I agree that, you know, you, there needs to be a, a well thought out, sane approach to, how to administer that program.","Я, я, я согласен с тем, что, знаете, вам нужен хорошо продуманный, здравомыслящий подход к тому, как администрировать эту программу."
Uh-huh.,Угу.
"Just because you, you, something can get mixed in the mail,","Просто потому, что ты, ты, что-то может перепутаться в почте,"
"or uh, the chemicals could react incorrectly than, than what you would expect them to.","или, э-э, химические вещества могут реагировать неправильно, чем, чем вы ожидали бы от них."
Uh-huh.,Угу.
"And, yeah,","И, да,"
"you, you know","ты, ты знаешь"
Or somebody's test gets mixed up with somebody else's.,Или чей-то тест путается с чьим-то другим.
Right.,Верно.
"I mean, those things do happen.","Я имею в виду, такие вещи действительно случаются."
Yeah.,Да.
"Uh, I certainly wouldn't want people's lives ruined  uh, wrongly.","Э-э, я, конечно, не хотел бы, чтобы жизни людей были разрушены э-э, неправильно."
"Right,","Правильно,"
"and, you know, I've","и, ты знаешь, я уже"
"the, the, the company that I work for, uh, has just recently, well, you know, within the last couple of years, instituted for all new hired employees,","компания, в которой я работаю, э-э, совсем недавно, ну, вы знаете, за последние пару лет ввела для всех новых нанятых сотрудников,"
they submit to a urine test.,они сдают анализ мочи.
Uh-huh,Ага
"And, they, they say that there's been, you know, they, they, they've also implemented random testing.","И они, они говорят, что было, вы знаете, они, они, они также внедрили выборочное тестирование."
Uh-huh.,Угу.
"And , it hasn't happened to me in the couple of years that, you know, it's been in progress","И за те пару лет, что, вы знаете, это продолжалось, со мной такого не случалось"
Uh-huh.,Угу.
"but, uh, I, I fully agree with it","но, э-э, я, я полностью согласен с этим"
"and there's, you know, there's all these memos going around about folks that are disgruntled and feel it's an invasion of privacy,","и, знаете, повсюду ходят записки о людях, которые недовольны и считают это вторжением в частную жизнь,"
"and I, I agree with you.","и я, я согласен с вами."
Uh-huh.,Угу.
"If, if, if you feel it's an invasion of privacy, you've, you've probably got something you're trying to hide","Если, если, если вы чувствуете, что это вторжение в частную жизнь, у вас, вероятно, есть что-то, что вы пытаетесь скрыть"
Yeah,Да
"and you maybe need to look for some other type of job to do  that, uh, doesn't require the testing.","и вам, возможно, нужно поискать какую-нибудь другую работу, которая, э-э, не требует тестирования."
Yeah.,Да.
Right.,Верно.
"Uh, to me, it's, to me it's not an invasion or privacy.","Э-э, для меня это, для меня это не вторжение в частную жизнь."
"I think it's people have a right to know if, if, uh, their, their life maybe's in jeopardy or, uh, Yeah.","Я думаю, что люди имеют право знать, если, если, э-э, их, их жизнь, возможно, в опасности или, э-э, да."
"Or, the quality of their product.",Или качество их продукта.
"Their work, the work they're doing for their company.","Их работа, работа, которую они делают для своей компании."
"Uh, those things are all affected.","Э-э, все эти вещи затронуты."
"If not immediately, it certainly does eventually.","Если не сразу, то со временем это определенно произойдет."
Yeah.,Да.
I think that's where a lot of the problem is at first.,"Я думаю, что поначалу именно в этом заключается большая проблема."
"It doesn't seem to, uh, bother the quality of work","Похоже, это не влияет на качество работы"
Uh-huh.,Угу.
but eventually it does.,но в конце концов это происходит.
"Right,","Правильно,"
because it usually requires more and more of that substance that you're misusing to get the same effect.,"потому что обычно для получения того же эффекта требуется все больше и больше того вещества, которым вы злоупотребляете."
"Uh-huh,","Ага,"
uh-huh.,угу.
Uh-huh.,Угу.
Um.,Хм.
"Course, I feel the same way on the AIDS problem.","Конечно, я отношусь к проблеме СПИДа точно так же."
"I, I don't think that's an invasion of privacy,","Я, я не думаю, что это вторжение в частную жизнь,"
"that's the only communicable disease that they're not allowed to test for you know,","это единственное инфекционное заболевание, на которое им не разрешают тестироваться, вы знаете,"
and it's destroying a lot of   people's lives,и это разрушает жизни многих людей
and then   and one of the few that they don't have a cure for,"и потом, это одна из немногих болезней, от которых у них нет лекарства"
"Yeah,","Да,"
"and it's, you know, it's, it's destroying people's lives","и это, вы знаете, это, это разрушает жизни людей"
"and I, I think that person, plus anybody in danger should, should know about it and be aware of it.","и я, я думаю, что этот человек, плюс любой, кто находится в опасности, должен, должен знать об этом и осознавать это."
Yeah.,Да.
I don't know.,Я не знаю.
"It's, it's kind of hard to",Это... это довольно трудно
"I guess the gay movement has had a lot to do with considering that, that, uh, an invasion of privacy.","Я предполагаю, что гей-движение имело много общего с тем, что рассматривало это, это, э-э, вторжение в частную жизнь."
"Of course, that's not supposed to be what we're talking about today, I guess.","Конечно, я думаю, это не должно быть тем, о чем мы говорим сегодня."
"So, I kind of get off on a tangent here.","Итак, я как бы ухожу отсюда по касательной."
Yeah,Да
"Uh, do you work for, uh, Texas Instruments?","Э-э, вы работаете на, э-э, Texas Instruments?"
"Yes,","Да,"
I do.,Я делаю.
Uh-huh.,Угу.
"And I'm, I'm down in the, the central,","И я, я нахожусь внизу, в центральном,"
"but I don't know how familiar you are with Texas,","но я не знаю, насколько вы знакомы с Техасом,"
"but I'm in a, we live in a town, uh, near a town called Temple. Which is right in between Waco and Austin on the freeway.","но я в, мы живем в городе, э-э, недалеко от города под названием Темпл. Который находится прямо между Вако и Остином на автостраде."
Um.,Хм.
"Oh, that's probably why,","О, наверное, именно поэтому,"
"my brother did live in Grapevine, Texas.","мой брат действительно жил в Грейпвайне, штат Техас."
That's near Dallas.,Это недалеко от Далласа.
Right.,Верно.
Uh-huh.,Угу.
"We're probably about two, two and a half hours south of him.","Мы, вероятно, примерно в двух-двух с половиной часах езды к югу от него."
"Uh-huh,","Ага,"
uh-huh.,угу.
So.,Так.
It's pretty hot down there probably.,"Там, внизу, наверное, довольно жарко."
Oh my!,О боже!
Yeah,Да
"It's, actually, we got about two inches of rain in about three hours, yesterday.","На самом деле, вчера примерно за три часа выпало около двух дюймов дождя."
"Oh, did you really?","О, ты действительно это сделал?"
And it's   cooled things down somewhat.,И это несколько охладило пыл.
"Oh, that's great.","О, это здорово."
"It's getting more humid now,","Сейчас становится все более влажно,"
"but,","но,"
Uh-huh.,Угу.
"We, we need rain real bad up here.","Нам, нам здесь очень нужен дождь."
Uh-huh,Ага
"It's, uh, everything's really getting dry.","Это, э-э, все действительно становится сухим."
"It's, uh,","Это, э-э,"
Yeah,Да
It's been about three weeks since we've had any.,"Прошло около трех недель с тех пор, как у нас что-нибудь было."
Yeah.,Да.
It's kind of at a dangerous level here.,Здесь это как бы на опасном уровне.
"People hauling water,","Люди таскают воду,"
"and, uh it's getting real bad.","и, э-э, это становится действительно плохо."
Um.,Хм.
Wow.,Вау.
So.,Так.
How about that?,Как насчет этого?
So.,Так.
"Well, I hope you do get some rain up there.","Что ж, я надеюсь, у вас там действительно будет немного дождя."
Um So do I,"Эм, я тоже так думаю"
I,Я
"Uh, I can't think of anything else, uh.","Эм, я не могу думать ни о чем другом, эм."
"Yeah,","Да,"
"I, I guess being in agreement  kind of tends to limit the conversation  you know","Я, я думаю, что согласие в некотором роде ограничивает разговор, вы знаете"
Uh-huh.,Угу.
Uh-huh.,Угу.
"Uh, I can understand","Э-э, я могу понять"
"I know if somebody is using drugs and doesn't think there's anything wrong with them, I can see them objecting. You know?","Я знаю, что если кто-то употребляет наркотики и не думает, что с ними что-то не так, я вижу, как они возражают. Ты знаешь?"
there's a lot of people that think that there's nothing wrong with .,"есть много людей, которые думают, что в этом нет ничего плохого."
"One of the things I found interesting,","Одна из вещей, которые я нашел интересными,"
"it, it's funny that you mentioned that,","это, забавно, что ты упомянул об этом,"
T I is pretty much a worldwide company,T I - это в значительной степени всемирная компания
Uh-huh.,Угу.
and we have manufacturing plants all around the world including some places where the use of certain drugs that are illegal here are not illegal.,"и у нас есть заводы-производители по всему миру, включая некоторые места, где употребление определенных наркотиков, которые здесь запрещены, не является незаконным."
Uh-huh.,Угу.
"Um. Uh-huh,","Хм. Ага,"
uh-huh.,угу.
"Yeah,","Да,"
"they don't have to submit to drug testing like, like they do here in the States and some places abroad.","им не нужно проходить тестирование на наркотики, как это делают здесь, в Штатах, и в некоторых местах за рубежом."
"Oh, I'll be darn.","О, будь я проклят."
"Yeah,","Да,"
I thought that was kind of interesting too.,"Я тоже подумал, что это в некотором роде интересно."
"Yeah,","Да,"
"yeah,","да,"
"the different cultures and that  too, uh","разные культуры и это тоже, э-э"
Yeah.,Да.
"I mean, uh, uh, from a quality standpoint, that's not, I mean, just because it's not illegal doesn't mean it doesn't affect you the same way.","Я имею в виду, э-э-э, с точки зрения качества, это не так, я имею в виду, просто потому, что это не незаконно, это не значит, что это не влияет на вас таким же образом."
"No,","Нет,"
no.,нет.
I'm sure it would have to affect you the same way.,"Я уверен, что это должно было бы повлиять на вас таким же образом."
"I, I can't think that would make any difference  whether it was legal or not,","Я, я не могу думать, что это имело бы какое-то значение, было ли это законно или нет,"
Yeah.,Да.
Right.,Верно.
"it, it would still have to affect you the same way.","это, это все равно должно было бы повлиять на вас таким же образом."
"Yeah,","Да,"
"but, like if you're going to do business in another country, you've got to respect their rules.","но, например, если вы собираетесь вести бизнес в другой стране, вы должны уважать их правила."
Uh-huh.,Угу.
"I mean if, if, you know, that, that's the trade off.","Я имею в виду, если, если, вы знаете, это, это компромисс."
Oh yeah.,О да.
You can't you go by their laws.,Ты не можешь действовать по их законам.
Yeah.,Да.
The same way our people have to go by their laws when they're over there.,"Точно так же, как наши люди должны следовать своим законам, когда они там."
That's why a lot get in trouble because they have to follow their rules,"Вот почему многие попадают в беду, потому что им приходится следовать своим правилам"
Huh,Ха
"and, uh some of the countries are very much against drugs","и, э-э, некоторые страны очень сильно выступают против наркотиков"
Right.,Верно.
"and you use them, you pay for it","и вы пользуетесь ими, вы платите за это"
Usually with you life in some places.,Обычно с тобой жизнь в некоторых местах.
"Yeah,","Да,"
a lot of them.,их очень много.
Yeah.,Да.
"Where, where  is it they lose the, if they steal they lose a thumb or a finger?","Где, где это они теряют, если они крадут, они теряют большой палец или безымянный?"
That's right.,Верно.
"Yeah,","Да,"
from the Middle East.,с Ближнего Востока.
Is that where it is?,"Это там, где это находится?"
Yeah.,Да.
"Iraq, Iran, in that area.","Ирак, Иран, в этом районе."
"I thought, wow","Я подумал: ""Вау"
Yeah,Да
"You know, that's quite a deterrent","Вы знаете, это довольно сдерживающий фактор"
"Well, in Saudi Arabia, you know, using, uh, alcohol and drugs and something like that, you get the death penalty.","Ну, в Саудовской Аравии, знаете ли, за употребление, э-э, алкоголя, наркотиков и чего-то в этом роде полагается смертная казнь."
Yeah.,Да.
Yeah.,Да.
"So, it's pretty strict over there",Так что там довольно строго
Yeah.,Да.
"So I guess, you know, we, we have so many freedoms over here we sometimes forget about how   great out country really is.","Так что, я думаю, вы знаете, у нас здесь так много свобод, что мы иногда забываем о том, насколько на самом деле велика наша страна."
"Well, people tend to  take the first amendment out of context. Which, which means you know, I could do anything I want to","Что ж, люди склонны вырывать первую поправку из контекста. Что, что означает, ты знаешь, я мог бы делать все, что захочу"
Uh-huh.,Угу.
Uh-huh.,Угу.
"and you can't stop me,","и ты не можешь остановить меня,"
and you know,и ты знаешь
"They, they abuse it is what they do.","Они, они злоупотребляют этим, вот что они делают."
Yeah.,Да.
Yeah.,Да.
Yeah.,Да.
Yeah.,Да.
Yeah.,Да.
"So, that's,","Итак, это,"
"So,","Так,"
I don't know.,Я не знаю.
"I'm, I'm glad to see more and more companies implementing the policy,","Я, я рад видеть, что все больше и больше компаний внедряют эту политику,"
"Okay,","Окей,"
let's talk about schooling.,давайте поговорим о школьном обучении.
Yeah.,Да.
"Uh, what, what contacts do you have with the public school","Э-э, что, какие контакты у вас есть с государственной школой"
"Okay,","Окей,"
"well, I have a boy","что ж, у меня есть мальчик"
"and he just went into middle school,","и он только что пошел в среднюю школу,"
"and I have a girl,","и у меня есть девушка,"
"and she's in, uh, grade school,","и она учится, э-э, в начальной школе,"
"and then I have a little boy who goes to, uh,","а потом у меня есть маленький мальчик, который ходит в, э-э,"
"they have something just before kindergarten,","у них есть что-то перед детским садом,"
"and it's called Early Childhood,","и это называется раннее детство,"
and I have a young a young boy in that.,и в этом у меня есть молодой... молодой мальчик.
"Oh, okay.","О, ладно."
Uh-huh.,Угу.
"So I, I have a lot of children in, in the school system down here.","Так что у меня, у меня много детей в здешней школьной системе."
Uh-huh.,Угу.
"And, um, I think we have excellent teachers here.","И, эм, я думаю, что у нас здесь отличные учителя."
"I am really, uh,","Я действительно, э-э,"
like the like the way the teachers work with the students.,"нравится, как учителя работают с учениками."
"Uh, I've not been so, um, happy with the schools themselves, I guess.","Эм, я не был так, эм, доволен самими школами, я думаю."
"Like, my, last year, my son and daughter were in the same grade school before he moved up to middle school,","Например, в прошлом году мои сын и дочь учились в одной начальной школе, прежде чем он перешел в среднюю школу,"
Uh-huh.,Угу.
and it was just packed.,и он был просто переполнен.
"I mean, it was a, a fire hazard if we had any kind of assembly there with parents.","Я имею в виду, это было пожароопасно, если бы у нас там было какое-то собрание с родителями."
Yeah.,Да.
And it was just a real problem.,И это была просто реальная проблема.
"Uh, so we had to do a bond issue and, and, um, vote to take money and either have students bussed to different schools if that's what the prefer to do, or to, uh, work on the, work for another school to be built, which is a good idea,","Итак, нам пришлось выпустить облигации и, и, эм, проголосовать за то, чтобы взять деньги и либо развезти учеников на автобусах по разным школам, если это то, что они предпочитают делать, либо, эм, поработать над строительством другой школы, что является хорошей идеей,"
"but in the meantime, the school still has lots and lots of kids in it.",но в то же время в школе по-прежнему учится много-много детей.
"Yeah,","Да,"
yeah.,да.
"So, um, I think one thing is that would,","Итак, эм, я думаю, что одна вещь заключается в том, что было бы,"
"maybe we don't have enough schools,","может быть, у нас недостаточно школ,"
"and secondly, when we have enough schools, sometimes we can't get the, the support for the teachers that we need to pay them to keep good teachers.","и, во-вторых, когда у нас достаточно школ, иногда мы не можем получить поддержку учителей, необходимую для того, чтобы платить им за содержание хороших учителей."
"Well, I think that's, I think that's, uh, true.","Ну, я думаю, что это, я думаю, что это, э-э, правда."
"I, I've got a little different, uh, contact,","У меня, у меня немного другой, э-э, контакт,"
"but I've, I've got a, one son that graduated from high school last year and another son that's a, a sophomore this year","но у меня, у меня есть один сын, который окончил среднюю школу в прошлом году, и еще один сын, который в этом году учится на втором курсе"
Oh.,Ой.
Uh-huh.,Угу.
"and, uh, my wife teaches kindergarten here in Richardson.","и, э-э, моя жена преподает в детском саду здесь, в Ричардсоне."
"Oh, great.","О, отлично."
"Uh, but, in general, I, I think the, the, you know, one of the reasons that we, we, uh, the, chose to live in Richardson when we, when we came here was the, was the schools,","Э-э, но, в общем, я, я думаю, что, знаете, одной из причин, по которой мы, мы, э-э, решили жить в Ричардсоне, когда мы, когда мы приехали сюда, были, были школы,"
"and I think that Plano and Richardson in terms of the, uh, things seriously wrong with the public schools are not nearly to the extent that","и я думаю, что Плано и Ричардсон с точки зрения, э-э, серьезных проблем с государственными школами далеко не до такой степени, чтобы"
"We see through the, out the country.","Мы видим насквозь, за пределами страны."
"uh, right,","э-э, верно,"
right.,верно.
"And I think, I think part of that is that, is the, the, uh, a big part of that is just the demographics,","И я думаю, я думаю, что отчасти это связано с тем, что, э-э, большая часть этого - просто демография,"
"the population in those schools are, are, typically, uh, people that very much value the education and support the, the school systems","население в этих школах, как правило, э-э, люди, которые очень ценят образование и поддерживают школьные системы"
Uh-huh.,Угу.
I think that's right.,"Я думаю, что это правильно."
"and, and, uh, although there's still some, still some problems,","и, и, э-э, хотя все еще есть некоторые, все еще некоторые проблемы,"
"but, uh, I, you know, I, when I was, when I was going to school,","но, э-э, я, ты знаешь, я, когда я был, когда я ходил в школу,"
"I grew up in Iowa,","Я вырос в Айове,"
"and, and, in my family, school was certainly valued,","и, и, в моей семье школа, безусловно, ценилась,"
"but if there was ever any sort of a, uh, if if I was ever in trouble in school, I was also in trouble at home even more so,","но если когда-нибудь случались какие-то... э-э-э... если у меня когда-нибудь были неприятности в школе, то дома у меня были еще большие неприятности,"
Yeah,Да
"and I think that part of it is, is not exactly with the schools, but with the, with the, uh the culture that doesn't, doesn't value the education and doesn't value the schools and doesn't support, uh what the schools are, are trying to do.","и я думаю, что отчасти это связано не совсем со школами, но с, э-э, культурой, которая не ценит образование, не ценит школы и не поддерживает, э-э, то, что школы пытаются делать."
"The home,","Домашний очаг,"
yeah.,да.
I think that's right.,"Я думаю, что это правильно."
"It is so hard with a family system, um, either divorced or, or just one parent or just","Это так сложно с семейной системой, эм, либо разведенный, либо только один родитель, либо просто"
"Yeah,","Да,"
that's true.,это правда.
"and then, if both of them have to work, even that is a, a hard situation for the children, uh, to, to have a supportive system around them to make school work for them","и потом, если им обоим приходится работать, даже это тяжелая ситуация для детей, э-э, иметь вокруг себя систему поддержки, чтобы школа работала на них"
Uh-huh.,Угу.
Uh-huh.,Угу.
"and I think it's real important that the parents work with the school, um","и я думаю, что действительно важно, чтобы родители сотрудничали со школой, эм"
Yeah.,Да.
"I think what you said is, is really a pinpoint, though, that the student and the family life really adds or detracts what's happening in the school","Я думаю, что то, что вы сказали, действительно указывает на то, что ученик и семейная жизнь действительно добавляют или умаляют то, что происходит в школе"
Yeah.,Да.
Yeah.,Да.
"so, um, what about your wife,","итак, эм, что насчет вашей жены,"
