,speaker,text,code
188794,B,Uh-huh.,b
188795,B,Right.,b
188796,A,but it's uncomfortable,sv
188797,B,Uh-huh.,b
188798,A,"but, uh, this year my husband recharged our freon because it was, needed to be done,",sd
188799,A,"and one of the cans released entire amount of freon into the, uh, into the air because he opened it,",sd
188800,B,Um.,%
188801,A,"and, I don't know if there was something wrong with it, or it, his directions weren't quite fully instructed onto that,",sd
188802,B,Uh-huh.,b
188803,A,and I was thinking how many other people,sd
188804,B,"It's probably happened to millions of people,",sv
188805,A,"oh, sure,",ba
188806,A,"because if you take it into a service station, they want to charge you forty dollars just for, uh, freon, which only costs you about three dollars",sv
188807,B,Uh-huh.,b
188808,B,Uh-huh.,b
188809,A,"so I have this feeling that freon probably will increase in price because it is something that people will have to take into consideration and say, Hey, that's that's right there.",sv
188810,B,Uh-huh,b
188811,A,"I think it's like three or four dollars a, a can",sd
188812,B,Yeah.,b
188813,A,"and it takes about four to five cans to fill up a air conditioning unit in a car,",sd
188814,A,"and I, I thought about that,",sd
188815,A,and my husband even was kind of woozy after that because I'm sure he breathed it,sd
188816,B,"Inhaled so much of it,",^2
188817,B,uh-huh.,b
188818,A,"but, uh, you think about that, all the people that are using freon and things like that",sd
188819,B,"Yeah,",b
188820,B,"well, of course in the, uh,",%
188821,B,"I think you probably noticed in the discount stores and places, in the hair sprays we're not seeing as many aerosol cans down here nearly everything is in the pump squirt,",sv
188822,A,Exactly.,aa
188823,A,What do you like to watch on television ?,qw
188824,B,"Well, I guess a lot of the, uh,",sd
188825,B,something that's kind of more of a comedy.,sd
188826,B,"We do have, uh, cable,",sd
188827,B,"and we have premium stations like H B O and Showtime and such,",sd
188828,B,"and I guess a lot of times when I first turn the T V on, I, I normally go to those, because I pay for them",sd
188829,A,Yes,b
188830,B,"I guess I, I want to see if there's anything I really want to see there, so I don't end up watching the, um, prime time on some of the standard channels as much, I tend to go to my premium channels first,",sd
188831,A,"Uh-huh,",b
188832,A,uh-huh.,b
188833,A,"Well we have cable,",sd
188834,A,"but we only have Cinemax,",sd
188835,A,"and uh, I think our favorite night is, uh, Monday night,",sd
188836,B,Uh-huh.,b
188837,A,"and we start out with EVENING SHADE and MAJOR DAD,",sd
188838,B,Uh-huh.,b
188839,A,and I think that's the one night that we really try to watch television.,sd
188840,B,Uh-huh.,b
188841,A,You know my husband's always got it on.,sd
188842,B,Yeah.,b
188843,A,"I'm not always sitting down,",sd
188844,A,"and,",%
188845,B,Monday night's pretty good with MURPHY BROWN and DESIGNING WOMEN.,sv
188846,A,Yes.,aa
188847,A,"Yes,",aa
188848,A,yes.,aa
188849,A,"I just, I love that, all those, that two hours",sv
188850,B,Uh-huh.,b
188851,A,"and, uh, now tonight I just finished up with that A WOMAN CALLED JACKIE,",sd
188852,A,did you watch did you watch it?,qy
188853,B,Uh-huh.,b
188854,B,"We had watched it, uh, I guess Sunday night and Monday night,",na
188855,B,but we didn't get to watch it tonight.,sd
188856,A,"Yeah,",b
188857,A,"it, it was pretty good,",sv
188858,A,"it, uh, sometimes I like a dramatization,",sd
188859,A,"and I like, uh, U S A, when they had their, uh, uh, mystery movies and things, their made for T V movies",sd
188860,B,Uh-huh.,b
188861,B,Uh-huh.,b
188862,A,"and, uh, I like those.",sd
188863,A,"We very seldom watch any, uh, Public Television, Channel Thirteen.",sd
188864,A,Do you watch it much?,qy
188865,B,"The only night we tend to watch some of that is on Sunday nights, starting fairly late, like I'm talking ten o'clock and maybe toward midnight.",sd
188866,B,"They have some British comedy that we've, we've really liked,",sv
188867,A,Yes.,b
188868,B,and there's a variety.,sd
188869,B,"Some of them is, uh, BLACK ADDER or GOOD NEIGHBORS or YES, PRIME MINISTER and ARE YOU BEING SERVED?",qy^d
188870,B,"They, they rotate those around,",sd
188871,B,"and, um, we like that British comedy.",sd
188872,B,"British comedy is very fast,",sv
188873,B,you really have to listen,sv
188874,A,Yes,aa
188875,B,but.,%
188876,A,Now we haven't watched any of those.,sd
188877,B,"They're real good,",sv
188878,B,"but they do come on kind of late,",sv
188879,B,but we really do enjoy those.,sd
188880,B,Sometimes we get to watching some stuff on the Discovery Channel.,sd
188881,A,"Yes,",b
188882,A,now we have watched some things on that.,sd
188883,B,And I'm amazed sometimes what I see on there.,sd
188884,B,But I'm very intrigued.,sd
188885,B,"I, one time I was watching an operation,",sd
188886,B,"and I thought, Gee, I don't believe I'm watching.",sd
188887,A,"Yeah,",b
188888,A,"we had, uh,",%
188889,A,"I don't know,",h
188890,A,"my husband loves to, uh, that male syndrome of flicking that channel,",sd
188891,A,"so, you know, and he's sit in front of it",sd
188892,A,"and, and he went by",sd
188893,A,"and he said, Whoops,",sd
188894,A,"and he backed up,",sd
188895,A,"and, you know, there's this surgery going on as we're eating our dinner you know,",sd
188896,B,Yeah.,b
188897,A,and I'm saying let's move right on,sd
188898,B,"Yeah,",b
188899,B,"right,",b
188900,B,"right,",b
188901,A,"But our grandchildren like that Discovery Channel if they're over here, because lots of times it will have things on, uh, animals",sd
188902,B,Uh-huh.,b
188903,B,Uh-huh.,b
188904,A,"and they just thoroughly, you know, enjoy that",sd
188905,B,Uh-huh.,b
188906,A,"in fact, I think they were watching something on, uh, whales, or killer sharks, one or the other couple of weeks ago over here",sd
188907,B,Uh-huh.,b
188908,B,Uh-huh.,b
188909,A,"and, uh, so we have watched that",sd
188910,B,Uh-huh.,b
188911,A,"and, uh, otherwise, of course my husband's into the football",sd
188912,B,Oh.,b
188913,A,"and, you know, I will watch that some if I'm reading or doing something else, you know with him.",sd
188914,B,Right.,b
188915,B,"Yeah,",b
188916,B,I'm not into watching sports.,sv
188917,B,"Now my husband likes to watch football,",sd
188918,B,"he's not really into, uh, baseball or basketball too much,",sd
188919,B,"but, uh, football, soon as it's fall, then he likes to watch college on Saturday, and then of course Cowboys on Sunday.",sd
188920,A,Yes.,b
188921,A,"Yes,",b
188922,A,"and sometimes now we're getting that, uh, the other football where they play it inside,",sd
188923,A,"and you know, this is a, you know, this is too much",sv
188924,A,"Saturdays and Sunday, this is fine,",sv
188925,A,"but do we have to carry this on into the summer and the spring you know, all of that,",qh
188926,B,Yeah.,b
188927,A,"and, uh, but he will, uh, he'll flip around,",sd
188928,A,"I think the other night we had on, uh, uh, it was a, it was car races, some kind of car races where they were bumping over hills and flying into the air and coming down.",sd
188929,A,I don't know what channel he found that on,sd
188930,B,Um.,%
188931,A,"and, uh, but he will turn that on, especially for, if, again, if our, uh, oldest grandson is over here.",sd
188932,A,He's ten,sd
188933,B,Uh-huh.,b
188934,A,"and, uh, they'll find something like that and just absolutely sit glued to it, I, you know,",sd
188935,A,"I keep telling them it's the same mentality you know,",sd
188936,A,"and something's wrong,",sd
188937,A,"and, uh, but, uh, and we very seldom watch television on a Friday night or Saturday night, because we're not home",sd
188938,B,Oh.,b
188939,A,"and, uh, so, and Sundays, uh, we usually have, all of our kids are over on Sunday,",sd
188940,A,"so, you know, we don't get into that, except that sometimes we'll get into their home videos",sd
188941,B,Um.,%
188942,A,do you ever watch that?,qy
188943,B,"Yeah,",ny
188944,B,"the,",%
188945,B,you mean talking about the funny home videos and stuff,qy^d
188946,A,"Yeah,",ny
188947,A,uh-huh,ny
188948,B,"yeah,",ny
188949,B,"those are pretty good but true to life,",sv
188950,A,that are sometimes so dumb,^2
188951,B,"I mean, some of the,",sv
188952,A,"But very true to life,",sv
188953,A,"I mean, I've seen our family in several of those situations",sd
188954,A,"Okay,","fo_o_fw_""_by_bc"
188955,A,"you want to tell me first how you feel about the proposal,",ad
188956,B,"Well um, I, I just think the way that things are going that, um, it would be good for young people to go ahead and have, um, dedicate themselves to at least something.",sv
188957,A,Uh-huh.,b
188958,B,"I know, like the Mormon religion, you know, they require two years of service, uh, missionary service",sv
188959,A,The boys,sd
188960,B,"right,",aa
188961,B,the boys,sd
188962,A,"not the girls, the boys.",sd
188963,B,"yeah,",b
188964,B,"and, um, so, but I think it would be good for all young people you know, to be able to, to do something like that um, so that, um, you know, I don't know, I just feel it would be good for them to do that.",sv
188965,A,Uh-huh.,b
188966,A,Uh-huh.,b
188967,A,Uh-huh.,aa
188968,A,"I, I thought it would be good, too,",sv
188969,A,"but I did not think it would be good that they all do something like the Peace Corps because not all young people would have, uh, what it takes to go like that because I think it takes a certain person to, to be able to do something like that,",sv
188970,B,Yeah.,b
188971,B,Uh-huh.,b
188972,A,but there's a lot of other public service things that could be done.,sv
188973,B,"Oh, sure.",b
188974,B,"Oh, yeah,",b
188975,B,"and, and even, even in our home towns there's a lot of um, public service things that they could do uh, you know, drug rehabilitation and and alcohol and, and just, uh, helping old people, and, um, uh, you know, helping cripple, just helping somebody else",sv
188976,A,Uh-huh.,b
188977,A,Right.,b
188978,A,Right.,b
188979,A,"Yes,",b
188980,A,yeah.,b
188981,B,"and I think that art of giving is something that, um, we don't have very much any more.",sv
188982,A,Uh-huh.,b
188983,A,"Yeah,",b
188984,A,I think it would be that.,sv
188985,A,"When they say this proposal, is this something that they're just suggesting,",qy
188986,A,"or are they actually,",qy
188987,A,"why, why, why did they call it a proposal,",qw
188988,A,"that,",%
188989,B,"Oh, I think they just gave it a title",sd
188990,A,Uh-huh.,b
188991,B,"but is this not something that's, um, in legislation or in work some",sd
188992,A,Uh-huh.,b
188993,A,That's what I wondered.,sd
188994,B,"yeah,",b
188995,B,"no, no,",nn
188996,B,"it's not,",sd
188997,B,"it's just a, just a topic,",sd
188998,A,It'd be good character builder.,sv
188999,B,"I think so, too.",aa
189000,B,"I think so, too.",aa
189001,B,"Um, because there's so many, um, kids who have, uh, you know, so much money and so much free time and, uh, nothing to do, um, and nothing to give their time to.",sv
189002,A,Uh-huh.,b
189003,B,"Um, they don't even have a direction to give their, their time to,",sv
189004,B,"so I think it would be really good for people to, um, to be able to give their time in, in, uh, some kind of public service, uh, even in our government, you know, as, uh, aids to, uh, you know, Congress, uh, people",sv
189005,A,Right.,b
189006,A,Uh-huh.,b
189007,B,"so, um, yeah,",%
189008,B,"it would be, it'd be really good I think.",sv
189009,A,Uh-huh.,b
189010,A,"Well, people that are, um, have received sentences in jail, they have, uh, some of them are going out and doing, uh, they have to go out and do public service activities which to me is, is good.",sd
189011,B,Uh-huh.,b
189012,B,Right.,b
189013,B,"Oh, yeah,",aa
189014,B,"oh yeah,",aa
189015,B,I agree with you.,sv
189016,B,"This is something that, um, like you say, is it's character building um, you know, learning how to, to give to others, and being less selfish",sv
189017,A,Uh-huh.,b
189018,B,"and,",%
189019,A,"Well, I think sometimes it gives you a better picture of what some of the other people live like, you know, what what some of the other parts of the world are like or even other parts of the neighborhood some of the people, how they live",sv
189020,B,Uh-huh.,b
189021,B,Right.,b
189022,B,"Uh-huh,",b
189023,B,"uh-huh,",b
189024,B,yeah.,b
189025,A,"or,",%
189026,B,"Oh, I agree with you,",aa
189027,B,"I agree with you,",aa
189028,B,"and I think, uh, young people are so, um, uh, focused just on themselves and their activities, and whose going out with whom, et cetera that, uh, you know, to get a taste of what the real world is actually about doing that public service would be great.",sv
189029,A,Uh-huh.,b
189030,A,Uh-huh.,b
189031,A,Uh-huh.,b
189032,B,Yeah.,b
189033,A,"Yeah,",b
189034,A,"because that's one thing that's hard, with young people, you, you can't tell them how things are",sv
189035,B,Right.,b
189036,A,they have to see for themselves,sv
189037,B,Uh-huh.,b
189038,A,"now of course this might be after they've gone through their teen years,",sv
189039,A,I don't know what their thought is on what age that this should be done.,sv
189040,B,"Oh, yeah,",b
189041,B,"I would think so, like right after, um, high school you know, even if it was the, the, their, um, that summer right after high school you know, three months,",sv
189042,A,Uh-huh.,b
189043,A,Uh-huh.,b
189044,A,"Of course they've already gone through the period of time where they need more direction you know, they, their teenage years and that they really sometimes need a little better direction to go and something,",sv
189045,B,Uh-huh.,b
189046,B,"Uh-huh,",b
189047,B,uh-huh.,b
189048,A,"course now Peace Corps, that couldn't be done of course, until they were done with school",sv
189049,B,"Right,",b
189050,B,"right,",b
189051,B,"You know, something that out, that was outside of, uh, outside of school",sv
189052,A,Uh-huh.,b
189053,B,"yeah,","fo_o_fw_""_by_bc"
189054,B,"but, yeah,","fo_o_fw_""_by_bc"
189055,B,"you know, right, right after you graduate from, um, high school, because a lot of people are just, um, uh, Well gee whiz, what do I do now if they're not focused on going to college,",sv
189056,A,Uh-huh.,b
189057,B,"and, uh, you know, having that, that, uh, gung ho plan uh, that's, you know, setting their life goals.",sv
189058,A,Uh-huh.,b
189059,A,Kind of an in-between time.,sv
189060,B,Uh-huh.,b
189061,B,"Uh-huh,",b
189062,B,"yeah,",b
189063,B,"so to me, see that would be the, the, uh, the greatest time for, um, you know, teenagers to, to do that, would be right after they graduated from high school.",sv
189064,A,Uh-huh.,b
189065,B,"But as for its being required you know, we're just not, we're not based on, on that, uh type of a system. Um.",sv
189066,A,Yeah.,b
189067,A,Huh-uh.,b
189068,A,"No,",aa
189069,A,"and like I said, not, now all young people should be able to do something,",sv
189070,A,"but not all certainly would be geared to, even the, the Mormon boys that go out, not all of them go,",sv
189071,B,Uh-huh.,b
189072,A,"I mean it's disaster if they don't go,",sv
189073,B,Right.,b
189074,A,"but but some of them are not,",sv
189075,B,"Oh, right.",b
189076,A,they're just not made to do that type of thing,sv
189077,B,"Uh-huh,",b
189078,B,uh-huh.,b
189079,A,and they just aren't able to do it.,sv
189080,B,"Yeah,",b
189081,B,"yeah,",b
189082,B,"so, um, yeah,",b
189083,B,it'd be good,sv
189084,B,"but like I said, requiring it would be, uh,",sv
189085,A,"Okay,","fo_o_fw_""_by_bc"
189086,A,it's pressed.,sd
189087,A,Are you still there?,qy
189088,B,I'm ready,na
189089,A,Okay,bk
189090,A,"So what's, uh, things that you look for when you go out to dinner?",qw
189091,B,"Oh, I just like a nice, quiet, nice atmosphere and of course good food",sd
189092,A,Uh-huh.,b
189093,B,"That's always, that's always a concern, but just a nice quiet easy place maybe candlelight something just to relax, you know because I don't really go out to dinner that much,",sd
189094,A,Huh.,b
189095,B,so.,%
189096,A,Uh-huh.,b
189097,A,"Well, we don't go out to dinner that much either.",sd
189098,A,"We try to get out maybe like once every month and a half or something like that,",sd
189099,B,Uh-huh.,b
189100,A,"but I definitely want to go to a place that's nice and clean, you know.",sd
189101,B,Right.,b
189102,A,"Um, I've been to some that's been terrible.",sd
189103,A,"You know, you see cockroaches crawling around and everything, you know.",sv
189104,B,Oh,b
189105,A,But I try to get one that's nice and clean,sd
189106,A,"and then I like to, you know, good food and good service.",sd
189107,B,Yeah.,b
189108,A,So.,%
189109,B,"Yeah,",b
189110,B,"where you don't feel rushed, you know",sv
189111,A,"Yeah,",b
189112,A,right.,b
189113,B,"and you can just relax, and stay as long as you want.",sv
189114,A,"Right,",b
189115,A,right.,b
189116,A,So is there some nice places to go to eat in Plano?,qy
189117,B,"Well, nearby.",na
189118,B,We're almost in Dallas.,sd
189119,B,We're just north of Dallas.,sd
189120,A,Uh-huh.,b
189121,B,So we have quite a bit between us and there.,sd
189122,B,It's about ten miles,sd
189123,A,"Uh-huh,",b
189124,A,uh-huh.,b
189125,B,and there is all kinds of restaurants,sd
189126,B,"and, I had one that was a favorite for a long time,",sd
189127,B,and then it changed hands and doubled the prices,sd
189128,B,and then it finally went out of business.,sd
189129,A,Um.,b
189130,B,"So, but it was really nice.",sd
189131,B,It had a fireplace.,sd
189132,A,"Um, that sounds beautiful.",ba
189133,B,"Yeah,",aa
189134,B,it was really nice.,sv
189135,B,They had entertainment sometimes,sd
189136,B,and you could just really relax there and enjoy it.,sd
189137,A,"Uh-huh,",b
189138,A,uh-huh.,b
189139,A,"Uh-huh,",b
189140,A,uh-huh.,b
189141,A,Well. This is only a little small city.,sd
189142,B,But it's gone,sd
189143,A,"Uh, we have, uh,",%
189144,A,"excuse me, I didn't think my coughing would come back.",sd
189145,A,"Anyhow, we have only like one, uh, restaurant that's kind of nice.",sd
189146,A,"You know, they have prime rib on, uh, weekends",sd
189147,B,Uh-huh.,b
189148,A,"and then they have about six miles from here is called, a little city called Wesley,",sd
189149,A,"and they have a Wesley Hotel there that they serve food,",sd
189150,A,"and the atmosphere there is really, really nice.",sd
189151,B,"Oh, that's nice.",ba
189152,A,"So, and then if we really want to, you know, something different we go to Modesto which is like twenty minutes away.",sd
189153,B,Uh-huh.,b
189154,B,Right.,b
189155,A,"But, uh, we don't have any fast foods here in this small city",sd
189156,B,That is probably very fortunate for you.,sv
189157,B,Do you have kids?,qy
189158,A,Do I have kids?,br
189159,B,Yeah.,ny
189160,A,"Well, I have a son,",na
189161,A,but he's grown up.,sd
189162,B,"Oh, because I have a twelve year old that would eat a happy meal every night, you know,",sd
189163,B,"and now's she's graduated to two cheeseburgers,",sd
189164,A,Uh-huh.,b
189165,B,"so something's happened here,",sd
189166,B,"but, but, um, you know, McDonald's is definitely at the top of her list,",sd
189167,B,and I hate these places.,sd
189168,A,Yeah.,b
189169,A,"All the kids seem to love McDonald's don't they, you know.",qy
189170,B,"Uh-huh,",ny
189171,B,"they do,",na
189172,B,and I don't think there's an ounce of nutritional value in anything they have.,sv
189173,A,"No,",aa
189174,A,"no,",aa
189175,A,I'm sure there isn't.,sd
189176,B,"Well, we have all kinds of fast foods everywhere around",sd
189177,A,Uh-huh.,b
189178,B,"and it's really, it's tempting when you come home from work",sv
189179,B,and you're tired,sv
189180,B,"and, you know, you just are tempted to give in to that,",sv
189181,B,and it costs a lot of money to do it too.,sv
189182,A,I know.,ba
189183,B,"You know, it adds up",sv
189184,B,"and it's not healthy,",sv
189185,B,"and I really got into that habit for a while,",sd
189186,B,but I got out of it again because I just felt like it was just too unhealthy.,sd
189187,A,Yeah.,b
189188,A,Yeah.,b
189189,A,Uh-huh.,b
189190,B,So.,%
189191,A,"Well, let's see, what else can we talk about?",qw
189192,B,"Well, how's California today?",qo
189193,A,"Oh, it's foggy and cold here.",sd
189194,B,Is it?,bh
189195,B,"That's what I've heard, yeah.",sd
189196,A,"Uh-huh,",b
189197,A,uh-huh.,b
189198,A,Yeah,b
189199,A,and it's.,%
189200,B,Have you always lived there?,qy
189201,A,I came from Iowa when I was sixteen,na
189202,B,Oh.,bk
189203,A,"so I've lived out in California for a long, long time.",sd
189204,B,And you like it?,qy^d
189205,A,"Yeah,",ny
189206,A,I like it real well.,sd
189207,B,"Yeah,",b
189208,B,we've been.,%
189209,A,"We used to live in Oakland,",sd
189210,A,"so we used to have a lot more restaurants to go to there you know,",sd
189211,B,"Oh, yeah.",b
189212,A,"but, uh, then I quit work and everything",sd
189213,A,and I bought a house.,sd
189214,A,"I had a condo in Oakland,",sd
189215,A,"so, right in Chinatown, so we went to lots of restaurants Chinese restaurants,",sd
189216,B,"Oh, that would be fun.",ba
189217,A,"and they were really good,",sd
189218,A,I really miss them. You know.,sd
189219,B,Yeah.,b
189220,B,Do you miss living there?,qy
189221,A,"Uh, no,",nn
189222,A,I really don't miss  living there.,sd
189223,B,No.,b^m
189224,A,"I just like to go in there and have a nice Chinese dinner once in a while, you know.",sd
189225,B,Yeah.,b
189226,B,Yeah.,b
189227,A,"But, uh, as far as missing living there, no.",sd
189228,B,Um.,%
189229,A,"It's close enough if I wanted to go there, to San Francisco for dinner or something, why, you know, an hour and fifteen minutes we could be there and you know, have dinner and then come on back.",sd
189230,B,Yeah.,b
189231,A,"But, uh, have you ever been to California?",qy
189232,B,"Oh, yeah,",ny
189233,B,I go all the time.,sd
189234,A,Oh really?,bh
189235,B,"Yeah,",ny
189236,B,well I have a twenty-one year old daughter in college there,sd
189237,A,Um.,%
189238,B,"and she, um, is a world champion twirler",sd
189239,A,Uh-huh.,b
189240,B,and her coach is in California.,sd
189241,B,So she went there for six years.,sd
189242,A,Um.,%
189243,B,So I went out a lot with her.,sd
189244,A,"Uh-huh,",b
189245,A,uh-huh.,b
189246,B,"And, uh, yeah,",ny
189247,B,I know California pretty well.,sd
189248,A,Uh-huh.,b
189249,B,"And I love it,",sd
189250,B,"and  we tug back and forth who's going to move,",sd
189251,B,but I think he's going to move because I'm the person with more to lose here.,sd
189252,A,Uh-huh.,b
189253,B,I have my twelve year old in school,sd
189254,A,Uh-huh.,b
189255,B,and she's happy.,sd
189256,B,"She always lived here in the south,",sd
189257,B,"and I have my house,",sd
189258,B,"so I have too much to lose,",sd
189259,A,Uh-huh.,b
189260,A,"And I have to admit that we just moved to Plano recently and that I hadn't voted in an election yet,",sd
189261,A,"and although I did go down and register and I,",sd
189262,A,that's the first time I've ever done that.,sd
189263,A,"Has, what's been your voting experience?",qo
189264,B,My voting experience?,br
189265,A,"Well, do you feel like, uh,",qy
189266,A,"I mean, I,",%
189267,B,"I, I, well, personally I've been very diligent until recent years. When I felt my vote was absolutely kind of washed down the drain.",sd
189268,A,Uh-huh.,b
189269,A,Uh-huh.,b
189270,A,Yes.,b
189271,B,"For the issues that, you know, that I felt really strong for, uh, I think apathy has set in to a lot of people  because of the way our politicians are and the way our country is being run.",sd
189272,A,Uh-huh.,b
189273,A,That's really true.,aa
189274,A,That's kind of the way I have felt.,sv
189275,A,"I, I also feel guilty, uh, not knowing and not going the extra mile myself and studying out the issues and studying out the candidates.",sd
189276,A,"Course, we only have mostly the representation given in the media,",sv
189277,A,"but, uh, I have felt since I've been here that I haven't known what the issues were and that I, because it was a new community.",sd
189278,B,"You really do have to study to get yourself, uh, up to par with what is truly going on",sv
189279,A,Uh-huh.,b
189280,B,and that takes a lot of research,sv
189281,B,and  and people today are very busy,sv
189282,A,It does.,aa
189283,B,"and uh, and that is an excuse because we are, we are always, uh,",sv
189284,A,Yes.,b
189285,B,I know I'm heavily involved in other things,sd
189286,A,Uh-huh.,b
189287,B,"and, and to take time out and, uh, study the issues in depth would take quite a bit of time",sd
189288,A,Uh-huh.,b
189289,B,and I don't have the time to devote to that,sd
189290,A,No.,b
189291,B,"and, uh, you hopefully find that you want the candidates that are running to be honest and aboveboard.",sv
189292,A,Uh-huh.,b
189293,B,And unfortunately they are not.,sv
189294,A,No.,b
189295,B,"And, uh, it's really a dilemma, uh, that we find ourselves in, I believe. Uh,",sv
189296,A,Right.,b
189297,B,"So I kind of just have taken a back step away and, uh, hopefully that someone will clean up the mess that's there.",sd
189298,A,Uh-huh.,b
189299,B,"Take it,",%
189300,B,"because it is a task that is, to me, kind of overwhelming.",sd
189301,A,"Yes,",aa
189302,A,"and, uh, and, uh, I also feel, especially in the presidential elections that, uh, since we're back on the old system of electoral votes and, or that, and that you don't necessarily, your vote doesn't necessarily elect president.",sv
189303,B,"Right,",b
189304,B,they just want to see how close the electoral votes are with the public votes.,sv
189305,A,Right,b
189306,A,"and it's kind of,",%
189307,B,Yeah.,b
189308,A,"it's awful,",sv
189309,A,"and, and it's hard to feel like one person,",sv
189310,A,"but I know that it's important,",sv
189311,A,"and I feel guilty that I haven't done that here, haven't taken the time",sd
189312,A,"and I know that, you know, people can make a difference,",sv
189313,A,"but it's hard to, to face the corruption, like you say, and, uh, and to know what you're up against.",sv
189314,A,"And it makes me feel bad that,",sd
189315,A,"I'm glad,",%
189316,A,"I mean, I am thankful for the, uh,",sd
189317,A,nineteenth amendment is it that gives women the right to vote,sd
189318,A,"and, uh, I'm glad that that happened and everything",sv
189319,B,Yes.,b
189320,A,"and I hope that I will become a better, make a better difference in,",sd
189321,A,but I haven't done that so far.,sd
189322,B,"Well, I know that when you're in a smaller community,",sv
189323,B,I live in Mesquite,sd
189324,A,Uh-huh.,b
189325,B,"and, uh, when we have, uh, a local election, say for our mayor and so forth they really, uh, give a lot of information in the local newspaper, not in the, not in the bigger city Dallas newspaper,",sd
189326,A,Uh-huh.,b
189327,B,"I mean, they, they just give it a small portion of the newspaper,",sd
189328,B,"but the local newspaper really goes into, uh, quite a bit of history about the candidate",sd
189329,A,Uh-huh.,b
189330,B,"and, uh, and then they have, they raise a, they raise two sides",sd
189331,B,"and, uh, there's a pro and a con side",sd
189332,A,Uh-huh.,b
189333,B,"and, uh, you can really, uh, feel comfortable in, uh, evaluating that, uh, candidate by, uh, that method.",sv
189334,A,Uh-huh.,b
189335,B,"Uh, I feel pretty confident about the way it's put forth.",sd
189336,B,"Now, I wouldn't say that about the larger cities though, and the, and the country on, like, the presidential.",sv
189337,A,Uh-huh.,b
189338,A,Right.,b
189339,B,"Uh, I mean, they've got people that are running that are admitted, uh, criminals and admitted crooks.",sv
189340,A,Right.,b
189341,A,Right.,b
189342,B,"You know, I'm sorry,",fa
189343,B,"but I don't believe in them turning a good, uh, uh, a new leaf unless they have the Lord that has done that to them.",sd
189344,A,Uh-huh.,b
189345,A,Right.,b
189346,B,"And, uh, without the Lord, they can't do it.",sv
189347,A,"Yeah,",b
189348,A,and it's not very likely.,sv
189349,A,"I mean, it seems like",%
189350,A,You want to go first?,ad
189351,B,"Well, I believe that the, um, the voice, that, uh, initialized this call asked about, uh, if we thought that it should be something that should be put into action.",sv
189352,A,"Yeah,",aa
189353,A,"like the if, should the government make it universal or something like that.",sv
189354,A,Yeah.,%
189355,B,"Yes,",aa
189356,B,"I, I, I, I would be committed to that,",sv
189357,A,Uh-huh.,b
189358,A,"You, you would be in favor of it?",qy^d
189359,B,"Oh, definitely.",na
189360,B,Yes.,ny
189361,A,"Uh-huh,",b
189362,A,uh-huh.,b
189363,B,"I know that there are many countries that, uh, are very successful with the operation of the government, uh, providing that plan.",sd
189364,A,Uh-huh.,b
189365,A,"Do they have options on who they, uh, you know, like choices of doctors and that type of thing?",qy
189366,A,"Do you,",%
189367,B,"Um, I'm not sure how their program is run,",no
189368,B,but I know it has been successful.,sd
189369,A,Uh-huh.,b
189370,B,"And I would really have to, uh, read the history of, probably I, uh, the country that has fared very well with it,",sd
189371,B,"and I'd like to see the, uh, the data on that.",sd
189372,A,Uh-huh.,b
189373,A,"That's the way with me,",sd
189374,A,I don't know a whole lot about it.,h
189375,A,I,%
189376,A,"that's the only concern I would have, because I think personalities plus the type of doctor it is has a lot to do with the care,",sd
189377,A,"and if you didn't have any choice on, you know, in who you go to,",sv
189378,B,"Well I,",%
189379,B,"Yes,",aa
189380,A,"Uh-huh,",b
189381,A,uh-huh.,b
189382,A,Uh-huh.,b
189383,A,"Or to change even, like if you didn't approve or didn't think you were getting good service.",sv
189384,A,Uh-huh.,b
189385,A,Uh-huh.,b
189386,A,Uh-huh.,aa
189387,A,"There, that's one of my main concerns.",sd
189388,A,"I, I have a friend that has, their boy has been sick for several months,",sd
189389,A,and they just have found out what's the trouble.,sd
189390,A,"And they have gone through, uh, one, two, three, four, five doctors and then a team of doctors,",sd
189391,A,and they finally determined what the problem was.,sd
189392,A,It took that long.,sd
189393,B,"Yes,",b
189394,B,"and the expense of that, yes.",sv
189395,A,"And that, that, something like that, you know, I thought, if you couldn't change or look elsewhere, you know, for help, if you",sv
189396,A,"I don't know how that program works, you know, if you can do that.",sv
189397,B,"Well, I would, I would think that they would have that as part, part of the benefit to the health care program, that you would indeed have a choice that you could select that individual yourself.",sv
189398,A,"Uh-huh,",b
189399,A,uh-huh.,b
189400,A,Uh-huh.,b
189401,B,"And I'm sure that they would have a history of each doctor, and hopefully that they would have their, um, accreditations there too.",sv
189402,A,"Uh-huh,",b
189403,A,uh-huh.,b
189404,A,"I guess that's, that's primarily was one of my thoughts, you know, because, you know how government is",sv
189405,B,"Yes, um,",aa
189406,B,"but those guidelines have to be set up,",sv
189407,B,and I think they should be voted on by the public.,sv
189408,A,Uh-huh.,b
189409,B,"And, uh,",%
189410,A,For them to have a choice on if they're in favor of it or not.,sv
189411,B,"Uh-huh,",b
189412,B,uh-huh.,b
189413,B,"Right,",aa
189414,B,yes.,aa
189415,A,"It, it would.",sv
189416,B,"And of course they would give a full plan of what their intentions would be,",sv
189417,B,"and, um, I think that's primary, uh or an individual perhaps being single.",sv
189418,A,Uh-huh.,b
189419,A,"Uh-huh,",b
189420,A,uh-huh.,b
189421,A,Uh-huh.,b
